x_in,y_in
-2.615320,1.257445
-2.612669,1.257262
-2.610010,1.257083
-2.607344,1.256906
-2.604669,1.256733
-2.601987,1.256564
-2.599297,1.256398
-2.596599,1.256235
-2.593894,1.256076
-2.591180,1.255920
-2.588459,1.255768
-2.585730,1.255620
-2.582993,1.255475
-2.580248,1.255334
-2.577496,1.255197
-2.574736,1.255063
-2.571968,1.254933
-2.569192,1.254807
-2.566413,1.254676
-2.563635,1.254530
-2.560858,1.254370
-2.558083,1.254195
-2.555308,1.254007
-2.552534,1.253804
-2.549762,1.253587
-2.546991,1.253356
-2.544220,1.253111
-2.541451,1.252852
-2.538682,1.252579
-2.535915,1.252292
-2.533148,1.251991
-2.530382,1.251676
-2.527618,1.251347
-2.524854,1.251004
-2.522091,1.250648
-2.519328,1.250277
-2.516567,1.249893
-2.513806,1.249496
-2.511047,1.249084
-2.508288,1.248659
-2.505529,1.248221
-2.502772,1.247768
-2.500015,1.247302
-2.497259,1.246823
-2.494503,1.246330
-2.491749,1.245823
-2.488995,1.245303
-2.486241,1.244770
-2.483488,1.244223
-2.480736,1.243663
-2.477985,1.243089
-2.475234,1.242502
-2.472483,1.241901
-2.469734,1.241288
-2.466984,1.240661
-2.464236,1.240020
-2.461488,1.239367
-2.458740,1.238700
-2.455993,1.238020
-2.453247,1.237326
-2.450501,1.236620
-2.447755,1.235900
-2.445010,1.235167
-2.442266,1.234421
-2.439521,1.233662
-2.436778,1.232890
-2.434035,1.232104
-2.431292,1.231306
-2.428550,1.230494
-2.425808,1.229670
-2.423066,1.228832
-2.420325,1.227981
-2.417585,1.227118
-2.414844,1.226241
-2.412105,1.225351
-2.409365,1.224449
-2.406626,1.223533
-2.403887,1.222605
-2.401149,1.221663
-2.398411,1.220709
-2.395673,1.219741
-2.392936,1.218761
-2.390199,1.217768
-2.387462,1.216762
-2.384726,1.215743
-2.381990,1.214711
-2.379254,1.213666
-2.376519,1.212608
-2.373784,1.211538
-2.371049,1.210455
-2.368314,1.209359
-2.365580,1.208250
-2.362846,1.207128
-2.360113,1.205993
-2.357380,1.204846
-2.354647,1.203686
-2.351914,1.202513
-2.349182,1.201327
-2.346449,1.200129
-2.343717,1.198917
-2.340986,1.197693
-2.338255,1.196456
-2.335523,1.195207
-2.332793,1.193944
-2.330062,1.192669
-2.327332,1.191381
-2.324602,1.190081
-2.321872,1.188767
-2.319143,1.187441
-2.316413,1.186102
-2.313685,1.184751
-2.310956,1.183386
-2.308227,1.182009
-2.305499,1.180619
-2.302771,1.179217
-2.300044,1.177802
-2.297316,1.176374
-2.294589,1.174933
-2.291862,1.173479
-2.289136,1.172013
-2.286409,1.170534
-2.283683,1.169043
-2.280957,1.167538
-2.278232,1.166021
-2.275506,1.164492
-2.272781,1.162949
-2.270057,1.161394
-2.267332,1.159826
-2.264608,1.158246
-2.261884,1.156652
-2.259160,1.155046
-2.256437,1.153428
-2.253714,1.151796
-2.250991,1.150152
-2.248268,1.148495
-2.245546,1.146826
-2.242824,1.145144
-2.240102,1.143449
-2.237381,1.141741
-2.234660,1.140021
-2.231939,1.138288
-2.229218,1.136542
-2.226498,1.134784
-2.223778,1.133013
-2.221058,1.131229
-2.218339,1.129433
-2.215620,1.127623
-2.212901,1.125802
-2.210183,1.123967
-2.207465,1.122120
-2.204747,1.120260
-2.202030,1.118387
-2.199313,1.116502
-2.196596,1.114604
-2.193880,1.112693
-2.191164,1.110770
-2.188448,1.108834
-2.185733,1.106885
-2.183018,1.104924
-2.180303,1.102950
-2.177589,1.100963
-2.174875,1.098964
-2.172162,1.096952
-2.169449,1.094928
-2.166737,1.092890
-2.164025,1.090840
-2.161313,1.088778
-2.158603,1.086703
-2.155893,1.084615
-2.153183,1.082515
-2.150475,1.080403
-2.147767,1.078277
-2.145060,1.076140
-2.142353,1.073990
-2.139648,1.071827
-2.136943,1.069652
-2.134240,1.067464
-2.131537,1.065264
-2.128836,1.063052
-2.126135,1.060827
-2.123436,1.058590
-2.120737,1.056340
-2.118040,1.054078
-2.115344,1.051804
-2.112650,1.049518
-2.109957,1.047219
-2.107265,1.044908
-2.104574,1.042585
-2.101885,1.040249
-2.099197,1.037901
-2.096511,1.035541
-2.093827,1.033169
-2.091144,1.030785
-2.088463,1.028389
-2.085784,1.025980
-2.083106,1.023560
-2.080430,1.021127
-2.077756,1.018683
-2.075084,1.016226
-2.072414,1.013757
-2.069746,1.011277
-2.067080,1.008785
-2.064417,1.006280
-2.061755,1.003764
-2.059095,1.001236
-2.056438,0.998696
-2.053784,0.996145
-2.051131,0.993581
-2.048481,0.991006
-2.045834,0.988419
-2.043189,0.985821
-2.040547,0.983211
-2.037907,0.980589
-2.035270,0.977956
-2.032636,0.975311
-2.030005,0.972655
-2.027377,0.969987
-2.024751,0.967308
-2.022129,0.964617
-2.019510,0.961915
-2.016894,0.959202
-2.014281,0.956478
-2.011671,0.953742
-2.009065,0.950995
-2.006462,0.948237
-2.003863,0.945468
-2.001267,0.942687
-1.998675,0.939896
-1.996086,0.937093
-1.993501,0.934280
-1.990920,0.931456
-1.988343,0.928621
-1.985770,0.925775
-1.983201,0.922918
-1.980636,0.920050
-1.978075,0.917172
-1.975518,0.914283
-1.972965,0.911384
-1.970417,0.908474
-1.967874,0.905553
-1.965335,0.902623
-1.962800,0.899681
-1.960270,0.896729
-1.957745,0.893767
-1.955224,0.890795
-1.952709,0.887813
-1.950198,0.884820
-1.947693,0.881817
-1.945193,0.878805
-1.942697,0.875782
-1.940207,0.872749
-1.937723,0.869707
-1.935244,0.866655
-1.932770,0.863592
-1.930302,0.860521
-1.927840,0.857439
-1.925383,0.854348
-1.922933,0.851248
-1.920488,0.848138
-1.918049,0.845018
-1.915617,0.841889
-1.913190,0.838751
-1.910770,0.835604
-1.908356,0.832447
-1.905949,0.829282
-1.903548,0.826107
-1.901154,0.822924
-1.898766,0.819731
-1.896385,0.816530
-1.894012,0.813319
-1.891645,0.810100
-1.889285,0.806873
-1.886932,0.803637
-1.884587,0.800392
-1.882249,0.797139
-1.879918,0.793877
-1.877595,0.790607
-1.875280,0.787329
-1.872972,0.784042
-1.870672,0.780748
-1.868380,0.777445
-1.866096,0.774134
-1.863820,0.770815
-1.861552,0.767489
-1.859292,0.764154
-1.857041,0.760812
-1.854798,0.757462
-1.852564,0.754105
-1.850339,0.750740
-1.848122,0.747367
-1.845914,0.743987
-1.843715,0.740600
-1.841525,0.737205
-1.839344,0.733803
-1.837172,0.730394
-1.835010,0.726978
-1.832857,0.723555
-1.830713,0.720124
-1.828579,0.716687
-1.826455,0.713243
-1.824341,0.709792
-1.822236,0.706335
-1.820142,0.702871
-1.818057,0.699400
-1.815983,0.695923
-1.813919,0.692439
-1.811865,0.688949
-1.809822,0.685452
-1.807789,0.681949
-1.805767,0.678440
-1.803755,0.674925
-1.801755,0.671403
-1.799765,0.667876
-1.797786,0.664342
-1.795818,0.660802
-1.793862,0.657257
-1.791917,0.653706
-1.789983,0.650149
-1.788060,0.646586
-1.786149,0.643018
-1.784250,0.639444
-1.782362,0.635864
-1.780486,0.632279
-1.778622,0.628688
-1.776770,0.625092
-1.774930,0.621491
-1.773102,0.617884
-1.771286,0.614272
-1.769483,0.610655
-1.767692,0.607033
-1.765913,0.603405
-1.764146,0.599772
-1.762393,0.596135
-1.760652,0.592492
-1.758923,0.588845
-1.757207,0.585192
-1.755505,0.581535
-1.753815,0.577873
-1.752138,0.574206
-1.750474,0.570534
-1.748824,0.566858
-1.747186,0.563177
-1.745562,0.559492
-1.743951,0.555802
-1.742353,0.552107
-1.740769,0.548408
-1.739198,0.544704
-1.737641,0.540996
-1.736096,0.537284
-1.734565,0.533568
-1.733048,0.529847
-1.731543,0.526122
-1.730052,0.522393
-1.728574,0.518659
-1.727109,0.514922
-1.725658,0.511180
-1.724220,0.507435
-1.722795,0.503686
-1.721383,0.499932
-1.719984,0.496175
-1.718598,0.492414
-1.717225,0.488650
-1.715866,0.484881
-1.714519,0.481109
-1.713186,0.477334
-1.711865,0.473554
-1.710558,0.469772
-1.709263,0.465985
-1.707982,0.462195
-1.706713,0.458402
-1.705457,0.454606
-1.704215,0.450806
-1.702985,0.447002
-1.701767,0.443196
-1.700563,0.439386
-1.699371,0.435574
-1.698192,0.431758
-1.697026,0.427939
-1.695873,0.424117
-1.694732,0.420292
-1.693603,0.416464
-1.692488,0.412633
-1.691385,0.408800
-1.690294,0.404963
-1.689216,0.401124
-1.688150,0.397282
-1.687097,0.393438
-1.686056,0.389591
-1.685028,0.385741
-1.684011,0.381889
-1.683007,0.378034
-1.682016,0.374177
-1.681036,0.370318
-1.680069,0.366456
-1.679114,0.362592
-1.678171,0.358726
-1.677240,0.354857
-1.676321,0.350987
-1.675414,0.347114
-1.674519,0.343239
-1.673636,0.339363
-1.672765,0.335484
-1.671906,0.331604
-1.671058,0.327721
-1.670223,0.323837
-1.669399,0.319952
-1.668586,0.316064
-1.667785,0.312175
-1.666996,0.308284
-1.666219,0.304392
-1.665453,0.300498
-1.664698,0.296603
-1.663955,0.292707
-1.663223,0.288809
-1.662502,0.284910
-1.661793,0.281010
-1.661095,0.277109
-1.660409,0.273207
-1.659733,0.269303
-1.659069,0.265399
-1.658415,0.261494
-1.657773,0.257588
-1.657141,0.253681
-1.656521,0.249774
-1.655912,0.245866
-1.655313,0.241957
-1.654725,0.238048
-1.654148,0.234138
-1.653582,0.230228
-1.653026,0.226317
-1.652481,0.222406
-1.651946,0.218495
-1.651422,0.214584
-1.650909,0.210673
-1.650406,0.206761
-1.649913,0.202850
-1.649431,0.198939
-1.648959,0.195028
-1.648497,0.191117
-1.648045,0.187206
-1.647604,0.183296
-1.647173,0.179386
-1.646752,0.175477
-1.646340,0.171568
-1.645939,0.167660
-1.645548,0.163753
-1.645167,0.159846
-1.644795,0.155941
-1.644433,0.152036
-1.644081,0.148132
-1.643739,0.144229
-1.643406,0.140327
-1.643083,0.136427
-1.642770,0.132527
-1.642465,0.128629
-1.642171,0.124733
-1.641886,0.120838
-1.641610,0.116944
-1.641343,0.113052
-1.641086,0.109162
-1.640838,0.105274
-1.640599,0.101387
-1.640370,0.097502
-1.640149,0.093620
-1.639937,0.089739
-1.639735,0.085860
-1.639541,0.081984
-1.639356,0.078110
-1.639180,0.074238
-1.639013,0.070369
-1.638855,0.066502
-1.638705,0.062638
-1.638564,0.058777
-1.638431,0.054918
-1.638308,0.051062
-1.638192,0.047210
-1.638085,0.043360
-1.637987,0.039513
-1.637897,0.035670
-1.637815,0.031829
-1.637741,0.027993
-1.637676,0.024160
-1.637618,0.020330
-1.637568,0.016504
-1.637526,0.012682
-1.637492,0.008864
-1.637465,0.005050
-1.637445,0.001241
-1.637433,-0.002565
-1.637428,-0.006366
-1.637430,-0.010162
-1.637439,-0.013954
-1.637455,-0.017742
-1.637478,-0.021524
-1.637507,-0.025301
-1.637543,-0.029074
-1.637586,-0.032841
-1.637634,-0.036603
-1.637689,-0.040360
-1.637750,-0.044111
-1.637817,-0.047856
-1.637890,-0.051596
-1.637968,-0.055330
-1.638052,-0.059059
-1.638142,-0.062781
-1.638237,-0.066497
-1.638338,-0.070207
-1.638443,-0.073910
-1.638554,-0.077608
-1.638669,-0.081298
-1.638789,-0.084983
-1.638914,-0.088660
-1.639044,-0.092331
-1.639178,-0.095994
-1.639316,-0.099651
-1.639459,-0.103301
-1.639606,-0.106943
-1.639756,-0.110578
-1.639911,-0.114206
-1.640069,-0.117827
-1.640231,-0.121439
-1.640397,-0.125045
-1.640566,-0.128642
-1.640738,-0.132232
-1.640913,-0.135814
-1.641092,-0.139388
-1.641273,-0.142954
-1.641457,-0.146511
-1.641644,-0.150061
-1.641833,-0.153602
-1.642025,-0.157135
-1.642219,-0.160660
-1.642416,-0.164176
-1.642614,-0.167683
-1.642815,-0.171182
-1.643017,-0.174673
-1.643221,-0.178154
-1.643427,-0.181627
-1.643634,-0.185091
-1.643843,-0.188545
-1.644052,-0.191991
-1.644263,-0.195428
-1.644475,-0.198856
-1.644688,-0.202274
-1.644902,-0.205684
-1.645116,-0.209084
-1.645331,-0.212475
-1.645547,-0.215856
-1.645763,-0.219228
-1.645979,-0.222591
-1.646195,-0.225944
-1.646411,-0.229288
-1.646627,-0.232622
-1.646842,-0.235947
-1.647058,-0.239262
-1.647272,-0.242568
-1.647487,-0.245864
-1.647700,-0.249150
-1.647913,-0.252426
-1.648125,-0.255693
-1.648336,-0.258950
-1.648546,-0.262198
-1.648754,-0.265435
-1.648961,-0.268663
-1.649167,-0.271881
-1.649371,-0.275089
-1.649573,-0.278288
-1.649774,-0.281477
-1.649973,-0.284656
-1.650169,-0.287825
-1.650364,-0.290984
-1.650556,-0.294133
-1.650747,-0.297273
-1.650934,-0.300403
-1.651120,-0.303523
-1.651302,-0.306634
-1.651482,-0.309735
-1.651659,-0.312826
-1.651833,-0.315907
-1.652005,-0.318979
-1.652173,-0.322040
-1.652338,-0.325093
-1.652499,-0.328135
-1.652658,-0.331169
-1.652813,-0.334192
-1.652964,-0.337206
-1.653111,-0.340211
-1.653255,-0.343206
-1.653395,-0.346191
-1.653532,-0.349168
-1.653664,-0.352135
-1.653792,-0.355092
-1.653916,-0.358041
-1.654035,-0.360980
-1.654151,-0.363910
-1.654262,-0.366831
-1.654368,-0.369742
-1.654470,-0.372645
-1.654567,-0.375539
-1.654660,-0.378424
-1.654747,-0.381300
-1.654830,-0.384167
-1.654908,-0.387026
-1.654981,-0.389875
-1.655049,-0.392717
-1.655111,-0.395549
-1.655168,-0.398373
-1.655221,-0.401189
-1.655267,-0.403997
-1.655308,-0.406796
-1.655344,-0.409586
-1.655375,-0.412369
-1.655399,-0.415144
-1.655418,-0.417910
-1.655431,-0.420669
-1.655439,-0.423420
-1.655440,-0.426163
-1.655436,-0.428899
-1.655426,-0.431626
-1.655409,-0.434347
-1.655387,-0.437059
-1.655358,-0.439765
-1.655324,-0.442463
-1.655283,-0.445154
-1.655236,-0.447838
-1.655182,-0.450514
-1.655123,-0.453184
-1.655057,-0.455847
-1.654984,-0.458503
-1.654905,-0.461153
-1.654819,-0.463796
-1.654727,-0.466432
-1.654628,-0.469062
-1.654523,-0.471686
-1.654411,-0.474304
-1.654292,-0.476915
-1.654167,-0.479520
-1.654035,-0.482120
-1.653896,-0.484713
-1.653750,-0.487301
-1.653597,-0.489883
-1.653437,-0.492460
-1.653271,-0.495031
-1.653098,-0.497597
-1.652917,-0.500158
-1.652730,-0.502713
-1.652535,-0.505264
-1.652334,-0.507809
-1.652126,-0.510350
-1.651910,-0.512886
-1.651688,-0.515417
-1.651458,-0.517943
-1.651221,-0.520466
-1.650978,-0.522983
-1.650727,-0.525497
-1.650469,-0.528007
-1.650203,-0.530512
-1.649931,-0.533014
-1.649651,-0.535511
-1.649364,-0.538005
-1.649070,-0.540496
-1.648769,-0.542982
-1.648461,-0.545466
-1.648145,-0.547946
-1.647822,-0.550423
-1.647492,-0.552897
-1.647155,-0.555367
-1.646811,-0.557835
-1.646459,-0.560301
-1.646100,-0.562763
-1.645734,-0.565223
-1.645360,-0.567680
-1.644980,-0.570135
-1.644592,-0.572588
-1.644197,-0.575039
-1.643795,-0.577487
-1.643385,-0.579934
-1.642969,-0.582379
-1.642545,-0.584822
-1.642114,-0.587263
-1.641676,-0.589703
-1.641231,-0.592141
-1.640779,-0.594579
-1.640319,-0.597014
-1.639853,-0.599449
-1.639379,-0.601883
-1.638898,-0.604316
-1.638410,-0.606748
-1.637915,-0.609179
-1.637413,-0.611610
-1.636904,-0.614040
-1.636388,-0.616470
-1.635865,-0.618899
-1.635335,-0.621329
-1.634798,-0.623758
-1.634254,-0.626187
-1.633703,-0.628616
-1.633146,-0.631046
-1.632581,-0.633476
-1.632010,-0.635906
-1.631431,-0.638336
-1.630846,-0.640768
-1.630254,-0.643200
-1.629655,-0.645633
-1.629050,-0.648066
-1.628438,-0.650501
-1.627819,-0.652937
-1.627193,-0.655374
-1.626561,-0.657812
-1.625922,-0.660251
-1.625277,-0.662693
-1.624625,-0.665135
-1.623966,-0.667579
-1.623301,-0.670026
-1.622629,-0.672473
-1.621951,-0.674923
-1.621266,-0.677375
-1.620576,-0.679829
-1.619878,-0.682286
-1.619174,-0.684744
-1.618464,-0.687205
-1.617748,-0.689669
-1.617025,-0.692135
-1.616296,-0.694604
-1.615561,-0.697075
-1.614820,-0.699550
-1.614073,-0.702027
-1.613319,-0.704507
-1.612560,-0.706991
-1.611794,-0.709478
-1.611022,-0.711968
-1.610244,-0.714461
-1.609461,-0.716958
-1.608671,-0.719459
-1.607876,-0.721963
-1.607074,-0.724471
-1.606267,-0.726982
-1.605454,-0.729498
-1.604635,-0.732018
-1.603811,-0.734541
-1.602980,-0.737069
-1.602145,-0.739601
-1.601303,-0.742138
-1.600456,-0.744678
-1.599603,-0.747224
-1.598745,-0.749773
-1.597881,-0.752328
-1.597012,-0.754887
-1.596138,-0.757451
-1.595258,-0.760020
-1.594373,-0.762593
-1.593483,-0.765172
-1.592588,-0.767756
-1.591687,-0.770344
-1.590782,-0.772938
-1.589872,-0.775537
-1.588957,-0.778142
-1.588037,-0.780751
-1.587113,-0.783366
-1.586184,-0.785987
-1.585250,-0.788613
-1.584311,-0.791245
-1.583369,-0.793882
-1.582421,-0.796525
-1.581470,-0.799174
-1.580514,-0.801829
-1.579554,-0.804489
-1.578590,-0.807156
-1.577621,-0.809828
-1.576649,-0.812506
-1.575672,-0.815191
-1.574692,-0.817882
-1.573708,-0.820579
-1.572720,-0.823282
-1.571728,-0.825991
-1.570732,-0.828707
-1.569733,-0.831429
-1.568731,-0.834158
-1.567725,-0.836893
-1.566715,-0.839634
-1.565702,-0.842383
-1.564686,-0.845138
-1.563666,-0.847899
-1.562643,-0.850668
-1.561617,-0.853443
-1.560588,-0.856225
-1.559556,-0.859013
-1.558521,-0.861809
-1.557483,-0.864612
-1.556442,-0.867421
-1.555399,-0.870238
-1.554352,-0.873062
-1.553303,-0.875892
-1.552252,-0.878730
-1.551197,-0.881575
-1.550141,-0.884428
-1.549081,-0.887287
-1.548020,-0.890154
-1.546956,-0.893029
-1.545890,-0.895910
-1.544821,-0.898799
-1.543750,-0.901696
-1.542678,-0.904600
-1.541603,-0.907511
-1.540526,-0.910430
-1.539447,-0.913357
-1.538366,-0.916291
-1.537284,-0.919232
-1.536200,-0.922182
-1.535114,-0.925139
-1.534026,-0.928104
-1.532936,-0.931076
-1.531845,-0.934056
-1.530753,-0.937044
-1.529659,-0.940040
-1.528564,-0.943044
-1.527467,-0.946055
-1.526369,-0.949075
-1.525269,-0.952102
-1.524169,-0.955137
-1.523067,-0.958180
-1.521964,-0.961231
-1.520860,-0.964290
-1.519755,-0.967357
-1.518649,-0.970433
-1.517543,-0.973516
-1.516435,-0.976607
-1.515326,-0.979706
-1.514217,-0.982813
-1.513107,-0.985929
-1.511996,-0.989052
-1.510885,-0.992184
-1.509773,-0.995323
-1.508661,-0.998471
-1.507548,-1.001627
-1.506434,-1.004791
-1.505321,-1.007963
-1.504206,-1.011144
-1.503092,-1.014332
-1.501977,-1.017529
-1.500862,-1.020734
-1.499747,-1.023947
-1.498632,-1.027168
-1.497516,-1.030398
-1.496401,-1.033635
-1.495285,-1.036881
-1.494170,-1.040135
-1.493055,-1.043398
-1.491939,-1.046668
-1.490824,-1.049947
-1.489709,-1.053234
-1.488595,-1.056529
-1.487481,-1.059832
-1.486367,-1.063144
-1.485253,-1.066464
-1.484140,-1.069792
-1.483028,-1.073128
-1.481915,-1.076473
-1.480804,-1.079825
-1.479693,-1.083186
-1.478582,-1.086555
-1.477473,-1.089933
-1.476364,-1.093318
-1.475256,-1.096712
-1.474148,-1.100114
-1.473042,-1.103524
-1.471936,-1.106942
-1.470831,-1.110369
-1.469727,-1.113803
-1.468624,-1.117246
-1.467523,-1.120697
-1.466422,-1.124156
-1.465322,-1.127623
-1.464224,-1.131098
-1.463126,-1.134582
-1.462030,-1.138073
-1.460935,-1.141573
-1.459842,-1.145080
-1.458749,-1.148596
-1.457658,-1.152120
-1.456569,-1.155651
-1.455481,-1.159191
-1.454394,-1.162739
-1.453309,-1.166294
-1.452226,-1.169858
-1.451144,-1.173429
-1.450063,-1.177009
-1.448984,-1.180596
-1.447907,-1.184191
-1.446832,-1.187794
-1.445758,-1.191405
-1.444686,-1.195023
-1.443616,-1.198650
-1.442548,-1.202284
-1.441482,-1.205925
-1.440417,-1.209575
-1.439354,-1.213232
-1.438294,-1.216897
-1.437235,-1.220569
-1.436179,-1.224249
-1.435124,-1.227936
-1.434072,-1.231631
-1.433021,-1.235334
-1.431973,-1.239044
-1.430927,-1.242761
-1.429883,-1.246486
-1.428842,-1.250218
-1.427802,-1.253957
-1.426765,-1.257704
-1.425730,-1.261458
-1.424698,-1.265219
-1.423668,-1.268987
-1.422640,-1.272762
-1.421615,-1.276545
-1.420592,-1.280334
-1.419572,-1.284131
-1.418554,-1.287934
-1.417538,-1.291745
-1.416526,-1.295562
-1.415515,-1.299386
-1.414508,-1.303217
-1.413503,-1.307055
-1.412500,-1.310899
-1.411501,-1.314750
-1.410504,-1.318608
-1.409509,-1.322472
-1.408518,-1.326342
-1.407529,-1.330220
-1.406543,-1.334103
-1.405560,-1.337993
-1.404579,-1.341889
-1.403602,-1.345792
-1.402627,-1.349701
-1.401655,-1.353615
-1.400686,-1.357536
-1.399721,-1.361463
-1.398758,-1.365396
-1.397798,-1.369335
-1.396841,-1.373280
-1.395887,-1.377231
-1.394936,-1.381188
-1.393988,-1.385150
-1.393043,-1.389118
-1.392101,-1.393091
-1.391163,-1.397070
-1.390227,-1.401055
-1.389295,-1.405045
-1.388366,-1.409041
-1.387440,-1.413041
-1.386517,-1.417047
-1.385598,-1.421059
-1.384682,-1.425075
-1.383769,-1.429097
-1.382859,-1.433123
-1.381952,-1.437155
-1.381049,-1.441191
-1.380149,-1.445233
-1.379253,-1.449279
-1.378360,-1.453330
-1.377470,-1.457385
-1.376584,-1.461446
-1.375701,-1.465510
-1.374821,-1.469580
-1.373945,-1.473653
-1.373072,-1.477731
-1.372203,-1.481814
-1.371337,-1.485901
-1.370475,-1.489992
-1.369616,-1.494087
-1.368760,-1.498186
-1.367909,-1.502289
-1.367060,-1.506396
-1.366216,-1.510507
-1.365374,-1.514622
-1.364537,-1.518741
-1.363703,-1.522863
-1.362872,-1.526990
-1.362045,-1.531119
-1.361222,-1.535253
-1.360402,-1.539389
-1.359586,-1.543530
-1.358773,-1.547673
-1.357964,-1.551820
-1.357159,-1.555970
-1.356357,-1.560124
-1.355559,-1.564281
-1.354765,-1.568440
-1.353974,-1.572603
-1.353188,-1.576769
-1.352404,-1.580937
-1.351625,-1.585109
-1.350850,-1.589283
-1.350078,-1.593460
-1.349311,-1.597640
-1.348548,-1.601822
-1.347788,-1.606007
-1.347033,-1.610195
-1.346283,-1.614385
-1.345536,-1.618577
-1.344794,-1.622772
-1.344056,-1.626969
-1.343323,-1.631168
-1.342595,-1.635370
-1.341871,-1.639573
-1.341151,-1.643779
-1.340436,-1.647987
-1.339726,-1.652197
-1.339021,-1.656409
-1.338321,-1.660622
-1.337625,-1.664838
-1.336935,-1.669055
-1.336249,-1.673275
-1.335569,-1.677496
-1.334893,-1.681719
-1.334223,-1.685943
-1.333557,-1.690169
-1.332897,-1.694397
-1.332243,-1.698626
-1.331593,-1.702857
-1.330949,-1.707089
-1.330310,-1.711323
-1.329677,-1.715558
-1.329049,-1.719795
-1.328426,-1.724033
-1.327809,-1.728272
-1.327197,-1.732512
-1.326591,-1.736754
-1.325991,-1.740997
-1.325396,-1.745241
-1.324807,-1.749487
-1.324223,-1.753733
-1.323645,-1.757981
-1.323073,-1.762229
-1.322507,-1.766479
-1.321946,-1.770730
-1.321392,-1.774981
-1.320842,-1.779234
-1.320299,-1.783487
-1.319762,-1.787742
-1.319230,-1.791997
-1.318704,-1.796253
-1.318185,-1.800510
-1.317671,-1.804768
-1.317163,-1.809027
-1.316660,-1.813286
-1.316164,-1.817546
-1.315674,-1.821807
-1.315189,-1.826068
-1.314710,-1.830330
-1.314238,-1.834593
-1.313771,-1.838856
-1.313310,-1.843120
-1.312855,-1.847384
-1.312406,-1.851649
-1.311963,-1.855914
-1.311525,-1.860180
-1.311094,-1.864446
-1.310668,-1.868713
-1.310249,-1.872980
-1.309835,-1.877247
-1.309427,-1.881515
-1.309024,-1.885783
-1.308628,-1.890051
-1.308237,-1.894319
-1.307852,-1.898588
-1.307473,-1.902857
-1.307099,-1.907126
-1.306731,-1.911395
-1.306369,-1.915664
-1.306013,-1.919933
-1.305662,-1.924202
-1.305316,-1.928472
-1.304976,-1.932741
-1.304642,-1.937010
-1.304313,-1.941279
-1.303990,-1.945548
-1.303672,-1.949816
-1.303359,-1.954085
-1.303052,-1.958353
-1.302750,-1.962621
-1.302453,-1.966889
-1.302162,-1.971156
-1.301876,-1.975423
-1.301594,-1.979689
-1.301318,-1.983955
-1.301047,-1.988220
-1.300781,-1.992485
-1.300520,-1.996749
-1.300264,-2.001013
-1.300013,-2.005276
-1.299766,-2.009538
-1.299525,-2.013800
-1.299288,-2.018060
-1.299055,-2.022320
-1.298828,-2.026579
-1.298605,-2.030836
-1.298386,-2.035093
-1.298172,-2.039349
-1.297962,-2.043604
-1.297756,-2.047857
-1.297555,-2.052109
-1.297358,-2.056360
-1.297165,-2.060610
-1.296976,-2.064858
-1.296792,-2.069105
-1.296611,-2.073350
-1.296434,-2.077594
-1.296261,-2.081836
-1.296092,-2.086077
-1.295926,-2.090316
-1.295764,-2.094553
-1.295606,-2.098788
-1.295451,-2.103021
-1.295300,-2.107253
-1.295152,-2.111482
-1.295007,-2.115710
-1.294866,-2.119935
-1.294727,-2.124158
-1.294592,-2.128379
-1.294460,-2.132597
-1.294331,-2.136813
-1.294205,-2.141027
-1.294081,-2.145238
-1.293961,-2.149446
-1.293843,-2.153652
-1.293727,-2.157855
-1.293615,-2.162055
-1.293504,-2.166253
-1.293396,-2.170447
-1.293290,-2.174639
-1.293187,-2.178827
-1.293086,-2.183013
-1.292986,-2.187195
-1.292889,-2.191374
-1.292794,-2.195549
-1.292700,-2.199721
-1.292609,-2.203890
-1.292519,-2.208055
-1.292430,-2.212216
-1.292343,-2.216374
-1.292258,-2.220528
-1.292174,-2.224678
-1.292091,-2.228824
-1.292009,-2.232966
-1.291929,-2.237104
-1.291850,-2.241238
-1.291771,-2.245368
-1.291694,-2.249493
-1.291617,-2.253614
-1.291541,-2.257731
-1.291466,-2.261843
-1.291391,-2.265951
-1.291317,-2.270053
-1.291243,-2.274152
-1.291169,-2.278245
-1.291096,-2.282333
-1.291023,-2.286417
-1.290950,-2.290495
-1.290877,-2.294569
-1.290804,-2.298637
-1.290730,-2.302700
-1.290657,-2.306757
-1.290583,-2.310810
-1.290508,-2.314856
-1.290433,-2.318898
-1.290358,-2.322933
-1.290281,-2.326963
-1.290204,-2.330988
-1.290126,-2.335006
-1.290047,-2.339019
-1.289967,-2.343025
-1.289886,-2.347026
-1.289804,-2.351020
-1.289721,-2.355008
-1.289636,-2.358990
-1.289549,-2.362966
-1.289462,-2.366935
-1.289372,-2.370898
-1.289281,-2.374855
-1.289188,-2.378804
-1.289093,-2.382747
-1.288996,-2.386684
-1.288897,-2.390613
-1.288796,-2.394536
-1.288692,-2.398451
-1.288587,-2.402360
-1.288479,-2.406261
-1.288368,-2.410156
-1.288255,-2.414043
-1.288140,-2.417922
-1.288021,-2.421795
-1.287900,-2.425660
-1.287776,-2.429517
-1.287649,-2.433367
-1.287519,-2.437209
-1.287386,-2.441044
-1.287249,-2.444870
-1.287109,-2.448689
-1.286966,-2.452500
-1.286820,-2.456303
-1.286669,-2.460098
-1.286515,-2.463885
-1.286358,-2.467664
-1.286196,-2.471435
-1.286031,-2.475198
-1.285862,-2.478952
