psi_in,u_in,x_in,y_in,psi_hat,x_hat,y_hat,u_hat,psi_d,x_d,y_d
3.046788,0.058138,4.409881,1.808747,3.046643,4.409560,1.811863,0.235577,3.043661,4.409041,1.795108
3.046790,0.058137,4.409300,1.808783,3.046647,4.408979,1.811898,0.235477,3.043677,4.408465,1.795165
3.046792,0.058136,4.408720,1.808818,3.046651,4.408398,1.811934,0.235378,3.043693,4.407888,1.795222
3.046794,0.058135,4.408139,1.808854,3.046655,4.407817,1.811969,0.235278,3.043709,4.407311,1.795278
3.046797,0.058134,4.407558,1.808890,3.046659,4.407237,1.812004,0.235179,3.043724,4.406735,1.795335
3.046799,0.058133,4.406978,1.808926,3.046664,4.406656,1.812039,0.235079,3.043740,4.406158,1.795392
3.046801,0.058133,4.406397,1.808961,3.046668,4.406075,1.812074,0.234980,3.043756,4.405582,1.795448
3.046803,0.058132,4.405817,1.808997,3.046673,4.405494,1.812109,0.234881,3.043772,4.405005,1.795505
3.046806,0.058131,4.405236,1.809032,3.046677,4.404913,1.812144,0.234782,3.043788,4.404429,1.795561
3.046808,0.058130,4.404656,1.809068,3.046682,4.404333,1.812179,0.234683,3.043803,4.403852,1.795618
3.046811,0.058129,4.404075,1.809103,3.046687,4.403752,1.812214,0.234584,3.043819,4.403275,1.795674
3.046813,0.058128,4.403495,1.809138,3.046692,4.403171,1.812249,0.234485,3.043835,4.402699,1.795731
3.046816,0.058128,4.402914,1.809174,3.046697,4.402590,1.812284,0.234386,3.043851,4.402122,1.795788
3.046818,0.058127,4.402333,1.809209,3.046702,4.402009,1.812318,0.234288,3.043866,4.401545,1.795844
3.046821,0.058126,4.401753,1.809244,3.046707,4.401429,1.812353,0.234189,3.043882,4.400969,1.795901
3.046824,0.058125,4.401172,1.809280,3.046712,4.400848,1.812388,0.234091,3.043898,4.400392,1.795957
3.046826,0.058124,4.400592,1.809315,3.046717,4.400267,1.812422,0.233992,3.043914,4.399816,1.796014
3.046829,0.058123,4.400011,1.809350,3.046722,4.399686,1.812457,0.233894,3.043930,4.399239,1.796070
3.046832,0.058123,4.399431,1.809385,3.046727,4.399106,1.812491,0.233796,3.043945,4.398662,1.796127
3.046835,0.058122,4.398850,1.809420,3.046733,4.398525,1.812525,0.233697,3.043961,4.398086,1.796183
3.046837,0.058121,4.398270,1.809455,3.046738,4.397944,1.812560,0.233599,3.043977,4.397509,1.796240
3.046840,0.058120,4.397689,1.809490,3.046744,4.397364,1.812594,0.233501,3.043993,4.396932,1.796296
3.046843,0.058119,4.397109,1.809525,3.046749,4.396783,1.812628,0.233403,3.044008,4.396356,1.796352
3.046846,0.058119,4.396528,1.809560,3.046755,4.396202,1.812662,0.233305,3.044024,4.395779,1.796409
3.046849,0.058118,4.395948,1.809595,3.046760,4.395621,1.812696,0.233207,3.044040,4.395202,1.796465
3.046852,0.058117,4.395367,1.809629,3.046766,4.395041,1.812730,0.233110,3.044056,4.394626,1.796522
3.046856,0.058116,4.394787,1.809664,3.046772,4.394460,1.812764,0.233012,3.044071,4.394049,1.796578
3.046859,0.058116,4.394206,1.809699,3.046778,4.393879,1.812798,0.232914,3.044087,4.393472,1.796635
3.046862,0.058115,4.393626,1.809734,3.046783,4.393299,1.812832,0.232817,3.044103,4.392896,1.796691
3.046865,0.058114,4.393045,1.809768,3.046789,4.392718,1.812866,0.232719,3.044119,4.392319,1.796747
3.046868,0.058113,4.392465,1.809803,3.046795,4.392137,1.812900,0.232622,3.044135,4.391742,1.796804
3.046872,0.058112,4.391885,1.809838,3.046801,4.391557,1.812933,0.232525,3.044150,4.391166,1.796860
3.046875,0.058112,4.391304,1.809872,3.046807,4.390976,1.812967,0.232428,3.044166,4.390589,1.796917
3.046878,0.058111,4.390724,1.809907,3.046813,4.390396,1.813001,0.232330,3.044182,4.390012,1.796973
3.046882,0.058110,4.390143,1.809941,3.046820,4.389815,1.813034,0.232233,3.044198,4.389436,1.797029
3.046885,0.058109,4.389563,1.809976,3.046826,4.389234,1.813068,0.232136,3.044213,4.388859,1.797086
3.046889,0.058109,4.388982,1.810010,3.046832,4.388654,1.813101,0.232039,3.044229,4.388282,1.797142
3.046892,0.058108,4.388402,1.810045,3.046838,4.388073,1.813135,0.231943,3.044245,4.387705,1.797198
3.046896,0.058107,4.387821,1.810079,3.046845,4.387493,1.813168,0.231846,3.044261,4.387129,1.797255
3.046900,0.058107,4.387241,1.810114,3.046851,4.386912,1.813201,0.231749,3.044276,4.386552,1.797311
3.046903,0.058106,4.386661,1.810148,3.046857,4.386331,1.813235,0.231653,3.044292,4.385975,1.797367
3.046907,0.058105,4.386080,1.810182,3.046864,4.385751,1.813268,0.231556,3.044308,4.385399,1.797423
3.046911,0.058104,4.385500,1.810216,3.046870,4.385170,1.813301,0.231460,3.044323,4.384822,1.797480
3.046915,0.058104,4.384919,1.810251,3.046877,4.384590,1.813334,0.231363,3.044339,4.384245,1.797536
3.046918,0.058103,4.384339,1.810285,3.046884,4.384009,1.813368,0.231267,3.044355,4.383668,1.797592
3.046922,0.058102,4.383759,1.810319,3.046890,4.383429,1.813401,0.231171,3.044371,4.383092,1.797649
3.046926,0.058102,4.383178,1.810353,3.046897,4.382848,1.813434,0.231075,3.044386,4.382515,1.797705
3.046930,0.058101,4.382598,1.810387,3.046903,4.382268,1.813467,0.230978,3.044402,4.381938,1.797761
3.046934,0.058100,4.382017,1.810422,3.046910,4.381687,1.813500,0.230882,3.044418,4.381362,1.797817
3.046938,0.058100,4.381437,1.810456,3.046917,4.381107,1.813533,0.230786,3.044434,4.380785,1.797873
3.046942,0.058099,4.380857,1.810490,3.046924,4.380526,1.813566,0.230691,3.044449,4.380208,1.797930
3.046946,0.058098,4.380276,1.810524,3.046930,4.379946,1.813598,0.230595,3.044465,4.379631,1.797986
3.046951,0.058097,4.379696,1.810558,3.046937,4.379365,1.813631,0.230499,3.044481,4.379055,1.798042
3.046955,0.058097,4.379116,1.810592,3.046944,4.378785,1.813664,0.230404,3.044497,4.378478,1.798098
3.046959,0.058096,4.378535,1.810626,3.046951,4.378204,1.813697,0.230308,3.044512,4.377901,1.798154
3.046963,0.058095,4.377955,1.810660,3.046958,4.377624,1.813730,0.230212,3.044528,4.377324,1.798211
3.046968,0.058095,4.377375,1.810694,3.046965,4.377043,1.813762,0.230117,3.044544,4.376748,1.798267
3.046972,0.058094,4.376794,1.810727,3.046972,4.376463,1.813795,0.230022,3.044559,4.376171,1.798323
3.046976,0.058093,4.376214,1.810761,3.046979,4.375882,1.813827,0.229926,3.044575,4.375594,1.798379
3.046981,0.058093,4.375634,1.810795,3.046986,4.375302,1.813860,0.229831,3.044591,4.375017,1.798435
3.046985,0.058092,4.375053,1.810829,3.046993,4.374722,1.813893,0.229736,3.044607,4.374440,1.798491
3.046990,0.058091,4.374473,1.810863,3.047000,4.374141,1.813925,0.229641,3.044622,4.373864,1.798547
3.046994,0.058091,4.373893,1.810897,3.047007,4.373561,1.813958,0.229546,3.044638,4.373287,1.798603
3.046999,0.058090,4.373312,1.810930,3.047014,4.372980,1.813990,0.229451,3.044654,4.372710,1.798660
3.047003,0.058090,4.372732,1.810964,3.047021,4.372400,1.814022,0.229356,3.044669,4.372133,1.798716
3.047008,0.058089,4.372152,1.810998,3.047029,4.371820,1.814055,0.229262,3.044685,4.371557,1.798772
3.047013,0.058088,4.371571,1.811031,3.047036,4.371239,1.814087,0.229167,3.044701,4.370980,1.798828
3.047017,0.058088,4.370991,1.811065,3.047043,4.370659,1.814119,0.229072,3.044717,4.370403,1.798884
3.047022,0.058087,4.370411,1.811099,3.047050,4.370078,1.814152,0.228978,3.044732,4.369826,1.798940
3.047027,0.058086,4.369831,1.811132,3.047057,4.369498,1.814184,0.228883,3.044748,4.369249,1.798996
3.047032,0.058086,4.369250,1.811166,3.047065,4.368918,1.814216,0.228789,3.044764,4.368673,1.799052
3.047036,0.058085,4.368670,1.811200,3.047072,4.368337,1.814248,0.228695,3.044779,4.368096,1.799108
3.047041,0.058085,4.368090,1.811233,3.047079,4.367757,1.814280,0.228601,3.044795,4.367519,1.799164
3.047046,0.058084,4.367510,1.811267,3.047087,4.367177,1.814313,0.228506,3.044811,4.366942,1.799220
3.047051,0.058083,4.366929,1.811300,3.047094,4.366596,1.814345,0.228412,3.044826,4.366365,1.799276
3.047056,0.058083,4.366349,1.811334,3.047101,4.366016,1.814377,0.228318,3.044842,4.365789,1.799332
3.047061,0.058082,4.365769,1.811367,3.047109,4.365436,1.814409,0.228224,3.044858,4.365212,1.799388
3.047066,0.058082,4.365188,1.811401,3.047116,4.364855,1.814441,0.228130,3.044874,4.364635,1.799444
3.047071,0.058081,4.364608,1.811434,3.047123,4.364275,1.814473,0.228037,3.044889,4.364058,1.799500
3.047077,0.058080,4.364028,1.811468,3.047131,4.363695,1.814505,0.227943,3.044905,4.363481,1.799556
3.047082,0.058080,4.363448,1.811501,3.047138,4.363114,1.814537,0.227849,3.044921,4.362904,1.799612
3.047087,0.058079,4.362868,1.811535,3.047145,4.362534,1.814569,0.227756,3.044936,4.362328,1.799668
3.047092,0.058079,4.362287,1.811568,3.047153,4.361954,1.814601,0.227662,3.044952,4.361751,1.799724
3.047097,0.058078,4.361707,1.811602,3.047160,4.361374,1.814632,0.227569,3.044968,4.361174,1.799780
3.047103,0.058077,4.361127,1.811635,3.047168,4.360793,1.814664,0.227475,3.044983,4.360597,1.799835
3.047108,0.058077,4.360547,1.811669,3.047175,4.360213,1.814696,0.227382,3.044999,4.360020,1.799891
3.047114,0.058076,4.359966,1.811702,3.047182,4.359633,1.814728,0.227289,3.045015,4.359443,1.799947
3.047119,0.058076,4.359386,1.811735,3.047190,4.359053,1.814760,0.227196,3.045030,4.358867,1.800003
3.047124,0.058075,4.358806,1.811769,3.047197,4.358472,1.814791,0.227102,3.045046,4.358290,1.800059
3.047130,0.058075,4.358226,1.811802,3.047205,4.357892,1.814823,0.227009,3.045062,4.357713,1.800115
3.047135,0.058074,4.357646,1.811835,3.047212,4.357312,1.814855,0.226917,3.045077,4.357136,1.800171
3.047141,0.058074,4.357066,1.811869,3.047220,4.356732,1.814886,0.226824,3.045093,4.356559,1.800227
3.047147,0.058073,4.356485,1.811902,3.047227,4.356152,1.814918,0.226731,3.045109,4.355982,1.800282
3.047152,0.058072,4.355905,1.811935,3.047235,4.355571,1.814950,0.226638,3.045124,4.355405,1.800338
3.047158,0.058072,4.355325,1.811968,3.047242,4.354991,1.814981,0.226545,3.045140,4.354829,1.800394
3.047164,0.058071,4.354745,1.812002,3.047250,4.354411,1.815013,0.226453,3.045156,4.354252,1.800450
3.047169,0.058071,4.354165,1.812035,3.047257,4.353831,1.815045,0.226360,3.045171,4.353675,1.800506
3.047175,0.058070,4.353585,1.812068,3.047264,4.353251,1.815076,0.226268,3.045187,4.353098,1.800561
3.047181,0.058070,4.353004,1.812102,3.047272,4.352670,1.815108,0.226175,3.045203,4.352521,1.800617
3.047187,0.058069,4.352424,1.812135,3.047279,4.352090,1.815139,0.226083,3.045218,4.351944,1.800673
3.047193,0.058069,4.351844,1.812168,3.047287,4.351510,1.815171,0.225991,3.045234,4.351367,1.800729
3.047199,0.058068,4.351264,1.812201,3.047294,4.350930,1.815202,0.225899,3.045250,4.350790,1.800785
3.047204,0.058068,4.350684,1.812234,3.047302,4.350350,1.815234,0.225807,3.045265,4.350214,1.800840
3.047210,0.058067,4.350104,1.812268,3.047309,4.349770,1.815265,0.225715,3.045281,4.349637,1.800896
3.047216,0.058067,4.349524,1.812301,3.047317,4.349190,1.815296,0.225623,3.045297,4.349060,1.800952
3.047222,0.058066,4.348943,1.812334,3.047324,4.348609,1.815328,0.225531,3.045312,4.348483,1.801007
3.047229,0.058066,4.348363,1.812367,3.047332,4.348029,1.815359,0.225439,3.045328,4.347906,1.801063
3.047235,0.058065,4.347783,1.812400,3.047339,4.347449,1.815391,0.225347,3.045344,4.347329,1.801119
3.047241,0.058065,4.347203,1.812434,3.047347,4.346869,1.815422,0.225255,3.045359,4.346752,1.801175
3.047247,0.058064,4.346623,1.812467,3.047354,4.346289,1.815453,0.225164,3.045375,4.346175,1.801230
3.047253,0.058064,4.346043,1.812500,3.047361,4.345709,1.815485,0.225072,3.045391,4.345598,1.801286
3.047259,0.058063,4.345463,1.812533,3.047369,4.345129,1.815516,0.224981,3.045406,4.345022,1.801342
3.047266,0.058063,4.344883,1.812566,3.047376,4.344549,1.815547,0.224889,3.045422,4.344445,1.801397
3.047272,0.058062,4.344303,1.812599,3.047384,4.343969,1.815579,0.224798,3.045438,4.343868,1.801453
3.047278,0.058062,4.343723,1.812632,3.047391,4.343389,1.815610,0.224707,3.045453,4.343291,1.801509
3.047285,0.058061,4.343143,1.812666,3.047399,4.342809,1.815641,0.224616,3.045469,4.342714,1.801564
3.047291,0.058061,4.342562,1.812699,3.047406,4.342228,1.815673,0.224524,3.045484,4.342137,1.801620
3.047298,0.058060,4.341982,1.812732,3.047413,4.341648,1.815704,0.224433,3.045500,4.341560,1.801675
3.047304,0.058060,4.341402,1.812765,3.047421,4.341068,1.815735,0.224342,3.045516,4.340983,1.801731
3.047311,0.058059,4.340822,1.812798,3.047428,4.340488,1.815766,0.224251,3.045531,4.340406,1.801787
3.047317,0.058059,4.340242,1.812831,3.047436,4.339908,1.815797,0.224161,3.045547,4.339829,1.801842
3.047324,0.058058,4.339662,1.812864,3.047443,4.339328,1.815829,0.224070,3.045563,4.339252,1.801898
3.047330,0.058058,4.339082,1.812897,3.047450,4.338748,1.815860,0.223979,3.045578,4.338676,1.801953
3.047337,0.058057,4.338502,1.812930,3.047458,4.338168,1.815891,0.223888,3.045594,4.338099,1.802009
3.047343,0.058057,4.337922,1.812964,3.047465,4.337588,1.815922,0.223798,3.045610,4.337522,1.802064
3.047350,0.058056,4.337342,1.812997,3.047473,4.337008,1.815953,0.223707,3.045625,4.336945,1.802120
3.047357,0.058056,4.336762,1.813030,3.047480,4.336428,1.815984,0.223617,3.045641,4.336368,1.802176
3.047364,0.058055,4.336182,1.813063,3.047487,4.335848,1.816016,0.223526,3.045656,4.335791,1.802231
3.047370,0.058055,4.335602,1.813096,3.047495,4.335268,1.816047,0.223436,3.045672,4.335214,1.802287
3.047377,0.058054,4.335022,1.813129,3.047502,4.334688,1.816078,0.223346,3.045688,4.334637,1.802342
3.047384,0.058054,4.334442,1.813162,3.047509,4.334108,1.816109,0.223256,3.045703,4.334060,1.802398
3.047391,0.058054,4.333862,1.813195,3.047517,4.333528,1.816140,0.223166,3.045719,4.333483,1.802453
3.047398,0.058053,4.333282,1.813228,3.047524,4.332949,1.816171,0.223075,3.045735,4.332906,1.802509
3.047405,0.058053,4.332702,1.813261,3.047531,4.332369,1.816202,0.222985,3.045750,4.332329,1.802564
3.047412,0.058052,4.332122,1.813294,3.047539,4.331789,1.816233,0.222896,3.045766,4.331752,1.802619
3.047419,0.058052,4.331542,1.813328,3.047546,4.331209,1.816264,0.222806,3.045781,4.331175,1.802675
3.047426,0.058051,4.330962,1.813361,3.047553,4.330629,1.816296,0.222716,3.045797,4.330598,1.802730
3.047433,0.058051,4.330382,1.813394,3.047560,4.330049,1.816327,0.222626,3.045813,4.330021,1.802786
3.047440,0.058051,4.329802,1.813427,3.047568,4.329469,1.816358,0.222537,3.045828,4.329444,1.802841
3.047447,0.058050,4.329222,1.813460,3.047575,4.328889,1.816389,0.222447,3.045844,4.328868,1.802897
3.047454,0.058050,4.328642,1.813493,3.047582,4.328309,1.816420,0.222357,3.045859,4.328291,1.802952
3.047461,0.058049,4.328062,1.813526,3.047590,4.327729,1.816451,0.222268,3.045875,4.327714,1.803007
3.047469,0.058049,4.327482,1.813559,3.047597,4.327149,1.816482,0.222179,3.045891,4.327137,1.803063
3.047476,0.058048,4.326902,1.813592,3.047604,4.326569,1.816513,0.222089,3.045906,4.326560,1.803118
3.047483,0.058048,4.326322,1.813625,3.047611,4.325990,1.816544,0.222000,3.045922,4.325983,1.803174
3.047490,0.058048,4.325743,1.813659,3.047619,4.325410,1.816575,0.221911,3.045937,4.325406,1.803229
3.047498,0.058047,4.325163,1.813692,3.047626,4.324830,1.816606,0.221822,3.045953,4.324829,1.803284
3.047505,0.058047,4.324583,1.813725,3.047633,4.324250,1.816637,0.221733,3.045969,4.324252,1.803340
3.047512,0.058046,4.324003,1.813758,3.047640,4.323670,1.816668,0.221644,3.045984,4.323675,1.803395
3.047520,0.058046,4.323423,1.813791,3.047647,4.323090,1.816699,0.221555,3.046000,4.323098,1.803450
3.047527,0.058046,4.322843,1.813824,3.047655,4.322510,1.816730,0.221466,3.046015,4.322521,1.803506
3.047535,0.058045,4.322263,1.813857,3.047662,4.321931,1.816761,0.221377,3.046031,4.321944,1.803561
3.047542,0.058045,4.321683,1.813890,3.047669,4.321351,1.816792,0.221288,3.046047,4.321367,1.803616
3.047550,0.058044,4.321103,1.813923,3.047676,4.320771,1.816823,0.221200,3.046062,4.320790,1.803672
3.047557,0.058044,4.320523,1.813957,3.047683,4.320191,1.816854,0.221111,3.046078,4.320213,1.803727
3.047565,0.058044,4.319943,1.813990,3.047691,4.319611,1.816885,0.221023,3.046093,4.319636,1.803782
3.047573,0.058043,4.319364,1.814023,3.047698,4.319032,1.816916,0.220934,3.046109,4.319059,1.803837
3.047580,0.058043,4.318784,1.814056,3.047705,4.318452,1.816947,0.220846,3.046125,4.318482,1.803893
3.047588,0.058042,4.318204,1.814089,3.047712,4.317872,1.816978,0.220757,3.046140,4.317905,1.803948
3.047596,0.058042,4.317624,1.814122,3.047719,4.317292,1.817009,0.220669,3.046156,4.317328,1.804003
3.047603,0.058042,4.317044,1.814156,3.047726,4.316712,1.817040,0.220581,3.046171,4.316751,1.804058
3.047611,0.058041,4.316464,1.814189,3.047734,4.316133,1.817071,0.220493,3.046187,4.316174,1.804114
3.047619,0.058041,4.315884,1.814222,3.047741,4.315553,1.817102,0.220405,3.046202,4.315597,1.804169
3.047627,0.058040,4.315305,1.814255,3.047748,4.314973,1.817133,0.220317,3.046218,4.315020,1.804224
3.047635,0.058040,4.314725,1.814288,3.047755,4.314393,1.817164,0.220229,3.046234,4.314443,1.804279
3.047643,0.058040,4.314145,1.814321,3.047762,4.313814,1.817195,0.220141,3.046249,4.313866,1.804334
3.047650,0.058039,4.313565,1.814355,3.047769,4.313234,1.817226,0.220053,3.046265,4.313289,1.804390
3.047658,0.058039,4.312985,1.814388,3.047777,4.312654,1.817257,0.219965,3.046280,4.312712,1.804445
3.047666,0.058039,4.312405,1.814421,3.047784,4.312074,1.817288,0.219878,3.046296,4.312135,1.804500
3.047674,0.058038,4.311826,1.814454,3.047791,4.311495,1.817319,0.219790,3.046311,4.311558,1.804555
3.047682,0.058038,4.311246,1.814488,3.047798,4.310915,1.817350,0.219702,3.046327,4.310981,1.804610
3.047690,0.058038,4.310666,1.814521,3.047805,4.310335,1.817381,0.219615,3.046343,4.310404,1.804665
3.047698,0.058037,4.310086,1.814554,3.047812,4.309755,1.817412,0.219527,3.046358,4.309827,1.804720
3.047707,0.058037,4.309506,1.814587,3.047819,4.309176,1.817444,0.219440,3.046374,4.309250,1.804775
3.047715,0.058036,4.308926,1.814621,3.047827,4.308596,1.817475,0.219353,3.046389,4.308673,1.804831
3.047723,0.058036,4.308347,1.814654,3.047834,4.308016,1.817506,0.219266,3.046405,4.308096,1.804886
3.047731,0.058036,4.307767,1.814687,3.047841,4.307437,1.817537,0.219178,3.046420,4.307519,1.804941
3.047739,0.058035,4.307187,1.814720,3.047848,4.306857,1.817568,0.219091,3.046436,4.306942,1.804996
3.047747,0.058035,4.306607,1.814754,3.047855,4.306277,1.817599,0.219004,3.046452,4.306365,1.805051
3.047756,0.058035,4.306028,1.814787,3.047862,4.305698,1.817630,0.218917,3.046467,4.305788,1.805106
3.047764,0.058034,4.305448,1.814820,3.047869,4.305118,1.817661,0.218830,3.046483,4.305211,1.805161
3.047772,0.058034,4.304868,1.814854,3.047877,4.304538,1.817692,0.218743,3.046498,4.304634,1.805216
3.047781,0.058034,4.304288,1.814887,3.047884,4.303959,1.817723,0.218657,3.046514,4.304057,1.805271
3.047789,0.058033,4.303708,1.814920,3.047891,4.303379,1.817754,0.218570,3.046529,4.303480,1.805326
3.047797,0.058033,4.303129,1.814954,3.047898,4.302799,1.817785,0.218483,3.046545,4.302903,1.805381
3.047806,0.058033,4.302549,1.814987,3.047905,4.302220,1.817816,0.218397,3.046560,4.302326,1.805436
3.047814,0.058032,4.301969,1.815020,3.047912,4.301640,1.817847,0.218310,3.046576,4.301749,1.805491
3.047823,0.058032,4.301389,1.815054,3.047920,4.301060,1.817878,0.218224,3.046592,4.301172,1.805546
3.047831,0.058032,4.300810,1.815087,3.047927,4.300481,1.817910,0.218137,3.046607,4.300594,1.805601
3.047840,0.058031,4.300230,1.815121,3.047934,4.299901,1.817941,0.218051,3.046623,4.300017,1.805656
3.047848,0.058031,4.299650,1.815154,3.047941,4.299322,1.817972,0.217964,3.046638,4.299440,1.805711
3.047857,0.058031,4.299071,1.815187,3.047948,4.298742,1.818003,0.217878,3.046654,4.298863,1.805766
3.047866,0.058030,4.298491,1.815221,3.047956,4.298162,1.818034,0.217792,3.046669,4.298286,1.805821
3.047874,0.058030,4.297911,1.815254,3.047963,4.297583,1.818065,0.217706,3.046685,4.297709,1.805876
3.047883,0.058030,4.297331,1.815288,3.047970,4.297003,1.818096,0.217620,3.046700,4.297132,1.805931
3.047892,0.058029,4.296752,1.815321,3.047977,4.296424,1.818128,0.217534,3.046716,4.296555,1.805986
3.047900,0.058029,4.296172,1.815355,3.047985,4.295844,1.818159,0.217448,3.046731,4.295978,1.806041
3.047909,0.058029,4.295592,1.815388,3.047992,4.295264,1.818190,0.217362,3.046747,4.295401,1.806096
3.047918,0.058029,4.295013,1.815422,3.047999,4.294685,1.818221,0.217276,3.046762,4.294824,1.806150
3.047927,0.058028,4.294433,1.815455,3.048006,4.294105,1.818252,0.217191,3.046778,4.294247,1.806205
3.047935,0.058028,4.293853,1.815489,3.048014,4.293526,1.818284,0.217105,3.046793,4.293670,1.806260
3.047944,0.058028,4.293274,1.815522,3.048021,4.292946,1.818315,0.217019,3.046809,4.293093,1.806315
3.047953,0.058027,4.292694,1.815556,3.048028,4.292367,1.818346,0.216934,3.046825,4.292516,1.806370
3.047962,0.058027,4.292114,1.815590,3.048036,4.291787,1.818377,0.216848,3.046840,4.291939,1.806425
3.047971,0.058027,4.291535,1.815623,3.048043,4.291208,1.818409,0.216763,3.046856,4.291362,1.806480
3.047980,0.058026,4.290955,1.815657,3.048050,4.290628,1.818440,0.216677,3.046871,4.290785,1.806534
3.047989,0.058026,4.290375,1.815690,3.048058,4.290049,1.818471,0.216592,3.046887,4.290208,1.806589
3.047998,0.058026,4.289796,1.815724,3.048065,4.289469,1.818502,0.216507,3.046902,4.289630,1.806644
3.048007,0.058026,4.289216,1.815758,3.048072,4.288889,1.818534,0.216422,3.046918,4.289053,1.806699
3.048016,0.058025,4.288636,1.815791,3.048080,4.288310,1.818565,0.216337,3.046933,4.288476,1.806754
3.048025,0.058025,4.288057,1.815825,3.048087,4.287730,1.818596,0.216252,3.046949,4.287899,1.806808
3.048034,0.058025,4.287477,1.815859,3.048095,4.287151,1.818628,0.216167,3.046964,4.287322,1.806863
3.048043,0.058024,4.286897,1.815892,3.048102,4.286571,1.818659,0.216082,3.046980,4.286745,1.806918
3.048052,0.058024,4.286318,1.815926,3.048110,4.285992,1.818690,0.215997,3.046995,4.286168,1.806973
3.048061,0.058024,4.285738,1.815960,3.048117,4.285413,1.818722,0.215912,3.047011,4.285591,1.807028
3.048071,0.058024,4.285158,1.815993,3.048125,4.284833,1.818753,0.215827,3.047026,4.285014,1.807082
3.048080,0.058023,4.284579,1.816027,3.048132,4.284254,1.818784,0.215742,3.047042,4.284437,1.807137
3.048089,0.058023,4.283999,1.816061,3.048140,4.283674,1.818816,0.215658,3.047057,4.283860,1.807192
3.048098,0.058023,4.283420,1.816095,3.048147,4.283095,1.818847,0.215573,3.047073,4.283283,1.807246
3.048108,0.058022,4.282840,1.816129,3.048155,4.282515,1.818879,0.215489,3.047088,4.282706,1.807301
3.048117,0.058022,4.282260,1.816162,3.048162,4.281936,1.818910,0.215404,3.047104,4.282128,1.807356
3.048126,0.058022,4.281681,1.816196,3.048170,4.281356,1.818941,0.215320,3.047119,4.281551,1.807411
3.048136,0.058022,4.281101,1.816230,3.048178,4.280777,1.818973,0.215236,3.047135,4.280974,1.807465
3.048145,0.058021,4.280522,1.816264,3.048185,4.280197,1.819004,0.215151,3.047150,4.280397,1.807520
3.048154,0.058021,4.279942,1.816298,3.048193,4.279618,1.819036,0.215067,3.047166,4.279820,1.807575
3.048164,0.058021,4.279363,1.816332,3.048201,4.279039,1.819067,0.214983,3.047181,4.279243,1.807629
3.048173,0.058021,4.278783,1.816366,3.048208,4.278459,1.819099,0.214899,3.047197,4.278666,1.807684
3.048183,0.058020,4.278203,1.816399,3.048216,4.277880,1.819130,0.214815,3.047212,4.278089,1.807738
3.048192,0.058020,4.277624,1.816433,3.048224,4.277300,1.819162,0.214731,3.047228,4.277512,1.807793
3.048202,0.058020,4.277044,1.816467,3.048232,4.276721,1.819194,0.214647,3.047243,4.276935,1.807848
