psi_in,u_in,x_in,y_in,psi_hat,x_hat,y_hat,u_hat,psi_d,x_d,y_d
3.328222,0.057975,-6.866487,1.454843,3.328223,-6.866202,1.455652,0.059023,-2.954934,-6.865616,1.454143
3.328250,0.057975,-6.867057,1.454736,3.328251,-6.866771,1.455545,0.059023,-2.954906,-6.866186,1.454036
3.328279,0.057975,-6.867626,1.454628,3.328280,-6.867341,1.455437,0.059023,-2.954877,-6.866755,1.453928
3.328308,0.057975,-6.868196,1.454521,3.328309,-6.867910,1.455330,0.059023,-2.954849,-6.867325,1.453820
3.328336,0.057975,-6.868766,1.454413,3.328337,-6.868480,1.455222,0.059023,-2.954820,-6.867894,1.453713
3.328365,0.057975,-6.869336,1.454306,3.328366,-6.869050,1.455115,0.059023,-2.954791,-6.868464,1.453605
3.328394,0.057975,-6.869905,1.454198,3.328394,-6.869619,1.455008,0.059023,-2.954763,-6.869034,1.453498
3.328422,0.057975,-6.870475,1.454091,3.328423,-6.870189,1.454900,0.059023,-2.954734,-6.869603,1.453390
3.328451,0.057975,-6.871045,1.453983,3.328452,-6.870758,1.454793,0.059023,-2.954705,-6.870173,1.453282
3.328480,0.057975,-6.871614,1.453876,3.328480,-6.871328,1.454685,0.059023,-2.954677,-6.870743,1.453174
3.328508,0.057975,-6.872184,1.453768,3.328509,-6.871898,1.454578,0.059023,-2.954648,-6.871312,1.453067
3.328537,0.057975,-6.872754,1.453660,3.328538,-6.872467,1.454470,0.059023,-2.954619,-6.871882,1.452959
3.328566,0.057975,-6.873323,1.453553,3.328566,-6.873037,1.454363,0.059023,-2.954591,-6.872452,1.452851
3.328594,0.057975,-6.873893,1.453445,3.328595,-6.873606,1.454255,0.059023,-2.954562,-6.873021,1.452743
3.328623,0.057975,-6.874463,1.453337,3.328624,-6.874176,1.454148,0.059023,-2.954533,-6.873591,1.452636
3.328652,0.057975,-6.875032,1.453230,3.328653,-6.874745,1.454040,0.059023,-2.954504,-6.874160,1.452528
3.328680,0.057975,-6.875602,1.453122,3.328681,-6.875315,1.453932,0.059023,-2.954476,-6.874730,1.452420
3.328709,0.057975,-6.876172,1.453014,3.328710,-6.875885,1.453825,0.059023,-2.954447,-6.875300,1.452312
3.328738,0.057975,-6.876741,1.452907,3.328739,-6.876454,1.453717,0.059023,-2.954418,-6.875869,1.452204
3.328767,0.057975,-6.877311,1.452799,3.328767,-6.877024,1.453610,0.059023,-2.954390,-6.876439,1.452096
3.328795,0.057975,-6.877880,1.452691,3.328796,-6.877593,1.453502,0.059023,-2.954361,-6.877008,1.451988
3.328824,0.057975,-6.878450,1.452583,3.328825,-6.878163,1.453394,0.059023,-2.954332,-6.877578,1.451880
3.328853,0.057975,-6.879020,1.452476,3.328854,-6.878732,1.453286,0.059023,-2.954303,-6.878148,1.451773
3.328882,0.057975,-6.879589,1.452368,3.328882,-6.879302,1.453179,0.059023,-2.954275,-6.878717,1.451665
3.328910,0.057975,-6.880159,1.452260,3.328911,-6.879871,1.453071,0.059023,-2.954246,-6.879287,1.451557
3.328939,0.057975,-6.880729,1.452152,3.328940,-6.880441,1.452963,0.059023,-2.954217,-6.879856,1.451449
3.328968,0.057975,-6.881298,1.452044,3.328969,-6.881010,1.452856,0.059023,-2.954188,-6.880426,1.451341
3.328997,0.057975,-6.881868,1.451936,3.328997,-6.881580,1.452748,0.059023,-2.954160,-6.880995,1.451233
3.329025,0.057975,-6.882437,1.451828,3.329026,-6.882149,1.452640,0.059023,-2.954131,-6.881565,1.451125
3.329054,0.057975,-6.883007,1.451720,3.329055,-6.882719,1.452532,0.059023,-2.954102,-6.882135,1.451017
3.329083,0.057975,-6.883577,1.451613,3.329084,-6.883289,1.452424,0.059023,-2.954073,-6.882704,1.450908
3.329112,0.057975,-6.884146,1.451505,3.329113,-6.883858,1.452317,0.059023,-2.954044,-6.883274,1.450800
3.329141,0.057975,-6.884716,1.451397,3.329141,-6.884428,1.452209,0.059023,-2.954016,-6.883843,1.450692
3.329169,0.057975,-6.885285,1.451289,3.329170,-6.884997,1.452101,0.059023,-2.953987,-6.884413,1.450584
3.329198,0.057975,-6.885855,1.451181,3.329199,-6.885567,1.451993,0.059023,-2.953958,-6.884982,1.450476
3.329227,0.057975,-6.886425,1.451073,3.329228,-6.886136,1.451885,0.059023,-2.953929,-6.885552,1.450368
3.329256,0.057975,-6.886994,1.450965,3.329257,-6.886706,1.451777,0.059023,-2.953900,-6.886122,1.450260
3.329285,0.057975,-6.887564,1.450857,3.329286,-6.887275,1.451669,0.059023,-2.953871,-6.886691,1.450152
3.329313,0.057975,-6.888133,1.450748,3.329314,-6.887845,1.451561,0.059023,-2.953843,-6.887261,1.450043
3.329342,0.057975,-6.888703,1.450640,3.329343,-6.888414,1.451453,0.059023,-2.953814,-6.887830,1.449935
3.329371,0.057975,-6.889273,1.450532,3.329372,-6.888984,1.451345,0.059023,-2.953785,-6.888400,1.449827
3.329400,0.057975,-6.889842,1.450424,3.329401,-6.889553,1.451237,0.059023,-2.953756,-6.888969,1.449719
3.329429,0.057975,-6.890412,1.450316,3.329430,-6.890123,1.451129,0.059023,-2.953727,-6.889539,1.449610
3.329458,0.057975,-6.890981,1.450208,3.329459,-6.890692,1.451021,0.059023,-2.953698,-6.890108,1.449502
3.329487,0.057975,-6.891551,1.450100,3.329488,-6.891261,1.450913,0.059023,-2.953669,-6.890678,1.449394
3.329515,0.057975,-6.892120,1.449992,3.329516,-6.891831,1.450805,0.059023,-2.953640,-6.891247,1.449285
3.329544,0.057975,-6.892690,1.449883,3.329545,-6.892400,1.450697,0.059023,-2.953612,-6.891817,1.449177
3.329573,0.057975,-6.893260,1.449775,3.329574,-6.892970,1.450589,0.059023,-2.953583,-6.892386,1.449069
3.329602,0.057975,-6.893829,1.449667,3.329603,-6.893539,1.450481,0.059023,-2.953554,-6.892956,1.448960
3.329631,0.057975,-6.894399,1.449559,3.329632,-6.894109,1.450373,0.059023,-2.953525,-6.893525,1.448852
3.329660,0.057975,-6.894968,1.449450,3.329661,-6.894678,1.450264,0.059023,-2.953496,-6.894095,1.448744
3.329689,0.057975,-6.895538,1.449342,3.329690,-6.895248,1.450156,0.059023,-2.953467,-6.894664,1.448635
3.329718,0.057975,-6.896107,1.449234,3.329719,-6.895817,1.450048,0.059023,-2.953438,-6.895234,1.448527
3.329747,0.057975,-6.896677,1.449126,3.329748,-6.896387,1.449940,0.059023,-2.953409,-6.895803,1.448418
3.329776,0.057975,-6.897246,1.449017,3.329777,-6.896956,1.449832,0.059023,-2.953380,-6.896373,1.448310
3.329805,0.057975,-6.897816,1.448909,3.329806,-6.897525,1.449723,0.059023,-2.953351,-6.896942,1.448201
3.329834,0.057975,-6.898385,1.448801,3.329834,-6.898095,1.449615,0.059023,-2.953322,-6.897512,1.448093
3.329863,0.057975,-6.898955,1.448692,3.329863,-6.898664,1.449507,0.059023,-2.953293,-6.898081,1.447984
3.329891,0.057975,-6.899525,1.448584,3.329892,-6.899234,1.449399,0.059023,-2.953264,-6.898651,1.447876
3.329920,0.057975,-6.900094,1.448475,3.329921,-6.899803,1.449290,0.059023,-2.953235,-6.899220,1.447767
3.329949,0.057975,-6.900664,1.448367,3.329950,-6.900373,1.449182,0.059023,-2.953206,-6.899790,1.447659
3.329978,0.057975,-6.901233,1.448259,3.329979,-6.900942,1.449074,0.059023,-2.953177,-6.900359,1.447550
3.330007,0.057975,-6.901803,1.448150,3.330008,-6.901511,1.448965,0.059023,-2.953148,-6.900929,1.447442
3.330036,0.057975,-6.902372,1.448042,3.330037,-6.902081,1.448857,0.059023,-2.953120,-6.901498,1.447333
3.330065,0.057975,-6.902942,1.447933,3.330066,-6.902650,1.448749,0.059023,-2.953091,-6.902068,1.447224
3.330094,0.057975,-6.903511,1.447825,3.330095,-6.903220,1.448640,0.059023,-2.953061,-6.902637,1.447116
3.330123,0.057975,-6.904081,1.447716,3.330124,-6.903789,1.448532,0.059023,-2.953032,-6.903207,1.447007
3.330152,0.057975,-6.904650,1.447608,3.330153,-6.904359,1.448423,0.059023,-2.953003,-6.903776,1.446898
3.330181,0.057975,-6.905220,1.447499,3.330182,-6.904928,1.448315,0.059023,-2.952974,-6.904345,1.446790
3.330210,0.057975,-6.905789,1.447390,3.330211,-6.905497,1.448206,0.059023,-2.952945,-6.904915,1.446681
3.330239,0.057975,-6.906359,1.447282,3.330240,-6.906067,1.448098,0.059023,-2.952916,-6.905484,1.446572
3.330268,0.057975,-6.906928,1.447173,3.330269,-6.906636,1.447990,0.059023,-2.952887,-6.906054,1.446464
3.330298,0.057975,-6.907498,1.447065,3.330298,-6.907206,1.447881,0.059023,-2.952858,-6.906623,1.446355
3.330327,0.057975,-6.908067,1.446956,3.330327,-6.907775,1.447772,0.059023,-2.952829,-6.907193,1.446246
3.330356,0.057975,-6.908636,1.446847,3.330357,-6.908344,1.447664,0.059023,-2.952800,-6.907762,1.446137
3.330385,0.057975,-6.909206,1.446739,3.330386,-6.908914,1.447555,0.059023,-2.952771,-6.908331,1.446028
3.330414,0.057975,-6.909775,1.446630,3.330415,-6.909483,1.447447,0.059023,-2.952742,-6.908901,1.445920
3.330443,0.057975,-6.910345,1.446521,3.330444,-6.910052,1.447338,0.059023,-2.952713,-6.909470,1.445811
3.330472,0.057975,-6.910914,1.446413,3.330473,-6.910622,1.447230,0.059023,-2.952684,-6.910040,1.445702
3.330501,0.057975,-6.911484,1.446304,3.330502,-6.911191,1.447121,0.059023,-2.952655,-6.910609,1.445593
3.330530,0.057975,-6.912053,1.446195,3.330531,-6.911760,1.447012,0.059023,-2.952626,-6.911179,1.445484
3.330559,0.057975,-6.912623,1.446086,3.330560,-6.912330,1.446904,0.059023,-2.952597,-6.911748,1.445375
3.330588,0.057975,-6.913192,1.445977,3.330589,-6.912899,1.446795,0.059023,-2.952567,-6.912317,1.445266
3.330617,0.057975,-6.913762,1.445869,3.330618,-6.913469,1.446686,0.059023,-2.952538,-6.912887,1.445157
3.330646,0.057975,-6.914331,1.445760,3.330647,-6.914038,1.446578,0.059023,-2.952509,-6.913456,1.445048
3.330676,0.057975,-6.914900,1.445651,3.330677,-6.914607,1.446469,0.059023,-2.952480,-6.914026,1.444939
3.330705,0.057975,-6.915470,1.445542,3.330706,-6.915177,1.446360,0.059023,-2.952451,-6.914595,1.444830
3.330734,0.057975,-6.916039,1.445433,3.330735,-6.915746,1.446251,0.059023,-2.952422,-6.915164,1.444721
3.330763,0.057975,-6.916609,1.445324,3.330764,-6.916315,1.446143,0.059023,-2.952393,-6.915734,1.444612
3.330792,0.057975,-6.917178,1.445216,3.330793,-6.916885,1.446034,0.059023,-2.952364,-6.916303,1.444503
3.330821,0.057975,-6.917748,1.445107,3.330822,-6.917454,1.445925,0.059023,-2.952334,-6.916872,1.444394
3.330850,0.057975,-6.918317,1.444998,3.330851,-6.918023,1.445816,0.059023,-2.952305,-6.917442,1.444285
3.330880,0.057975,-6.918886,1.444889,3.330881,-6.918593,1.445707,0.059023,-2.952276,-6.918011,1.444176
3.330909,0.057975,-6.919456,1.444780,3.330910,-6.919162,1.445598,0.059023,-2.952247,-6.918581,1.444067
3.330938,0.057975,-6.920025,1.444671,3.330939,-6.919731,1.445490,0.059023,-2.952218,-6.919150,1.443958
3.330967,0.057975,-6.920595,1.444562,3.330968,-6.920301,1.445381,0.059023,-2.952188,-6.919719,1.443849
3.330996,0.057975,-6.921164,1.444453,3.330997,-6.920870,1.445272,0.059023,-2.952159,-6.920289,1.443740
3.331026,0.057975,-6.921733,1.444344,3.331027,-6.921439,1.445163,0.059023,-2.952130,-6.920858,1.443630
3.331055,0.057975,-6.922303,1.444235,3.331056,-6.922008,1.445054,0.059023,-2.952101,-6.921427,1.443521
3.331084,0.057975,-6.922872,1.444126,3.331085,-6.922578,1.444945,0.059023,-2.952072,-6.921997,1.443412
3.331113,0.057975,-6.923442,1.444017,3.331114,-6.923147,1.444836,0.059023,-2.952042,-6.922566,1.443303
3.331142,0.057975,-6.924011,1.443907,3.331143,-6.923716,1.444727,0.059023,-2.952013,-6.923135,1.443194
3.331172,0.057975,-6.924580,1.443798,3.331173,-6.924286,1.444618,0.059023,-2.951984,-6.923705,1.443084
3.331201,0.057975,-6.925150,1.443689,3.331202,-6.924855,1.444509,0.059023,-2.951955,-6.924274,1.442975
3.331230,0.057975,-6.925719,1.443580,3.331231,-6.925424,1.444400,0.059023,-2.951925,-6.924843,1.442866
3.331259,0.057975,-6.926289,1.443471,3.331260,-6.925994,1.444291,0.059023,-2.951896,-6.925413,1.442756
3.331289,0.057975,-6.926858,1.443362,3.331290,-6.926563,1.444182,0.059023,-2.951867,-6.925982,1.442647
3.331318,0.057975,-6.927427,1.443252,3.331319,-6.927132,1.444073,0.059023,-2.951838,-6.926551,1.442538
3.331347,0.057975,-6.927997,1.443143,3.331348,-6.927701,1.443964,0.059023,-2.951808,-6.927121,1.442428
3.331376,0.057975,-6.928566,1.443034,3.331377,-6.928271,1.443854,0.059023,-2.951779,-6.927690,1.442319
3.331406,0.057975,-6.929135,1.442925,3.331407,-6.928840,1.443745,0.059023,-2.951750,-6.928259,1.442210
3.331435,0.057975,-6.929705,1.442815,3.331436,-6.929409,1.443636,0.059023,-2.951721,-6.928829,1.442100
3.331464,0.057975,-6.930274,1.442706,3.331465,-6.929978,1.443527,0.059023,-2.951691,-6.929398,1.441991
3.331494,0.057975,-6.930843,1.442597,3.331494,-6.930548,1.443418,0.059023,-2.951662,-6.929967,1.441881
3.331523,0.057975,-6.931413,1.442488,3.331524,-6.931117,1.443309,0.059023,-2.951633,-6.930537,1.441772
3.331552,0.057975,-6.931982,1.442378,3.331553,-6.931686,1.443199,0.059023,-2.951603,-6.931106,1.441663
3.331581,0.057975,-6.932551,1.442269,3.331582,-6.932255,1.443090,0.059023,-2.951574,-6.931675,1.441553
3.331611,0.057975,-6.933121,1.442160,3.331612,-6.932825,1.442981,0.059023,-2.951545,-6.932245,1.441444
3.331640,0.057975,-6.933690,1.442050,3.331641,-6.933394,1.442872,0.059023,-2.951515,-6.932814,1.441334
3.331669,0.057975,-6.934259,1.441941,3.331670,-6.933963,1.442762,0.059023,-2.951486,-6.933383,1.441224
3.331699,0.057975,-6.934829,1.441831,3.331700,-6.934532,1.442653,0.059023,-2.951457,-6.933952,1.441115
3.331728,0.057975,-6.935398,1.441722,3.331729,-6.935102,1.442544,0.059023,-2.951427,-6.934522,1.441005
3.331757,0.057975,-6.935967,1.441612,3.331758,-6.935671,1.442434,0.059023,-2.951398,-6.935091,1.440896
3.331787,0.057975,-6.936537,1.441503,3.331788,-6.936240,1.442325,0.059023,-2.951369,-6.935660,1.440786
3.331816,0.057975,-6.937106,1.441394,3.331817,-6.936809,1.442216,0.059023,-2.951339,-6.936229,1.440677
3.331846,0.057975,-6.937675,1.441284,3.331846,-6.937378,1.442106,0.059023,-2.951310,-6.936799,1.440567
3.331875,0.057975,-6.938245,1.441174,3.331876,-6.937948,1.441997,0.059023,-2.951281,-6.937368,1.440457
3.331904,0.057975,-6.938814,1.441065,3.331905,-6.938517,1.441887,0.059023,-2.951251,-6.937937,1.440348
3.331934,0.057975,-6.939383,1.440955,3.331935,-6.939086,1.441778,0.059023,-2.951222,-6.938507,1.440238
3.331963,0.057975,-6.939953,1.440846,3.331964,-6.939655,1.441669,0.059023,-2.951192,-6.939076,1.440128
3.331992,0.057975,-6.940522,1.440736,3.331993,-6.940225,1.441559,0.059023,-2.951163,-6.939645,1.440018
3.332022,0.057975,-6.941091,1.440627,3.332023,-6.940794,1.441450,0.059023,-2.951134,-6.940214,1.439909
3.332051,0.057975,-6.941661,1.440517,3.332052,-6.941363,1.441340,0.059023,-2.951104,-6.940784,1.439799
3.332081,0.057975,-6.942230,1.440407,3.332082,-6.941932,1.441231,0.059023,-2.951075,-6.941353,1.439689
3.332110,0.057975,-6.942799,1.440298,3.332111,-6.942501,1.441121,0.059023,-2.951045,-6.941922,1.439579
3.332140,0.057975,-6.943368,1.440188,3.332141,-6.943070,1.441011,0.059023,-2.951016,-6.942491,1.439470
3.332169,0.057975,-6.943938,1.440078,3.332170,-6.943640,1.440902,0.059023,-2.950986,-6.943060,1.439360
3.332198,0.057975,-6.944507,1.439969,3.332199,-6.944209,1.440792,0.059023,-2.950957,-6.943630,1.439250
3.332228,0.057975,-6.945076,1.439859,3.332229,-6.944778,1.440683,0.059023,-2.950928,-6.944199,1.439140
3.332257,0.057975,-6.945645,1.439749,3.332258,-6.945347,1.440573,0.059023,-2.950898,-6.944768,1.439030
3.332287,0.057975,-6.946215,1.439640,3.332288,-6.945916,1.440463,0.059023,-2.950869,-6.945337,1.438920
3.332316,0.057975,-6.946784,1.439530,3.332317,-6.946486,1.440354,0.059023,-2.950839,-6.945907,1.438810
3.332346,0.057975,-6.947353,1.439420,3.332347,-6.947055,1.440244,0.059023,-2.950810,-6.946476,1.438700
3.332375,0.057975,-6.947922,1.439310,3.332376,-6.947624,1.440134,0.059023,-2.950780,-6.947045,1.438591
3.332405,0.057975,-6.948492,1.439200,3.332406,-6.948193,1.440025,0.059023,-2.950751,-6.947614,1.438481
3.332434,0.057975,-6.949061,1.439091,3.332435,-6.948762,1.439915,0.059023,-2.950721,-6.948183,1.438371
3.332464,0.057975,-6.949630,1.438981,3.332465,-6.949331,1.439805,0.059023,-2.950692,-6.948753,1.438261
3.332493,0.057975,-6.950199,1.438871,3.332494,-6.949900,1.439696,0.059023,-2.950662,-6.949322,1.438151
3.332523,0.057975,-6.950769,1.438761,3.332524,-6.950470,1.439586,0.059023,-2.950633,-6.949891,1.438041
3.332552,0.057975,-6.951338,1.438651,3.332553,-6.951039,1.439476,0.059023,-2.950603,-6.950460,1.437931
3.332582,0.057975,-6.951907,1.438541,3.332583,-6.951608,1.439366,0.059023,-2.950574,-6.951029,1.437820
3.332611,0.057975,-6.952476,1.438431,3.332612,-6.952177,1.439256,0.059023,-2.950544,-6.951599,1.437710
3.332641,0.057975,-6.953046,1.438321,3.332642,-6.952746,1.439146,0.059023,-2.950514,-6.952168,1.437600
3.332670,0.057975,-6.953615,1.438211,3.332671,-6.953315,1.439037,0.059023,-2.950485,-6.952737,1.437490
3.332700,0.057975,-6.954184,1.438101,3.332701,-6.953884,1.438927,0.059023,-2.950455,-6.953306,1.437380
3.332729,0.057975,-6.954753,1.437991,3.332730,-6.954453,1.438817,0.059023,-2.950426,-6.953875,1.437270
3.332759,0.057975,-6.955322,1.437881,3.332760,-6.955023,1.438707,0.059023,-2.950396,-6.954444,1.437160
3.332789,0.057975,-6.955892,1.437771,3.332790,-6.955592,1.438597,0.059023,-2.950367,-6.955014,1.437050
3.332818,0.057975,-6.956461,1.437661,3.332819,-6.956161,1.438487,0.059023,-2.950337,-6.955583,1.436939
3.332848,0.057975,-6.957030,1.437551,3.332849,-6.956730,1.438377,0.059023,-2.950307,-6.956152,1.436829
3.332877,0.057975,-6.957599,1.437441,3.332878,-6.957299,1.438267,0.059023,-2.950278,-6.956721,1.436719
3.332907,0.057975,-6.958169,1.437331,3.332908,-6.957868,1.438157,0.059023,-2.950248,-6.957290,1.436609
3.332937,0.057975,-6.958738,1.437221,3.332938,-6.958437,1.438047,0.059023,-2.950219,-6.957859,1.436498
3.332966,0.057975,-6.959307,1.437111,3.332967,-6.959006,1.437937,0.059023,-2.950189,-6.958428,1.436388
3.332996,0.057975,-6.959876,1.437000,3.332997,-6.959575,1.437827,0.059023,-2.950159,-6.958998,1.436278
3.333025,0.057975,-6.960445,1.436890,3.333026,-6.960145,1.437717,0.059023,-2.950130,-6.959567,1.436168
3.333055,0.057975,-6.961014,1.436780,3.333056,-6.960714,1.437607,0.059023,-2.950100,-6.960136,1.436057
3.333085,0.057975,-6.961584,1.436670,3.333086,-6.961283,1.437497,0.059023,-2.950071,-6.960705,1.435947
3.333114,0.057975,-6.962153,1.436560,3.333115,-6.961852,1.437387,0.059023,-2.950041,-6.961274,1.435837
3.333144,0.057975,-6.962722,1.436449,3.333145,-6.962421,1.437277,0.059023,-2.950011,-6.961843,1.435726
3.333174,0.057975,-6.963291,1.436339,3.333175,-6.962990,1.437167,0.059023,-2.949982,-6.962412,1.435616
3.333203,0.057975,-6.963860,1.436229,3.333204,-6.963559,1.437056,0.059023,-2.949952,-6.962981,1.435505
3.333233,0.057975,-6.964429,1.436119,3.333234,-6.964128,1.436946,0.059023,-2.949922,-6.963551,1.435395
3.333263,0.057975,-6.964999,1.436008,3.333264,-6.964697,1.436836,0.059023,-2.949893,-6.964120,1.435284
3.333292,0.057975,-6.965568,1.435898,3.333293,-6.965266,1.436726,0.059023,-2.949863,-6.964689,1.435174
3.333322,0.057975,-6.966137,1.435788,3.333323,-6.965835,1.436616,0.059023,-2.949833,-6.965258,1.435064
3.333352,0.057975,-6.966706,1.435677,3.333353,-6.966404,1.436505,0.059023,-2.949804,-6.965827,1.434953
3.333381,0.057975,-6.967275,1.435567,3.333382,-6.966973,1.436395,0.059023,-2.949774,-6.966396,1.434843
3.333411,0.057975,-6.967844,1.435457,3.333412,-6.967542,1.436285,0.059023,-2.949744,-6.966965,1.434732
3.333441,0.057975,-6.968413,1.435346,3.333442,-6.968111,1.436175,0.059023,-2.949714,-6.967534,1.434621
3.333470,0.057975,-6.968983,1.435236,3.333471,-6.968680,1.436064,0.059023,-2.949685,-6.968103,1.434511
3.333500,0.057975,-6.969552,1.435125,3.333501,-6.969249,1.435954,0.059023,-2.949655,-6.968672,1.434400
3.333530,0.057975,-6.970121,1.435015,3.333531,-6.969818,1.435844,0.059023,-2.949625,-6.969242,1.434290
3.333560,0.057975,-6.970690,1.434904,3.333561,-6.970388,1.435733,0.059023,-2.949596,-6.969811,1.434179
3.333589,0.057975,-6.971259,1.434794,3.333590,-6.970957,1.435623,0.059023,-2.949566,-6.970380,1.434068
3.333619,0.057975,-6.971828,1.434683,3.333620,-6.971526,1.435512,0.059023,-2.949536,-6.970949,1.433958
3.333649,0.057975,-6.972397,1.434573,3.333650,-6.972095,1.435402,0.059023,-2.949506,-6.971518,1.433847
3.333679,0.057975,-6.972966,1.434462,3.333680,-6.972664,1.435292,0.059023,-2.949476,-6.972087,1.433736
3.333708,0.057975,-6.973536,1.434352,3.333709,-6.973233,1.435181,0.059023,-2.949447,-6.972656,1.433626
3.333738,0.057975,-6.974105,1.434241,3.333739,-6.973802,1.435071,0.059023,-2.949417,-6.973225,1.433515
3.333768,0.057975,-6.974674,1.434131,3.333769,-6.974371,1.434960,0.059023,-2.949387,-6.973794,1.433404
3.333798,0.057975,-6.975243,1.434020,3.333799,-6.974940,1.434850,0.059023,-2.949357,-6.974363,1.433294
3.333827,0.057975,-6.975812,1.433909,3.333828,-6.975509,1.434739,0.059023,-2.949328,-6.974932,1.433183
3.333857,0.057975,-6.976381,1.433799,3.333858,-6.976078,1.434629,0.059023,-2.949298,-6.975501,1.433072
3.333887,0.057975,-6.976950,1.433688,3.333888,-6.976647,1.434518,0.059023,-2.949268,-6.976070,1.432961
3.333917,0.057975,-6.977519,1.433577,3.333918,-6.977216,1.434408,0.059023,-2.949238,-6.976639,1.432850
3.333947,0.057975,-6.978088,1.433467,3.333948,-6.977785,1.434297,0.059023,-2.949208,-6.977208,1.432740
3.333976,0.057975,-6.978657,1.433356,3.333977,-6.978354,1.434186,0.059023,-2.949178,-6.977777,1.432629
3.334006,0.057975,-6.979226,1.433245,3.334007,-6.978923,1.434076,0.059023,-2.949149,-6.978346,1.432518
3.334036,0.057975,-6.979796,1.433135,3.334037,-6.979492,1.433965,0.059023,-2.949119,-6.978915,1.432407
3.334066,0.057975,-6.980365,1.433024,3.334067,-6.980060,1.433855,0.059023,-2.949089,-6.979484,1.432296
3.334096,0.057975,-6.980934,1.432913,3.334097,-6.980629,1.433744,0.059023,-2.949059,-6.980053,1.432185
3.334126,0.057975,-6.981503,1.432802,3.334127,-6.981198,1.433633,0.059023,-2.949029,-6.980622,1.432074
3.334156,0.057975,-6.982072,1.432691,3.334157,-6.981767,1.433522,0.059023,-2.948999,-6.981192,1.431963
3.334185,0.057975,-6.982641,1.432581,3.334186,-6.982336,1.433412,0.059023,-2.948970,-6.981761,1.431852
3.334215,0.057975,-6.983210,1.432470,3.334216,-6.982905,1.433301,0.059023,-2.948940,-6.982330,1.431741
3.334245,0.057975,-6.983779,1.432359,3.334246,-6.983474,1.433190,0.059023,-2.948910,-6.982899,1.431630
3.334275,0.057975,-6.984348,1.432248,3.334276,-6.984043,1.433080,0.059023,-2.948880,-6.983468,1.431519
3.334305,0.057975,-6.984917,1.432137,3.334306,-6.984612,1.432969,0.059023,-2.948850,-6.984037,1.431408
3.334335,0.057975,-6.985486,1.432026,3.334336,-6.985181,1.432858,0.059023,-2.948820,-6.984606,1.431297
3.334365,0.057975,-6.986055,1.431915,3.334366,-6.985750,1.432747,0.059023,-2.948790,-6.985174,1.431186
3.334395,0.057975,-6.986624,1.431804,3.334396,-6.986319,1.432636,0.059023,-2.948760,-6.985743,1.431075
3.334425,0.057975,-6.987193,1.431693,3.334426,-6.986888,1.432525,0.059023,-2.948730,-6.986312,1.430964
3.334454,0.057975,-6.987762,1.431582,3.334456,-6.987457,1.432415,0.059023,-2.948700,-6.986881,1.430853
3.334484,0.057975,-6.988331,1.431471,3.334485,-6.988026,1.432304,0.059023,-2.948670,-6.987450,1.430742
3.334514,0.057975,-6.988900,1.431360,3.334515,-6.988595,1.432193,0.059023,-2.948640,-6.988019,1.430630
3.334544,0.057975,-6.989469,1.431249,3.334545,-6.989164,1.432082,0.059023,-2.948611,-6.988588,1.430519
3.334574,0.057975,-6.990038,1.431138,3.334575,-6.989732,1.431971,0.059023,-2.948581,-6.989157,1.430408
3.334604,0.057975,-6.990607,1.431027,3.334605,-6.990301,1.431860,0.059023,-2.948551,-6.989726,1.430297
3.334634,0.057975,-6.991176,1.430916,3.334635,-6.990870,1.431749,0.059023,-2.948521,-6.990295,1.430186
3.334664,0.057975,-6.991745,1.430805,3.334665,-6.991439,1.431638,0.059023,-2.948491,-6.990864,1.430074
3.334694,0.057975,-6.992314,1.430694,3.334695,-6.992008,1.431527,0.059023,-2.948461,-6.991433,1.429963
3.334724,0.057975,-6.992883,1.430583,3.334725,-6.992577,1.431416,0.059023,-2.948431,-6.992002,1.429852
3.334754,0.057975,-6.993452,1.430472,3.334755,-6.993146,1.431305,0.059023,-2.948401,-6.992571,1.429741
3.334784,0.057975,-6.994021,1.430361,3.334785,-6.993715,1.431194,0.059023,-2.948371,-6.993140,1.429629
3.334814,0.057975,-6.994590,1.430249,3.334815,-6.994284,1.431083,0.059023,-2.948341,-6.993709,1.429518
3.334844,0.057975,-6.995159,1.430138,3.334845,-6.994853,1.430972,0.059023,-2.948311,-6.994278,1.429407
3.334874,0.057975,-6.995728,1.430027,3.334875,-6.995421,1.430861,0.059024,-2.948281,-6.994847,1.429295
3.334904,0.057975,-6.996297,1.429916,3.334905,-6.995990,1.430750,0.059024,-2.948251,-6.995416,1.429184
3.334934,0.057975,-6.996866,1.429804,3.334935,-6.996559,1.430638,0.059024,-2.948221,-6.995985,1.429072
3.334964,0.057975,-6.997435,1.429693,3.334965,-6.997128,1.430527,0.059024,-2.948191,-6.996554,1.428961
3.334994,0.057975,-6.998004,1.429582,3.334995,-6.997697,1.430416,0.059024,-2.948161,-6.997122,1.428850
3.335024,0.057975,-6.998573,1.429471,3.335025,-6.998266,1.430305,0.059024,-2.948130,-6.997691,1.428738
3.335054,0.057975,-6.999142,1.429359,3.335055,-6.998835,1.430194,0.059024,-2.948100,-6.998260,1.428627
3.335084,0.057975,-6.999711,1.429248,3.335085,-6.999404,1.430083,0.059024,-2.948070,-6.998829,1.428515
3.335114,0.057975,-7.000280,1.429137,3.335116,-6.999972,1.429971,0.059024,-2.948040,-6.999398,1.428404
