PosXRight,PosYRight,Absolute Time
0.474227,1.000000,3568988200.237634
0.453597,1.000000,3568988200.247635
0.453597,1.000000,3568988200.257635
0.402051,1.000000,3568988200.267636
0.402051,1.000000,3568988200.277635
0.381451,1.000000,3568988200.287635
0.360820,1.000000,3568988200.297635
0.329905,1.000000,3568988200.307636
0.268044,1.000000,3568988200.317636
0.247414,1.000000,3568988200.327638
0.216498,1.000000,3568988200.337636
0.206183,1.000000,3568988200.347637
0.164953,1.000000,3568988200.357637
0.154637,1.000000,3568988200.367637
0.123692,1.000000,3568988200.377638
0.123692,1.000000,3568988200.387640
0.072146,1.000000,3568988200.397638
0.041231,1.000000,3568988200.407640
0.010285,1.000000,3568988200.417640
0.000000,1.000000,3568988200.427640
0.000000,1.000000,3568988200.437640
0.000000,1.000000,3568988200.447642
0.000000,1.000000,3568988200.457639
0.000000,1.000000,3568988200.467640
0.000000,1.000000,3568988200.477642
0.000000,1.000000,3568988200.487642
0.000000,1.000000,3568988200.497642
-0.010315,1.000000,3568988200.507644
-0.041261,1.000000,3568988200.517642
-0.123722,1.000000,3568988200.527643
-0.195898,1.000000,3568988200.537643
-0.268075,1.000000,3568988200.547643
-0.309305,1.000000,3568988200.557644
-0.309305,1.000000,3568988200.567645
-0.391766,1.000000,3568988200.577645
-0.443342,1.000000,3568988200.587645
-0.474258,1.000000,3568988200.597645
-0.525803,1.000000,3568988200.607646
-0.587664,1.000000,3568988200.617646
-0.639210,1.000000,3568988200.627647
-0.659841,1.000000,3568988200.637647
-0.701071,1.000000,3568988200.647647
-0.742302,1.000000,3568988200.657648
-0.804163,1.000000,3568988200.667647
-0.804163,1.000000,3568988200.677648
-0.824793,1.000000,3568988200.687650
-0.845393,1.000000,3568988200.697649
-0.866024,1.000000,3568988200.707649
-0.886654,1.000000,3568988200.717649
-0.896939,1.000000,3568988200.727650
-0.886654,1.000000,3568988200.737651
-0.886654,1.000000,3568988200.747652
-0.896939,1.000000,3568988200.757650
-0.896939,1.000000,3568988200.767651
-0.896939,1.000000,3568988200.777650
-0.896939,1.000000,3568988200.787651
-0.907254,1.000000,3568988200.797652
-0.917570,1.000000,3568988200.807653
-0.927885,1.000000,3568988200.817652
-0.958800,1.000000,3568988200.827654
-0.989746,1.000000,3568988200.837654
-1.000000,1.000000,3568988200.847653
-1.000000,0.969085,3568988200.857655
-1.000000,0.917539,3568988200.867656
-1.000000,0.886624,3568988200.877654
-1.000000,0.845363,3568988200.887655
-1.000000,0.835047,3568988200.897655
-1.000000,0.783502,3568988200.907655
-1.000000,0.731956,3568988200.917656
-1.000000,0.690725,3568988200.927659
-1.000000,0.618549,3568988200.937656
-1.000000,0.618549,3568988200.947656
-1.000000,0.556688,3568988200.957656
-1.000000,0.505142,3568988200.967657
-1.000000,0.443312,3568988200.977661
-1.000000,0.402051,3568988200.987659
-1.000000,0.371136,3568988200.997658
-1.000000,0.298959,3568988201.007658
-1.000000,0.278329,3568988201.017658
-1.000000,0.237098,3568988201.027660
-1.000000,0.237098,3568988201.037660
-1.000000,0.164953,3568988201.047661
-1.000000,0.134007,3568988201.057659
-1.000000,0.051546,3568988201.067661
-1.000000,0.000000,3568988201.077661
-1.000000,0.000000,3568988201.087661
-1.000000,0.000000,3568988201.097661
-1.000000,0.000000,3568988201.107663
-1.000000,0.000000,3568988201.117661
-1.000000,0.000000,3568988201.127664
-1.000000,0.000000,3568988201.137663
-1.000000,0.000000,3568988201.147663
-1.000000,0.000000,3568988201.157665
-1.000000,0.000000,3568988201.167665
-1.000000,0.000000,3568988201.177665
-1.000000,0.000000,3568988201.187665
-1.000000,0.000000,3568988201.197665
-1.000000,0.000000,3568988201.207665
-1.000000,0.000000,3568988201.217666
-1.000000,0.000000,3568988201.227667
-1.000000,-0.010315,3568988201.237667
-1.000000,-0.051576,3568988201.247668
-1.000000,-0.072176,3568988201.257665
-1.000000,-0.113407,3568988201.267667
-1.000000,-0.134037,3568988201.277667
-1.000000,-0.134037,3568988201.287670
-1.000000,-0.175268,3568988201.297668
-1.000000,-0.216529,3568988201.307668
-1.000000,-0.237129,3568988201.317669
-1.000000,-0.268075,3568988201.327670
-1.000000,-0.298990,3568988201.337670
-1.000000,-0.309305,3568988201.347672
-1.000000,-0.360851,3568988201.357670
-1.000000,-0.381481,3568988201.367670
-1.000000,-0.381481,3568988201.377671
-1.000000,-0.412397,3568988201.387671
-1.000000,-0.463942,3568988201.397671
-1.000000,-0.515488,3568988201.407674
-1.000000,-0.546434,3568988201.417672
-1.000000,-0.618580,3568988201.427672
-1.000000,-0.670125,3568988201.437673
-1.000000,-0.711386,3568988201.447672
-1.000000,-0.721702,3568988201.457674
-1.000000,-0.731986,3568988201.467674
-1.000000,-0.752617,3568988201.477674
-1.000000,-0.752617,3568988201.487674
-1.000000,-0.762932,3568988201.497674
-1.000000,-0.783532,3568988201.507674
-1.000000,-0.804163,3568988201.517675
-1.000000,-0.824793,3568988201.527677
-1.000000,-0.835078,3568988201.537675
-1.000000,-0.855708,3568988201.547676
-1.000000,-0.866024,3568988201.557675
-1.000000,-0.876339,3568988201.567677
-1.000000,-0.876339,3568988201.577677
-1.000000,-0.886654,3568988201.587679
-1.000000,-0.896939,3568988201.597678
-1.000000,-0.917570,3568988201.607679
-1.000000,-0.938200,3568988201.617678
-1.000000,-0.938200,3568988201.627679
-1.000000,-0.948485,3568988201.637680
-1.000000,-0.948485,3568988201.647681
-1.000000,-0.958800,3568988201.657680
-1.000000,-0.958800,3568988201.667680
-1.000000,-0.958800,3568988201.677681
-1.000000,-0.958800,3568988201.687681
-1.000000,-0.958800,3568988201.697681
-1.000000,-0.958800,3568988201.707684
-1.000000,-0.969115,3568988201.717683
-1.000000,-0.969115,3568988201.727683
-1.000000,-0.969115,3568988201.737683
-1.000000,-0.979431,3568988201.747685
-1.000000,-0.989746,3568988201.757684
-1.000000,-1.000000,3568988201.767686
-1.000000,-1.000000,3568988201.777684
-1.000000,-1.000000,3568988201.787684
-1.000000,-1.000000,3568988201.797685
-1.000000,-1.000000,3568988201.807684
-1.000000,-1.000000,3568988201.817685
-1.000000,-1.000000,3568988201.827688
-1.000000,-1.000000,3568988201.837687
-1.000000,-1.000000,3568988201.847686
-1.000000,-1.000000,3568988201.857686
-1.000000,-1.000000,3568988201.867687
-1.000000,-1.000000,3568988201.877688
-1.000000,-1.000000,3568988201.887689
-0.969115,-1.000000,3568988201.897687
-0.938200,-1.000000,3568988201.907687
-0.927885,-1.000000,3568988201.917688
-0.917570,-1.000000,3568988201.927690
-0.917570,-1.000000,3568988201.937689
-0.917570,-1.000000,3568988201.947691
-0.917570,-1.000000,3568988201.957689
-0.907254,-1.000000,3568988201.967690
-0.896939,-1.000000,3568988201.977694
-0.866024,-1.000000,3568988201.987691
-0.835078,-1.000000,3568988201.997691
-0.804163,-1.000000,3568988202.007692
-0.773247,-1.000000,3568988202.017692
-0.752617,-1.000000,3568988202.027694
-0.742302,-1.000000,3568988202.037693
-0.742302,-1.000000,3568988202.047694
-0.742302,-1.000000,3568988202.057693
-0.742302,-1.000000,3568988202.067695
-0.721702,-1.000000,3568988202.077694
-0.701071,-1.000000,3568988202.087694
-0.690756,-1.000000,3568988202.097693
-0.680441,-1.000000,3568988202.107695
-0.670125,-1.000000,3568988202.117694
-0.659841,-1.000000,3568988202.127697
-0.659841,-1.000000,3568988202.137696
-0.659841,-1.000000,3568988202.147696
-0.649525,-1.000000,3568988202.157697
