psi_m,x_m,y_m,x_d,psi_d,y_d
19.172849,5.402607,-3.864586,5.326494,-0.081384,-2.972659
19.170113,5.405228,-3.866124,5.328985,-0.081079,-2.972862
19.167378,5.407853,-3.867652,5.331477,-0.080773,-2.973064
19.164644,5.410481,-3.869171,5.333969,-0.080468,-2.973265
19.161913,5.413114,-3.870681,5.336461,-0.080163,-2.973466
19.159183,5.415751,-3.872182,5.338953,-0.079858,-2.973665
19.156455,5.418392,-3.873673,5.341445,-0.079553,-2.973864
19.153729,5.421036,-3.875155,5.343937,-0.079248,-2.974063
19.151005,5.423685,-3.876627,5.346429,-0.078943,-2.974260
19.148283,5.426337,-3.878090,5.348922,-0.078638,-2.974457
19.145564,5.428993,-3.879544,5.351414,-0.078333,-2.974653
19.142847,5.431653,-3.880989,5.353906,-0.078028,-2.974848
19.140132,5.434317,-3.882424,5.356399,-0.077723,-2.975043
19.137420,5.436985,-3.883850,5.358891,-0.077418,-2.975237
19.134711,5.439656,-3.885267,5.361384,-0.077114,-2.975430
19.132005,5.442331,-3.886675,5.363876,-0.076809,-2.975622
19.129301,5.445010,-3.888074,5.366369,-0.076504,-2.975813
19.126601,5.447692,-3.889463,5.368862,-0.076199,-2.976004
19.123903,5.450378,-3.890843,5.371355,-0.075895,-2.976194
19.121209,5.453068,-3.892214,5.373847,-0.075590,-2.976383
19.118518,5.455761,-3.893576,5.376340,-0.075286,-2.976571
19.115830,5.458458,-3.894929,5.378833,-0.074981,-2.976759
19.113146,5.461159,-3.896273,5.381326,-0.074677,-2.976946
19.110465,5.463863,-3.897607,5.383819,-0.074372,-2.977132
19.107788,5.466570,-3.898933,5.386312,-0.074068,-2.977318
19.105114,5.469281,-3.900249,5.388806,-0.073763,-2.977502
19.102445,5.471995,-3.901557,5.391299,-0.073459,-2.977686
19.099778,5.474713,-3.902855,5.393792,-0.073155,-2.977869
19.097116,5.477434,-3.904145,5.396285,-0.072851,-2.978051
19.094458,5.480159,-3.905425,5.398779,-0.072546,-2.978233
19.091803,5.482886,-3.906696,5.401272,-0.072242,-2.978414
19.089153,5.485617,-3.907959,5.403766,-0.071938,-2.978594
19.086507,5.488352,-3.909212,5.406259,-0.071634,-2.978773
19.083865,5.491089,-3.910457,5.408753,-0.071330,-2.978952
19.081227,5.493830,-3.911692,5.411247,-0.071026,-2.979130
19.078593,5.496574,-3.912919,5.413740,-0.070722,-2.979307
19.075964,5.499321,-3.914137,5.416234,-0.070418,-2.979483
19.073339,5.502071,-3.915346,5.418728,-0.070114,-2.979658
19.070719,5.504825,-3.916546,5.421222,-0.069810,-2.979833
19.068103,5.507581,-3.917737,5.423716,-0.069506,-2.980007
19.065491,5.510340,-3.918919,5.426210,-0.069202,-2.980180
19.062884,5.513103,-3.920093,5.428704,-0.068898,-2.980353
19.060282,5.515868,-3.921257,5.431198,-0.068594,-2.980525
19.057684,5.518636,-3.922413,5.433692,-0.068291,-2.980696
19.055091,5.521407,-3.923560,5.436186,-0.067987,-2.980866
19.052503,5.524181,-3.924699,5.438681,-0.067683,-2.981035
19.049920,5.526958,-3.925828,5.441175,-0.067380,-2.981204
19.047341,5.529738,-3.926949,5.443669,-0.067076,-2.981372
19.044767,5.532520,-3.928061,5.446164,-0.066772,-2.981539
19.042198,5.535306,-3.929164,5.448658,-0.066469,-2.981706
19.039634,5.538094,-3.930259,5.451153,-0.066165,-2.981871
19.037075,5.540884,-3.931345,5.453647,-0.065862,-2.982036
19.034521,5.543677,-3.932422,5.456142,-0.065558,-2.982200
19.031971,5.546473,-3.933491,5.458636,-0.065255,-2.982364
19.029427,5.549272,-3.934550,5.461131,-0.064952,-2.982526
19.026888,5.552073,-3.935602,5.463626,-0.064648,-2.982688
19.024354,5.554876,-3.936644,5.466121,-0.064345,-2.982849
19.021824,5.557683,-3.937678,5.468615,-0.064042,-2.983010
19.019300,5.560491,-3.938704,5.471110,-0.063738,-2.983169
19.016781,5.563302,-3.939720,5.473605,-0.063435,-2.983328
19.014267,5.566115,-3.940729,5.476100,-0.063132,-2.983486
19.011759,5.568931,-3.941728,5.478595,-0.062829,-2.983644
19.009255,5.571749,-3.942719,5.481090,-0.062526,-2.983800
19.006756,5.574570,-3.943702,5.483586,-0.062222,-2.983956
19.004263,5.577392,-3.944676,5.486081,-0.061919,-2.984111
19.001775,5.580217,-3.945641,5.488576,-0.061616,-2.984265
18.999292,5.583044,-3.946598,5.491071,-0.061313,-2.984419
18.996814,5.585874,-3.947546,5.493567,-0.061010,-2.984572
18.994341,5.588705,-3.948486,5.496062,-0.060707,-2.984724
18.991874,5.591539,-3.949418,5.498557,-0.060404,-2.984875
18.989411,5.594375,-3.950341,5.501053,-0.060102,-2.985026
18.986954,5.597212,-3.951255,5.503548,-0.059799,-2.985176
18.984502,5.600052,-3.952161,5.506044,-0.059496,-2.985325
18.982056,5.602894,-3.953059,5.508540,-0.059193,-2.985473
18.979614,5.605738,-3.953948,5.511035,-0.058890,-2.985620
18.977178,5.608583,-3.954829,5.513531,-0.058587,-2.985767
18.974746,5.611431,-3.955701,5.516027,-0.058285,-2.985913
18.972320,5.614280,-3.956565,5.518522,-0.057982,-2.986058
18.969899,5.617132,-3.957420,5.521018,-0.057679,-2.986203
18.967484,5.619985,-3.958267,5.523514,-0.057377,-2.986347
18.965073,5.622839,-3.959106,5.526010,-0.057074,-2.986490
18.962668,5.625696,-3.959936,5.528506,-0.056771,-2.986632
18.960267,5.628554,-3.960758,5.531002,-0.056469,-2.986773
18.957872,5.631414,-3.961572,5.533498,-0.056166,-2.986914
18.955482,5.634276,-3.962377,5.535994,-0.055864,-2.987054
18.953097,5.637139,-3.963174,5.538490,-0.055561,-2.987193
18.950717,5.640004,-3.963963,5.540986,-0.055259,-2.987332
18.948342,5.642870,-3.964743,5.543483,-0.054956,-2.987469
18.945973,5.645738,-3.965515,5.545979,-0.054654,-2.987606
18.943608,5.648608,-3.966279,5.548475,-0.054352,-2.987742
18.941248,5.651478,-3.967034,5.550971,-0.054049,-2.987878
18.938893,5.654351,-3.967781,5.553468,-0.053747,-2.988013
18.936544,5.657224,-3.968520,5.555964,-0.053445,-2.988147
18.934199,5.660099,-3.969251,5.558461,-0.053142,-2.988280
18.931859,5.662976,-3.969973,5.560957,-0.052840,-2.988412
18.929524,5.665854,-3.970687,5.563454,-0.052538,-2.988544
18.927194,5.668733,-3.971393,5.565950,-0.052236,-2.988675
18.924869,5.671613,-3.972091,5.568447,-0.051934,-2.988805
18.922549,5.674494,-3.972780,5.570943,-0.051631,-2.988934
18.920233,5.677377,-3.973461,5.573440,-0.051329,-2.989063
18.917923,5.680261,-3.974134,5.575937,-0.051027,-2.989191
18.915617,5.683146,-3.974799,5.578434,-0.050725,-2.989318
18.913316,5.686032,-3.975455,5.580930,-0.050423,-2.989444
18.911019,5.688919,-3.976104,5.583427,-0.050121,-2.989570
18.908727,5.691807,-3.976744,5.585924,-0.049819,-2.989695
18.906440,5.694696,-3.977376,5.588421,-0.049517,-2.989819
18.904158,5.697586,-3.977999,5.590918,-0.049215,-2.989942
18.901880,5.700477,-3.978615,5.593415,-0.048913,-2.990065
18.899607,5.703369,-3.979222,5.595912,-0.048611,-2.990187
18.897339,5.706262,-3.979822,5.598409,-0.048309,-2.990308
18.895074,5.709156,-3.980413,5.600906,-0.048008,-2.990428
18.892815,5.712050,-3.980996,5.603403,-0.047706,-2.990548
18.890560,5.714945,-3.981570,5.605901,-0.047404,-2.990667
18.888309,5.717842,-3.982137,5.608398,-0.047102,-2.990785
18.886063,5.720738,-3.982696,5.610895,-0.046800,-2.990902
18.883821,5.723636,-3.983246,5.613392,-0.046499,-2.991019
18.881583,5.726534,-3.983788,5.615890,-0.046197,-2.991134
18.879350,5.729433,-3.984323,5.618387,-0.045895,-2.991250
18.877121,5.732333,-3.984849,5.620884,-0.045594,-2.991364
18.874897,5.735233,-3.985367,5.623382,-0.045292,-2.991477
18.872676,5.738133,-3.985876,5.625879,-0.044990,-2.991590
18.870460,5.741035,-3.986378,5.628377,-0.044689,-2.991702
18.868248,5.743936,-3.986872,5.630874,-0.044387,-2.991814
18.866039,5.746839,-3.987357,5.633372,-0.044086,-2.991924
18.863835,5.749741,-3.987835,5.635869,-0.043784,-2.992034
18.861636,5.752644,-3.988304,5.638367,-0.043482,-2.992143
18.859440,5.755548,-3.988766,5.640865,-0.043181,-2.992251
18.857248,5.758452,-3.989219,5.643362,-0.042880,-2.992359
18.855059,5.761356,-3.989664,5.645860,-0.042578,-2.992466
18.852875,5.764260,-3.990101,5.648358,-0.042277,-2.992572
18.850695,5.767165,-3.990530,5.650856,-0.041975,-2.992677
18.848518,5.770070,-3.990951,5.653353,-0.041674,-2.992781
18.846346,5.772975,-3.991364,5.655851,-0.041372,-2.992885
18.844177,5.775881,-3.991769,5.658349,-0.041071,-2.992988
18.842012,5.778786,-3.992166,5.660847,-0.040770,-2.993091
18.839850,5.781692,-3.992555,5.663345,-0.040468,-2.993192
18.837692,5.784598,-3.992936,5.665843,-0.040167,-2.993293
18.835538,5.787504,-3.993309,5.668341,-0.039866,-2.993393
18.833387,5.790410,-3.993674,5.670839,-0.039565,-2.993492
18.831240,5.793316,-3.994030,5.673337,-0.039263,-2.993591
18.829096,5.796222,-3.994379,5.675835,-0.038962,-2.993688
18.826955,5.799128,-3.994720,5.678333,-0.038661,-2.993785
18.824819,5.802034,-3.995052,5.680831,-0.038360,-2.993882
18.822685,5.804940,-3.995377,5.683330,-0.038059,-2.993977
18.820555,5.807845,-3.995694,5.685828,-0.037757,-2.994072
18.818428,5.810751,-3.996002,5.688326,-0.037456,-2.994166
18.816304,5.813657,-3.996303,5.690824,-0.037155,-2.994259
18.814184,5.816562,-3.996596,5.693322,-0.036854,-2.994352
18.812066,5.819467,-3.996880,5.695821,-0.036553,-2.994443
18.809952,5.822372,-3.997157,5.698319,-0.036252,-2.994534
18.807841,5.825276,-3.997426,5.700818,-0.035951,-2.994625
18.805733,5.828180,-3.997686,5.703316,-0.035650,-2.994714
18.803628,5.831084,-3.997939,5.705814,-0.035349,-2.994803
18.801526,5.833988,-3.998184,5.708313,-0.035048,-2.994891
18.799427,5.836891,-3.998420,5.710811,-0.034747,-2.994978
18.797331,5.839794,-3.998649,5.713310,-0.034446,-2.995064
18.795238,5.842696,-3.998870,5.715808,-0.034145,-2.995150
18.793148,5.845598,-3.999083,5.718307,-0.033844,-2.995235
18.791060,5.848499,-3.999287,5.720805,-0.033543,-2.995319
18.788976,5.851400,-3.999484,5.723304,-0.033242,-2.995403
18.786894,5.854301,-3.999673,5.725803,-0.032941,-2.995486
18.784814,5.857200,-3.999854,5.728301,-0.032640,-2.995568
18.782738,5.860100,-4.000027,5.730800,-0.032340,-2.995649
18.780663,5.862998,-4.000192,5.733299,-0.032039,-2.995729
18.778592,5.865896,-4.000349,5.735797,-0.031738,-2.995809
18.776523,5.868793,-4.000498,5.738296,-0.031437,-2.995888
18.774457,5.871690,-4.000639,5.740795,-0.031136,-2.995966
18.772393,5.874586,-4.000772,5.743294,-0.030836,-2.996044
18.770331,5.877481,-4.000897,5.745793,-0.030535,-2.996120
18.768272,5.880375,-4.001014,5.748291,-0.030234,-2.996196
18.766215,5.883268,-4.001123,5.750790,-0.029933,-2.996271
18.764161,5.886161,-4.001225,5.753289,-0.029633,-2.996346
18.762109,5.889053,-4.001318,5.755788,-0.029332,-2.996419
18.760059,5.891944,-4.001403,5.758287,-0.029031,-2.996492
18.758012,5.894834,-4.001480,5.760786,-0.028731,-2.996565
18.755966,5.897723,-4.001550,5.763285,-0.028430,-2.996636
18.753923,5.900611,-4.001611,5.765784,-0.028129,-2.996707
18.751882,5.903498,-4.001665,5.768283,-0.027829,-2.996777
18.749843,5.906384,-4.001710,5.770782,-0.027528,-2.996846
18.747806,5.909269,-4.001747,5.773281,-0.027228,-2.996914
18.745771,5.912153,-4.001777,5.775780,-0.026927,-2.996982
18.743738,5.915036,-4.001799,5.778279,-0.026626,-2.997049
18.741707,5.917918,-4.001812,5.780778,-0.026326,-2.997115
18.739679,5.920798,-4.001818,5.783278,-0.026025,-2.997181
18.737652,5.923678,-4.001816,5.785777,-0.025725,-2.997245
18.735626,5.926556,-4.001805,5.788276,-0.025424,-2.997309
18.733603,5.929433,-4.001787,5.790775,-0.025124,-2.997372
18.731582,5.932309,-4.001761,5.793274,-0.024823,-2.997435
18.729562,5.935183,-4.001727,5.795774,-0.024523,-2.997496
18.727544,5.938056,-4.001684,5.798273,-0.024222,-2.997557
18.725528,5.940928,-4.001634,5.800772,-0.023922,-2.997618
18.723514,5.943799,-4.001576,5.803271,-0.023621,-2.997677
18.721501,5.946668,-4.001510,5.805771,-0.023321,-2.997736
18.719490,5.949536,-4.001436,5.808270,-0.023020,-2.997794
18.717481,5.952402,-4.001354,5.810769,-0.022720,-2.997851
18.715474,5.955267,-4.001264,5.813269,-0.022420,-2.997907
18.713467,5.958130,-4.001166,5.815768,-0.022119,-2.997963
18.711463,5.960992,-4.001060,5.818268,-0.021819,-2.998018
18.709460,5.963853,-4.000946,5.820767,-0.021518,-2.998072
18.707459,5.966711,-4.000824,5.823266,-0.021218,-2.998125
18.705459,5.969569,-4.000694,5.825766,-0.020918,-2.998178
18.703460,5.972424,-4.000556,5.828265,-0.020617,-2.998230
18.701463,5.975278,-4.000410,5.830765,-0.020317,-2.998281
18.699468,5.978131,-4.000256,5.833264,-0.020017,-2.998331
18.697474,5.980981,-4.000094,5.835764,-0.019716,-2.998381
18.695481,5.983830,-3.999924,5.838263,-0.019416,-2.998430
18.693490,5.986677,-3.999746,5.840763,-0.019116,-2.998478
18.691500,5.989523,-3.999560,5.843262,-0.018816,-2.998526
18.689511,5.992366,-3.999366,5.845762,-0.018515,-2.998572
18.687524,5.995208,-3.999163,5.848262,-0.018215,-2.998618
18.685538,5.998048,-3.998953,5.850761,-0.017915,-2.998663
18.683554,6.000887,-3.998735,5.853261,-0.017614,-2.998708
18.681570,6.003723,-3.998509,5.855760,-0.017314,-2.998751
18.679588,6.006557,-3.998275,5.858260,-0.017014,-2.998794
18.677608,6.009390,-3.998032,5.860760,-0.016714,-2.998837
18.675628,6.012220,-3.997782,5.863259,-0.016414,-2.998878
18.673650,6.015049,-3.997524,5.865759,-0.016113,-2.998919
18.671673,6.017875,-3.997257,5.868259,-0.015813,-2.998958
18.669697,6.020700,-3.996983,5.870758,-0.015513,-2.998998
18.667722,6.023522,-3.996700,5.873258,-0.015213,-2.999036
18.665749,6.026343,-3.996410,5.875758,-0.014913,-2.999074
18.663776,6.029161,-3.996111,5.878257,-0.014612,-2.999111
18.661805,6.031977,-3.995804,5.880757,-0.014312,-2.999147
18.659835,6.034791,-3.995489,5.883257,-0.014012,-2.999182
18.657866,6.037603,-3.995166,5.885757,-0.013712,-2.999217
18.655899,6.040413,-3.994835,5.888256,-0.013412,-2.999251
18.653932,6.043220,-3.994496,5.890756,-0.013112,-2.999284
18.651967,6.046025,-3.994149,5.893256,-0.012811,-2.999316
18.650003,6.048828,-3.993793,5.895756,-0.012511,-2.999348
18.648039,6.051628,-3.993430,5.898256,-0.012211,-2.999379
18.646077,6.054427,-3.993058,5.900755,-0.011911,-2.999409
18.644117,6.057223,-3.992678,5.903255,-0.011611,-2.999438
18.642157,6.060016,-3.992290,5.905755,-0.011311,-2.999467
18.640198,6.062807,-3.991894,5.908255,-0.011011,-2.999495
18.638241,6.065596,-3.991490,5.910755,-0.010711,-2.999522
18.636284,6.068382,-3.991078,5.913255,-0.010411,-2.999548
18.634329,6.071166,-3.990657,5.915755,-0.010111,-2.999574
18.632375,6.073947,-3.990229,5.918254,-0.009810,-2.999599
18.630422,6.076726,-3.989792,5.920754,-0.009510,-2.999623
18.628470,6.079502,-3.989347,5.923254,-0.009210,-2.999647
18.626519,6.082276,-3.988894,5.925754,-0.008910,-2.999669
18.624570,6.085047,-3.988433,5.928254,-0.008610,-2.999691
18.622621,6.087816,-3.987963,5.930754,-0.008310,-2.999712
18.620674,6.090582,-3.987485,5.933254,-0.008010,-2.999733
18.618727,6.093345,-3.986999,5.935754,-0.007710,-2.999752
18.616782,6.096105,-3.986505,5.938254,-0.007410,-2.999771
18.614839,6.098863,-3.986003,5.940754,-0.007110,-2.999789
18.612896,6.101618,-3.985492,5.943254,-0.006810,-2.999807
18.610954,6.104371,-3.984974,5.945754,-0.006510,-2.999823
18.609014,6.107120,-3.984447,5.948253,-0.006210,-2.999839
18.607075,6.109867,-3.983911,5.950753,-0.005910,-2.999854
18.605137,6.112611,-3.983368,5.953253,-0.005610,-2.999869
18.603201,6.115352,-3.982816,5.955753,-0.005310,-2.999883
18.601265,6.118091,-3.982256,5.958253,-0.005010,-2.999895
18.599331,6.120826,-3.981688,5.960753,-0.004710,-2.999908
18.597398,6.123559,-3.981111,5.963253,-0.004410,-2.999919
18.595467,6.126288,-3.980527,5.965753,-0.004110,-2.999930
18.593537,6.129015,-3.979934,5.968253,-0.003810,-2.999940
18.591608,6.131738,-3.979332,5.970753,-0.003510,-2.999949
18.589680,6.134459,-3.978722,5.973253,-0.003210,-2.999957
18.587754,6.137177,-3.978104,5.975753,-0.002910,-2.999965
18.585830,6.139891,-3.977478,5.978253,-0.002610,-2.999972
18.583906,6.142603,-3.976844,5.980753,-0.002310,-2.999978
18.581985,6.145311,-3.976201,5.983253,-0.002010,-2.999983
18.580064,6.148017,-3.975549,5.985753,-0.001710,-2.999988
18.578145,6.150719,-3.974890,5.988253,-0.001410,-2.999992
18.576228,6.153418,-3.974222,5.990753,-0.001110,-2.999995
18.574312,6.156114,-3.973546,5.993253,-0.000810,-2.999997
18.572398,6.158806,-3.972861,5.995753,-0.000510,-2.999999
18.570485,6.161496,-3.972168,5.998253,-0.000210,-3.000000
18.568574,6.164182,-3.971467,6.000753,0.000090,-3.000000
18.566665,6.166865,-3.970757,6.003253,0.000390,-2.999999
18.564757,6.169545,-3.970039,6.005753,0.000690,-2.999998
18.562851,6.172221,-3.969312,6.008253,0.000990,-2.999996
18.560947,6.174894,-3.968577,6.010753,0.001290,-2.999993
18.559045,6.177564,-3.967834,6.013253,0.001590,-2.999989
18.557144,6.180231,-3.967083,6.015753,0.001890,-2.999985
18.555245,6.182894,-3.966322,6.018253,0.002190,-2.999980
18.553348,6.185553,-3.965554,6.020753,0.002490,-2.999974
18.551453,6.188210,-3.964777,6.023253,0.002790,-2.999968
18.549560,6.190862,-3.963992,6.025753,0.003090,-2.999960
18.547669,6.193512,-3.963198,6.028253,0.003390,-2.999952
18.545780,6.196158,-3.962396,6.030753,0.003690,-2.999943
18.543894,6.198800,-3.961585,6.033253,0.003990,-2.999934
18.542009,6.201439,-3.960766,6.035753,0.004290,-2.999923
18.540126,6.204074,-3.959938,6.038253,0.004590,-2.999912
18.538246,6.206706,-3.959102,6.040753,0.004890,-2.999900
18.536368,6.209334,-3.958258,6.043253,0.005190,-2.999888
18.534492,6.211959,-3.957405,6.045753,0.005491,-2.999874
18.532618,6.214580,-3.956543,6.048253,0.005791,-2.999860
18.530747,6.217197,-3.955673,6.050753,0.006091,-2.999845
18.528878,6.219811,-3.954795,6.053253,0.006391,-2.999830
18.527012,6.222421,-3.953908,6.055753,0.006691,-2.999813
18.525148,6.225027,-3.953012,6.058253,0.006991,-2.999796
18.523287,6.227630,-3.952108,6.060753,0.007291,-2.999779
18.521428,6.230229,-3.951196,6.063253,0.007591,-2.999760
18.519572,6.232824,-3.950275,6.065752,0.007891,-2.999741
18.517719,6.235415,-3.949345,6.068252,0.008191,-2.999720
18.515869,6.238003,-3.948407,6.070752,0.008491,-2.999700
18.514021,6.240587,-3.947461,6.073252,0.008791,-2.999678
18.512176,6.243167,-3.946506,6.075752,0.009091,-2.999656
18.510335,6.245743,-3.945542,6.078252,0.009391,-2.999633
18.508496,6.248316,-3.944570,6.080752,0.009691,-2.999609
18.506660,6.250884,-3.943589,6.083252,0.009991,-2.999584
18.504828,6.253449,-3.942600,6.085752,0.010291,-2.999559
18.502998,6.256010,-3.941602,6.088251,0.010591,-2.999533
18.501172,6.258567,-3.940596,6.090751,0.010892,-2.999506
18.499349,6.261120,-3.939581,6.093251,0.011192,-2.999478
18.497529,6.263669,-3.938557,6.095751,0.011492,-2.999450
18.495713,6.266214,-3.937525,6.098251,0.011792,-2.999421
18.493900,6.268755,-3.936484,6.100751,0.012092,-2.999391
18.492091,6.271292,-3.935435,6.103250,0.012392,-2.999360
18.490285,6.273825,-3.934377,6.105750,0.012692,-2.999329
18.488483,6.276354,-3.933311,6.108250,0.012992,-2.999297
18.486685,6.278880,-3.932236,6.110750,0.013292,-2.999264
18.484891,6.281401,-3.931152,6.113250,0.013593,-2.999230
18.483100,6.283918,-3.930060,6.115749,0.013893,-2.999196
18.481314,6.286431,-3.928960,6.118249,0.014193,-2.999161
18.479531,6.288940,-3.927850,6.120749,0.014493,-2.999125
18.477752,6.291445,-3.926732,6.123249,0.014793,-2.999088
18.475978,6.293945,-3.925606,6.125748,0.015093,-2.999051
18.474208,6.296442,-3.924471,6.128248,0.015394,-2.999013
18.472442,6.298935,-3.923327,6.130748,0.015694,-2.998974
18.470680,6.301423,-3.922175,6.133247,0.015994,-2.998935
18.468923,6.303907,-3.921014,6.135747,0.016294,-2.998894
18.467170,6.306387,-3.919844,6.138247,0.016594,-2.998853
18.465422,6.308863,-3.918666,6.140746,0.016895,-2.998811
18.463679,6.311335,-3.917480,6.143246,0.017195,-2.998769
18.461940,6.313803,-3.916284,6.145746,0.017495,-2.998725
18.460206,6.316266,-3.915080,6.148245,0.017795,-2.998681
18.458477,6.318725,-3.913868,6.150745,0.018096,-2.998636
18.456753,6.321180,-3.912647,6.153244,0.018396,-2.998591
18.455034,6.323631,-3.911417,6.155744,0.018696,-2.998544
18.453320,6.326077,-3.910179,6.158244,0.018996,-2.998497
18.451611,6.328520,-3.908932,6.160743,0.019297,-2.998449
18.449907,6.330958,-3.907677,6.163243,0.019597,-2.998401
18.448209,6.333391,-3.906413,6.165742,0.019897,-2.998351
18.446517,6.335821,-3.905140,6.168242,0.020198,-2.998301
18.444829,6.338246,-3.903859,6.170741,0.020498,-2.998250
18.443148,6.340667,-3.902569,6.173241,0.020798,-2.998199
18.441472,6.343083,-3.901271,6.175740,0.021099,-2.998146
18.439802,6.345495,-3.899964,6.178240,0.021399,-2.998093
18.438137,6.347903,-3.898648,6.180739,0.021699,-2.998039
18.436479,6.350307,-3.897324,6.183238,0.022000,-2.997985
18.434827,6.352706,-3.895992,6.185738,0.022300,-2.997929
18.433181,6.355101,-3.894651,6.188237,0.022601,-2.997873
18.431541,6.357492,-3.893301,6.190736,0.022901,-2.997816
18.429907,6.359878,-3.891943,6.193236,0.023201,-2.997759
18.428280,6.362260,-3.890576,6.195735,0.023502,-2.997700
18.426659,6.364637,-3.889201,6.198234,0.023802,-2.997641
18.425044,6.367010,-3.887817,6.200734,0.024103,-2.997581
18.423437,6.369379,-3.886425,6.203233,0.024403,-2.997521
18.421836,6.371743,-3.885024,6.205732,0.024704,-2.997459
18.420242,6.374103,-3.883614,6.208231,0.025004,-2.997397
18.418654,6.376459,-3.882197,6.210731,0.025305,-2.997334
18.417074,6.378810,-3.880770,6.213230,0.025605,-2.997271
18.415501,6.381157,-3.879335,6.215729,0.025906,-2.997206
