psi_m,x_m,y_m,x_d,psi_d,y_d
20.852828,11.773349,-0.493390,10.853069,1.962641,0.721927
20.856184,11.773308,-0.489863,10.852113,1.963840,0.724237
20.859543,11.773267,-0.486333,10.851154,1.965037,0.726546
20.862906,11.773226,-0.482802,10.850193,1.966234,0.728854
20.866273,11.773185,-0.479268,10.849228,1.967429,0.731160
20.869644,11.773144,-0.475732,10.848261,1.968623,0.733465
20.873018,11.773103,-0.472194,10.847291,1.969816,0.735770
20.876397,11.773061,-0.468654,10.846318,1.971008,0.738073
20.879778,11.773020,-0.465112,10.845343,1.972199,0.740374
20.883164,11.772978,-0.461567,10.844365,1.973389,0.742675
20.886554,11.772937,-0.458020,10.843384,1.974578,0.744975
20.889947,11.772895,-0.454471,10.842400,1.975766,0.747273
20.893344,11.772854,-0.450920,10.841414,1.976952,0.749570
20.896745,11.772813,-0.447367,10.840425,1.978138,0.751866
20.900149,11.772772,-0.443812,10.839433,1.979322,0.754161
20.903557,11.772731,-0.440255,10.838439,1.980505,0.756455
20.906969,11.772690,-0.436695,10.837442,1.981688,0.758747
20.910385,11.772650,-0.433134,10.836442,1.982869,0.761039
20.913804,11.772609,-0.429570,10.835439,1.984049,0.763329
20.917228,11.772570,-0.426005,10.834434,1.985228,0.765618
20.920654,11.772530,-0.422437,10.833426,1.986406,0.767905
20.924085,11.772491,-0.418867,10.832415,1.987582,0.770192
20.927519,11.772452,-0.415295,10.831401,1.988758,0.772477
20.930957,11.772414,-0.411721,10.830385,1.989933,0.774762
20.934399,11.772376,-0.408145,10.829367,1.991106,0.777045
20.937844,11.772338,-0.404567,10.828345,1.992279,0.779326
20.941293,11.772301,-0.400987,10.827321,1.993450,0.781607
20.944746,11.772265,-0.397405,10.826294,1.994620,0.783886
20.948202,11.772229,-0.393821,10.825265,1.995789,0.786165
20.951662,11.772194,-0.390234,10.824233,1.996957,0.788442
20.955126,11.772159,-0.386646,10.823198,1.998124,0.790718
20.958593,11.772125,-0.383056,10.822161,1.999290,0.792992
20.962064,11.772092,-0.379463,10.821120,2.000454,0.795265
20.965538,11.772060,-0.375869,10.820078,2.001618,0.797538
20.969016,11.772028,-0.372273,10.819032,2.002780,0.799809
20.972497,11.771997,-0.368674,10.817984,2.003941,0.802078
20.975982,11.771967,-0.365074,10.816934,2.005102,0.804347
20.979471,11.771938,-0.361471,10.815880,2.006261,0.806614
20.982963,11.771910,-0.357867,10.814825,2.007419,0.808880
20.986458,11.771882,-0.354260,10.813766,2.008575,0.811145
20.989957,11.771856,-0.350652,10.812705,2.009731,0.813409
20.993460,11.771831,-0.347041,10.811641,2.010886,0.815671
20.996965,11.771807,-0.343429,10.810575,2.012039,0.817932
21.000475,11.771783,-0.339814,10.809506,2.013192,0.820192
21.003987,11.771761,-0.336198,10.808434,2.014343,0.822451
21.007503,11.771741,-0.332579,10.807360,2.015493,0.824708
21.011022,11.771721,-0.328958,10.806283,2.016642,0.826965
21.014545,11.771702,-0.325336,10.805204,2.017790,0.829220
21.018071,11.771685,-0.321711,10.804122,2.018937,0.831473
21.021600,11.771669,-0.318084,10.803038,2.020083,0.833726
21.025132,11.771654,-0.314456,10.801950,2.021227,0.835977
21.028668,11.771641,-0.310825,10.800861,2.022371,0.838227
21.032207,11.771629,-0.307192,10.799769,2.023513,0.840476
21.035749,11.771619,-0.303557,10.798674,2.024654,0.842723
21.039294,11.771610,-0.299921,10.797576,2.025794,0.844970
21.042842,11.771602,-0.296282,10.796476,2.026933,0.847215
21.046393,11.771596,-0.292641,10.795374,2.028071,0.849459
21.049947,11.771592,-0.288998,10.794269,2.029208,0.851701
21.053504,11.771589,-0.285353,10.793161,2.030343,0.853942
21.057064,11.771588,-0.281706,10.792051,2.031478,0.856182
21.060627,11.771588,-0.278057,10.790939,2.032611,0.858421
21.064193,11.771590,-0.274406,10.789823,2.033743,0.860659
21.067762,11.771594,-0.270753,10.788706,2.034874,0.862895
21.071334,11.771600,-0.267098,10.787585,2.036004,0.865130
21.074908,11.771608,-0.263440,10.786463,2.037133,0.867363
21.078485,11.771617,-0.259781,10.785337,2.038261,0.869596
21.082065,11.771628,-0.256119,10.784209,2.039387,0.871827
21.085647,11.771641,-0.252456,10.783079,2.040513,0.874057
21.089232,11.771656,-0.248790,10.781946,2.041637,0.876285
21.092820,11.771674,-0.245123,10.780811,2.042760,0.878513
21.096410,11.771693,-0.241453,10.779673,2.043882,0.880739
21.100002,11.771714,-0.237781,10.778533,2.045003,0.882964
21.103597,11.771737,-0.234107,10.777390,2.046123,0.885187
21.107195,11.771763,-0.230430,10.776245,2.047242,0.887409
21.110794,11.771790,-0.226752,10.775097,2.048359,0.889630
21.114396,11.771820,-0.223071,10.773947,2.049476,0.891850
21.118001,11.771852,-0.219389,10.772794,2.050591,0.894068
21.121607,11.771886,-0.215704,10.771639,2.051705,0.896285
21.125215,11.771923,-0.212017,10.770481,2.052818,0.898501
21.128826,11.771962,-0.208328,10.769321,2.053930,0.900716
21.132438,11.772003,-0.204636,10.768158,2.055041,0.902929
21.136053,11.772047,-0.200943,10.766993,2.056150,0.905141
21.139669,11.772093,-0.197247,10.765825,2.057259,0.907351
21.143287,11.772142,-0.193549,10.764656,2.058366,0.909561
21.146907,11.772193,-0.189849,10.763483,2.059473,0.911769
21.150529,11.772247,-0.186146,10.762308,2.060578,0.913976
21.154153,11.772303,-0.182441,10.761131,2.061682,0.916181
21.157778,11.772362,-0.178734,10.759951,2.062784,0.918385
21.161404,11.772424,-0.175025,10.758769,2.063886,0.920588
21.165032,11.772488,-0.171313,10.757584,2.064987,0.922790
21.168661,11.772555,-0.167599,10.756397,2.066086,0.924990
21.172292,11.772625,-0.163883,10.755208,2.067184,0.927189
21.175924,11.772698,-0.160165,10.754016,2.068282,0.929386
21.179557,11.772773,-0.156444,10.752822,2.069378,0.931583
21.183192,11.772852,-0.152720,10.751625,2.070472,0.933778
21.186827,11.772933,-0.148995,10.750426,2.071566,0.935971
21.190463,11.773017,-0.145267,10.749225,2.072659,0.938164
21.194100,11.773104,-0.141536,10.748021,2.073750,0.940355
21.197739,11.773194,-0.137803,10.746815,2.074841,0.942544
21.201377,11.773288,-0.134068,10.745606,2.075930,0.944733
21.205017,11.773384,-0.130330,10.744395,2.077018,0.946920
21.208657,11.773483,-0.126590,10.743182,2.078105,0.949106
21.212298,11.773586,-0.122847,10.741966,2.079191,0.951290
21.215939,11.773692,-0.119102,10.740748,2.080275,0.953473
21.219580,11.773801,-0.115354,10.739527,2.081359,0.955655
21.223222,11.773913,-0.111604,10.738304,2.082441,0.957836
21.226864,11.774028,-0.107851,10.737079,2.083523,0.960015
21.230506,11.774147,-0.104096,10.735852,2.084603,0.962193
21.234148,11.774269,-0.100338,10.734622,2.085682,0.964369
21.237790,11.774394,-0.096577,10.733390,2.086760,0.966545
21.241431,11.774523,-0.092814,10.732155,2.087836,0.968718
21.245073,11.774656,-0.089048,10.730918,2.088912,0.970891
21.248714,11.774791,-0.085280,10.729679,2.089987,0.973062
21.252355,11.774931,-0.081509,10.728437,2.091060,0.975232
21.255995,11.775073,-0.077735,10.727193,2.092132,0.977401
21.259635,11.775220,-0.073958,10.725947,2.093203,0.979568
21.263273,11.775370,-0.070179,10.724698,2.094273,0.981734
21.266912,11.775523,-0.066397,10.723447,2.095342,0.983898
21.270549,11.775680,-0.062612,10.722194,2.096410,0.986062
21.274185,11.775841,-0.058824,10.720939,2.097476,0.988223
21.277820,11.776006,-0.055034,10.719681,2.098542,0.990384
21.281454,11.776174,-0.051241,10.718421,2.099606,0.992543
21.285086,11.776346,-0.047445,10.717158,2.100669,0.994701
21.288717,11.776522,-0.043646,10.715894,2.101731,0.996857
21.292347,11.776702,-0.039844,10.714627,2.102792,0.999013
21.295974,11.776885,-0.036039,10.713357,2.103852,1.001166
21.299601,11.777073,-0.032231,10.712086,2.104911,1.003319
21.303225,11.777264,-0.028420,10.710812,2.105968,1.005470
21.306847,11.777459,-0.024606,10.709536,2.107025,1.007620
21.310467,11.777658,-0.020790,10.708258,2.108080,1.009768
21.314085,11.777862,-0.016970,10.706977,2.109134,1.011915
21.317701,11.778069,-0.013147,10.705694,2.110187,1.014061
21.321315,11.778280,-0.009321,10.704409,2.111239,1.016205
21.324925,11.778496,-0.005492,10.703121,2.112290,1.018348
21.328533,11.778715,-0.001660,10.701832,2.113339,1.020490
21.332139,11.778939,0.002176,10.700540,2.114388,1.022630
21.335741,11.779166,0.006014,10.699246,2.115435,1.024769
21.339341,11.779398,0.009856,10.697949,2.116481,1.026907
21.342937,11.779634,0.013701,10.696651,2.117527,1.029043
21.346530,11.779874,0.017549,10.695350,2.118571,1.031178
21.350120,11.780119,0.021401,10.694047,2.119613,1.033312
21.353706,11.780368,0.025256,10.692741,2.120655,1.035444
21.357289,11.780621,0.029114,10.691434,2.121696,1.037575
21.360867,11.780878,0.032975,10.690124,2.122735,1.039704
21.364442,11.781140,0.036840,10.688812,2.123774,1.041832
21.368013,11.781406,0.040709,10.687498,2.124811,1.043959
21.371580,11.781676,0.044580,10.686182,2.125847,1.046084
21.375143,11.781951,0.048456,10.684863,2.126882,1.048208
21.378701,11.782230,0.052334,10.683542,2.127916,1.050331
21.382254,11.782514,0.056217,10.682219,2.128949,1.052452
21.385803,11.782802,0.060102,10.680894,2.129980,1.054572
21.389347,11.783094,0.063992,10.679567,2.131011,1.056691
21.392886,11.783391,0.067885,10.678237,2.132040,1.058808
21.396421,11.783693,0.071781,10.676906,2.133069,1.060924
21.399949,11.783999,0.075681,10.675572,2.134096,1.063038
21.403473,11.784309,0.079585,10.674236,2.135122,1.065151
21.406991,11.784624,0.083493,10.672898,2.136147,1.067263
21.410503,11.784944,0.087404,10.671557,2.137171,1.069373
21.414010,11.785268,0.091319,10.670215,2.138193,1.071482
21.417510,11.785597,0.095238,10.668870,2.139215,1.073590
21.421005,11.785930,0.099161,10.667523,2.140236,1.075696
21.424493,11.786268,0.103088,10.666174,2.141255,1.077801
21.427975,11.786611,0.107018,10.664823,2.142273,1.079904
21.431451,11.786958,0.110952,10.663470,2.143290,1.082006
21.434920,11.787310,0.114891,10.662115,2.144306,1.084107
21.438382,11.787667,0.118833,10.660757,2.145321,1.086206
21.441837,11.788028,0.122779,10.659397,2.146335,1.088304
21.445285,11.788394,0.126729,10.658036,2.147348,1.090401
21.448726,11.788765,0.130683,10.656672,2.148359,1.092496
21.452159,11.789140,0.134642,10.655306,2.149370,1.094590
21.455585,11.789520,0.138604,10.653937,2.150379,1.096682
21.459003,11.789905,0.142571,10.652567,2.151387,1.098773
21.462414,11.790294,0.146541,10.651195,2.152395,1.100863
21.465816,11.790689,0.150516,10.649820,2.153401,1.102951
21.469210,11.791088,0.154495,10.648444,2.154406,1.105038
21.472596,11.791491,0.158479,10.647065,2.155409,1.107123
21.475974,11.791900,0.162466,10.645685,2.156412,1.109208
21.479342,11.792313,0.166458,10.644302,2.157414,1.111290
21.482702,11.792731,0.170454,10.642917,2.158414,1.113372
21.486053,11.793154,0.174455,10.641530,2.159414,1.115452
21.489395,11.793581,0.178459,10.640141,2.160412,1.117530
21.492728,11.794013,0.182467,10.638750,2.161409,1.119607
21.496051,11.794449,0.186479,10.637356,2.162405,1.121683
21.499364,11.794890,0.190495,10.635961,2.163400,1.123758
21.502667,11.795335,0.194515,10.634564,2.164394,1.125831
21.505960,11.795784,0.198538,10.633164,2.165387,1.127902
21.509243,11.796237,0.202564,10.631763,2.166379,1.129973
21.512516,11.796695,0.206594,10.630359,2.167369,1.132041
21.515777,11.797156,0.210627,10.628954,2.168359,1.134109
21.519028,11.797621,0.214663,10.627546,2.169347,1.136175
21.522268,11.798090,0.218702,10.626137,2.170335,1.138240
21.525496,11.798564,0.222744,10.624725,2.171321,1.140303
21.528713,11.799040,0.226788,10.623311,2.172306,1.142365
21.531918,11.799521,0.230836,10.621896,2.173290,1.144425
21.535112,11.800005,0.234886,10.620478,2.174273,1.146484
21.538293,11.800493,0.238938,10.619058,2.175255,1.148542
21.541462,11.800984,0.242993,10.617636,2.176236,1.150599
21.544619,11.801478,0.247051,10.616212,2.177216,1.152653
21.547763,11.801976,0.251110,10.614787,2.178194,1.154707
21.550894,11.802477,0.255172,10.613359,2.179172,1.156759
21.554013,11.802982,0.259236,10.611929,2.180148,1.158810
21.557118,11.803489,0.263301,10.610497,2.181123,1.160859
21.560210,11.804000,0.267369,10.609063,2.182098,1.162907
21.563288,11.804514,0.271438,10.607627,2.183071,1.164954
21.566352,11.805030,0.275509,10.606190,2.184043,1.166999
21.569402,11.805550,0.279582,10.604750,2.185014,1.169043
21.572439,11.806072,0.283656,10.603308,2.185984,1.171085
21.575461,11.806598,0.287731,10.601864,2.186953,1.173126
21.578468,11.807126,0.291808,10.600418,2.187921,1.175166
21.581461,11.807656,0.295886,10.598971,2.188887,1.177204
21.584439,11.808189,0.299965,10.597521,2.189853,1.179240
21.587402,11.808725,0.304046,10.596069,2.190817,1.181276
21.590350,11.809263,0.308127,10.594616,2.191781,1.183310
21.593282,11.809804,0.312209,10.593160,2.192743,1.185342
21.596199,11.810347,0.316292,10.591703,2.193705,1.187374
21.599099,11.810892,0.320376,10.590243,2.194665,1.189403
21.601984,11.811439,0.324461,10.588782,2.195624,1.191432
21.604853,11.811989,0.328546,10.587318,2.196582,1.193459
21.607706,11.812541,0.332631,10.585853,2.197539,1.195484
21.610542,11.813095,0.336718,10.584386,2.198495,1.197508
21.613361,11.813651,0.340804,10.582917,2.199450,1.199531
21.616164,11.814208,0.344891,10.581446,2.200404,1.201552
21.618950,11.814768,0.348978,10.579973,2.201357,1.203572
21.621718,11.815329,0.353065,10.578498,2.202308,1.205591
21.624469,11.815892,0.357152,10.577021,2.203259,1.207608
21.627203,11.816457,0.361239,10.575542,2.204208,1.209624
21.629919,11.817024,0.365327,10.574061,2.205157,1.211638
21.632617,11.817592,0.369414,10.572579,2.206104,1.213651
21.635298,11.818162,0.373500,10.571094,2.207051,1.215663
21.637960,11.818733,0.377587,10.569608,2.207996,1.217673
21.640604,11.819305,0.381673,10.568119,2.208940,1.219681
21.643230,11.819879,0.385759,10.566629,2.209883,1.221689
21.645837,11.820454,0.389845,10.565137,2.210826,1.223695
21.648425,11.821031,0.393929,10.563643,2.211767,1.225699
21.650994,11.821608,0.398014,10.562147,2.212707,1.227702
21.653545,11.822187,0.402097,10.560649,2.213646,1.229704
21.656076,11.822767,0.406180,10.559150,2.214583,1.231704
21.658588,11.823347,0.410262,10.557648,2.215520,1.233703
21.661080,11.823929,0.414344,10.556145,2.216456,1.235700
21.663553,11.824512,0.418424,10.554640,2.217391,1.237697
21.666006,11.825095,0.422503,10.553133,2.218325,1.239691
21.668439,11.825679,0.426582,10.551624,2.219257,1.241684
21.670853,11.826264,0.430659,10.550113,2.220189,1.243676
21.673246,11.826850,0.434735,10.548600,2.221119,1.245667
21.675619,11.827436,0.438811,10.547086,2.222049,1.247656
21.677971,11.828023,0.442884,10.545569,2.222977,1.249643
21.680303,11.828610,0.446957,10.544051,2.223905,1.251629
21.682614,11.829198,0.451028,10.542531,2.224831,1.253614
21.684905,11.829786,0.455098,10.541009,2.225757,1.255598
21.687175,11.830375,0.459166,10.539485,2.226681,1.257580
21.689424,11.830963,0.463233,10.537960,2.227604,1.259560
21.691651,11.831552,0.467298,10.536432,2.228526,1.261539
21.693858,11.832142,0.471362,10.534903,2.229448,1.263517
21.696043,11.832731,0.475424,10.533372,2.230368,1.265493
21.698206,11.833320,0.479484,10.531839,2.231287,1.267468
21.700348,11.833909,0.483543,10.530305,2.232205,1.269442
21.702469,11.834498,0.487599,10.528768,2.233122,1.271414
21.704568,11.835088,0.491654,10.527230,2.234038,1.273385
21.706644,11.835677,0.495707,10.525690,2.234953,1.275354
21.708699,11.836265,0.499758,10.524148,2.235867,1.277322
21.710732,11.836854,0.503807,10.522604,2.236780,1.279288
21.712743,11.837442,0.507855,10.521059,2.237692,1.281253
21.714731,11.838029,0.511900,10.519511,2.238603,1.283217
21.716697,11.838617,0.515942,10.517962,2.239512,1.285179
21.718641,11.839203,0.519983,10.516411,2.240421,1.287140
21.720562,11.839790,0.524022,10.514859,2.241329,1.289100
21.722461,11.840375,0.528058,10.513304,2.242236,1.291058
21.724337,11.840960,0.532092,10.511748,2.243142,1.293014
21.726190,11.841544,0.536124,10.510190,2.244046,1.294969
21.728021,11.842128,0.540153,10.508631,2.244950,1.296923
21.729828,11.842710,0.544180,10.507069,2.245853,1.298876
21.731613,11.843292,0.548204,10.505506,2.246754,1.300827
21.733374,11.843873,0.552226,10.503941,2.247655,1.302776
21.735113,11.844452,0.556246,10.502374,2.248555,1.304724
21.736828,11.845031,0.560262,10.500806,2.249453,1.306671
21.738520,11.845609,0.564277,10.499235,2.250351,1.308616
21.740189,11.846185,0.568288,10.497663,2.251248,1.310560
21.741835,11.846760,0.572297,10.496090,2.252143,1.312503
21.743457,11.847334,0.576304,10.494514,2.253038,1.314444
21.745055,11.847907,0.580307,10.492937,2.253931,1.316384
21.746630,11.848478,0.584308,10.491358,2.254824,1.318322
21.748182,11.849048,0.588306,10.489777,2.255716,1.320259
21.749710,11.849616,0.592301,10.488195,2.256606,1.322194
21.751214,11.850183,0.596293,10.486611,2.257496,1.324128
21.752695,11.850748,0.600283,10.485025,2.258384,1.326061
21.754152,11.851312,0.604269,10.483438,2.259272,1.327992
21.755585,11.851874,0.608253,10.481848,2.260159,1.329922
21.756994,11.852434,0.612233,10.480257,2.261044,1.331851
21.758380,11.852992,0.616210,10.478665,2.261929,1.333778
21.759741,11.853548,0.620185,10.477070,2.262812,1.335703
21.761079,11.854103,0.624156,10.475474,2.263695,1.337627
21.762393,11.854655,0.628124,10.473876,2.264576,1.339550
21.763683,11.855206,0.632089,10.472277,2.265457,1.341472
21.764948,11.855754,0.636051,10.470676,2.266337,1.343392
21.766190,11.856300,0.640010,10.469073,2.267215,1.345310
21.767408,11.856844,0.643965,10.467468,2.268093,1.347227
21.768602,11.857386,0.647917,10.465862,2.268970,1.349143
21.769771,11.857926,0.651866,10.464254,2.269845,1.351057
21.770917,11.858463,0.655812,10.462645,2.270720,1.352970
21.772039,11.858998,0.659754,10.461034,2.271594,1.354882
21.773136,11.859530,0.663693,10.459421,2.272466,1.356792
21.774209,11.860060,0.667629,10.457806,2.273338,1.358701
21.775259,11.860587,0.671561,10.456190,2.274209,1.360608
21.776284,11.861111,0.675490,10.454572,2.275078,1.362514
21.777285,11.861633,0.679415,10.452952,2.275947,1.364418
21.778262,11.862153,0.683337,10.451331,2.276815,1.366321
21.779215,11.862669,0.687255,10.449708,2.277682,1.368223
21.780143,11.863183,0.691170,10.448084,2.278548,1.370123
21.781048,11.863694,0.695081,10.446458,2.279413,1.372022
21.781929,11.864201,0.698989,10.444830,2.280277,1.373920
21.782785,11.864706,0.702893,10.443201,2.281139,1.375816
21.783618,11.865208,0.706793,10.441569,2.282001,1.377710
21.784426,11.865707,0.710690,10.439937,2.282862,1.379604
21.785211,11.866203,0.714583,10.438302,2.283722,1.381495
21.785971,11.866695,0.718473,10.436667,2.284582,1.383386
21.786707,11.867184,0.722359,10.435029,2.285440,1.385275
21.787420,11.867670,0.726241,10.433390,2.286297,1.387162
21.788108,11.868153,0.730120,10.431749,2.287153,1.389049
21.788773,11.868632,0.733995,10.430107,2.288008,1.390933
21.789414,11.869108,0.737866,10.428463,2.288862,1.392817
21.790031,11.869580,0.741733,10.426817,2.289716,1.394699
21.790624,11.870049,0.745597,10.425170,2.290568,1.396579
21.791193,11.870514,0.749457,10.423521,2.291419,1.398459
21.791739,11.870975,0.753313,10.421870,2.292270,1.400336
21.792260,11.871433,0.757165,10.420218,2.293119,1.402213
21.792759,11.871887,0.761013,10.418565,2.293968,1.404088
21.793233,11.872338,0.764858,10.416910,2.294815,1.405961
21.793684,11.872784,0.768699,10.415253,2.295662,1.407834
21.794111,11.873227,0.772536,10.413594,2.296508,1.409704
21.794515,11.873665,0.776369,10.411934,2.297352,1.411574
21.794896,11.874100,0.780198,10.410273,2.298196,1.413442
21.795253,11.874531,0.784023,10.408610,2.299039,1.415308
21.795587,11.874957,0.787845,10.406945,2.299881,1.417173
21.795897,11.875380,0.791662,10.405279,2.300722,1.419037
21.796184,11.875798,0.795476,10.403611,2.301562,1.420899
21.796448,11.876212,0.799285,10.401942,2.302401,1.422760
21.796689,11.876622,0.803091,10.400271,2.303239,1.424620
21.796907,11.877027,0.806893,10.398598,2.304076,1.426478
21.797102,11.877428,0.810691,10.396924,2.304912,1.428335
21.797274,11.877825,0.814485,10.395249,2.305748,1.430190
21.797423,11.878217,0.818275,10.393571,2.306582,1.432044
21.797550,11.878605,0.822061,10.391893,2.307415,1.433897
21.797653,11.878988,0.825843,10.390213,2.308248,1.435748
21.797734,11.879366,0.829621,10.388531,2.309079,1.437598
21.797792,11.879740,0.833396,10.386847,2.309910,1.439446
21.797828,11.880110,0.837166,10.385163,2.310740,1.441293
21.797842,11.880474,0.840932,10.383476,2.311569,1.443139
21.797833,11.880834,0.844695,10.381788,2.312396,1.444983
21.797801,11.881189,0.848453,10.380099,2.313223,1.446826
21.797748,11.881539,0.852208,10.378408,2.314049,1.448667
21.797672,11.881884,0.855958,10.376715,2.314875,1.450507
21.797575,11.882224,0.859704,10.375021,2.315699,1.452346
21.797455,11.882559,0.863447,10.373326,2.316522,1.454183
21.797313,11.882889,0.867185,10.371629,2.317344,1.456018
21.797150,11.883214,0.870920,10.369930,2.318166,1.457853
21.796965,11.883534,0.874650,10.368230,2.318986,1.459686
21.796759,11.883849,0.878377,10.366529,2.319806,1.461517
21.796530,11.884158,0.882100,10.364826,2.320624,1.463348
21.796281,11.884463,0.885818,10.363121,2.321442,1.465177
21.796010,11.884761,0.889533,10.361415,2.322259,1.467004
21.795718,11.885055,0.893243,10.359708,2.323075,1.468830
21.795405,11.885343,0.896950,10.357999,2.323890,1.470655
21.795071,11.885626,0.900652,10.356288,2.324704,1.472478
21.794716,11.885903,0.904351,10.354576,2.325517,1.474300
21.794340,11.886175,0.908045,10.352863,2.326330,1.476120
21.793944,11.886441,0.911736,10.351148,2.327141,1.477939
21.793527,11.886701,0.915422,10.349431,2.327951,1.479757
21.793090,11.886956,0.919105,10.347714,2.328761,1.481573
21.792632,11.887205,0.922783,10.345994,2.329570,1.483388
21.792155,11.887449,0.926458,10.344273,2.330378,1.485202
21.791657,11.887687,0.930128,10.342551,2.331185,1.487014
21.791139,11.887919,0.933795,10.340827,2.331991,1.488824
21.790602,11.888145,0.937458,10.339102,2.332796,1.490634
21.790045,11.888365,0.941116,10.337376,2.333600,1.492442
21.789469,11.888579,0.944771,10.335647,2.334403,1.494248
21.788873,11.888787,0.948422,10.333918,2.335206,1.496053
21.788258,11.888990,0.952069,10.332187,2.336007,1.497857
21.787624,11.889186,0.955712,10.330454,2.336808,1.499660
21.786971,11.889376,0.959351,10.328721,2.337608,1.501461
21.786299,11.889560,0.962986,10.326985,2.338406,1.503260
21.785609,11.889738,0.966617,10.325248,2.339204,1.505059
21.784900,11.889910,0.970244,10.323510,2.340002,1.506855
21.784173,11.890076,0.973868,10.321771,2.340798,1.508651
21.783428,11.890235,0.977487,10.320030,2.341593,1.510445
21.782664,11.890388,0.981103,10.318287,2.342388,1.512238
21.781883,11.890535,0.984715,10.316543,2.343181,1.514029
21.781084,11.890675,0.988323,10.314798,2.343974,1.515819
21.780268,11.890809,0.991927,10.313051,2.344766,1.517607
21.779434,11.890937,0.995528,10.311303,2.345557,1.519395
21.778583,11.891058,0.999125,10.309553,2.346347,1.521180
21.777715,11.891172,1.002718,10.307802,2.347136,1.522965
21.776830,11.891281,1.006307,10.306050,2.347924,1.524748
21.775928,11.891382,1.009892,10.304296,2.348712,1.526529
21.775009,11.891477,1.013474,10.302541,2.349499,1.528310
21.774075,11.891566,1.017052,10.300785,2.350284,1.530089
21.773123,11.891647,1.020627,10.299027,2.351069,1.531866
21.772156,11.891723,1.024198,10.297267,2.351853,1.533642
21.771173,11.891791,1.027765,10.295506,2.352636,1.535417
21.770175,11.891853,1.031328,10.293744,2.353419,1.537190
21.769160,11.891908,1.034888,10.291981,2.354200,1.538962
21.768131,11.891956,1.038445,10.290216,2.354981,1.540733
21.767086,11.891998,1.041998,10.288449,2.355760,1.542502
21.766026,11.892032,1.045547,10.286682,2.356539,1.544270
21.764951,11.892060,1.049093,10.284913,2.357317,1.546036
21.763862,11.892081,1.052636,10.283142,2.358094,1.547801
21.762758,11.892095,1.056175,10.281370,2.358871,1.549565
21.761640,11.892102,1.059710,10.279597,2.359646,1.551328
21.760507,11.892103,1.063243,10.277823,2.360421,1.553088
21.759361,11.892096,1.066772,10.276047,2.361194,1.554848
21.758201,11.892082,1.070297,10.274270,2.361967,1.556606
21.757028,11.892061,1.073819,10.272491,2.362739,1.558363
21.755841,11.892034,1.077339,10.270711,2.363511,1.560119
21.754640,11.891999,1.080854,10.268930,2.364281,1.561873
21.753427,11.891957,1.084367,10.267147,2.365050,1.563625
21.752201,11.891908,1.087877,10.265363,2.365819,1.565377
21.750963,11.891852,1.091383,10.263578,2.366587,1.567127
21.749712,11.891789,1.094886,10.261791,2.367354,1.568875
21.748448,11.891719,1.098386,10.260003,2.368120,1.570623
21.747173,11.891641,1.101883,10.258213,2.368885,1.572369
21.745886,11.891556,1.105378,10.256423,2.369650,1.574113
21.744587,11.891465,1.108869,10.254631,2.370414,1.575856
21.743276,11.891366,1.112357,10.252837,2.371176,1.577598
21.741954,11.891259,1.115842,10.251043,2.371938,1.579338
21.740622,11.891146,1.119325,10.249246,2.372700,1.581077
21.739278,11.891025,1.122805,10.247449,2.373460,1.582815
21.737923,11.890897,1.126281,10.245650,2.374219,1.584551
21.736558,11.890762,1.129756,10.243850,2.374978,1.586286
21.735183,11.890620,1.133227,10.242049,2.375736,1.588020
21.733797,11.890470,1.136696,10.240246,2.376493,1.589752
21.732402,11.890313,1.140162,10.238443,2.377249,1.591483
21.730996,11.890148,1.143626,10.236637,2.378004,1.593212
21.729581,11.889977,1.147087,10.234831,2.378759,1.594940
21.728157,11.889798,1.150545,10.233023,2.379513,1.596667
21.726724,11.889611,1.154001,10.231214,2.380266,1.598393
21.725281,11.889418,1.157455,10.229403,2.381018,1.600117
21.723830,11.889216,1.160906,10.227592,2.381769,1.601839
21.722370,11.889008,1.164355,10.225779,2.382519,1.603561
21.720902,11.888792,1.167802,10.223964,2.383269,1.605281
21.719426,11.888569,1.171246,10.222149,2.384018,1.606999
21.717941,11.888339,1.174688,10.220332,2.384766,1.608716
21.716449,11.888101,1.178128,10.218513,2.385513,1.610432
21.714949,11.887855,1.181566,10.216694,2.386260,1.612147
21.713442,11.887603,1.185002,10.214873,2.387005,1.613860
21.711927,11.887343,1.188436,10.213051,2.387750,1.615572
21.710406,11.887075,1.191867,10.211228,2.388494,1.617282
21.708877,11.886800,1.195297,10.209403,2.389237,1.618991
21.707342,11.886518,1.198725,10.207578,2.389980,1.620699
21.705801,11.886229,1.202152,10.205750,2.390721,1.622405
21.704253,11.885932,1.205576,10.203922,2.391462,1.624110
21.702699,11.885627,1.208999,10.202092,2.392202,1.625814
21.701139,11.885316,1.212419,10.200262,2.392941,1.627516
21.699573,11.884996,1.215839,10.198429,2.393680,1.629217
21.698002,11.884670,1.219256,10.196596,2.394417,1.630917
21.696426,11.884336,1.222673,10.194761,2.395154,1.632615
21.694845,11.883995,1.226087,10.192925,2.395890,1.634312
21.693258,11.883646,1.229500,10.191088,2.396625,1.636007
21.691667,11.883290,1.232912,10.189250,2.397360,1.637702
21.690072,11.882927,1.236323,10.187410,2.398093,1.639395
21.688472,11.882557,1.239732,10.185569,2.398826,1.641086
21.686868,11.882179,1.243140,10.183727,2.399558,1.642776
21.685259,11.881793,1.246546,10.181884,2.400289,1.644465
