psi_m,x_m,y_m,psi_d,x_d,y_d
7.712225,6.531375,-2.572660,0.869826,10.460714,-1.355260
7.712986,6.535297,-2.571192,0.870700,10.462326,-1.353349
7.713747,6.539217,-2.569721,0.871574,10.463935,-1.351437
7.714507,6.543137,-2.568248,0.872449,10.465544,-1.349522
7.715267,6.547054,-2.566772,0.873326,10.467150,-1.347607
7.716026,6.550971,-2.565295,0.874203,10.468755,-1.345690
7.716784,6.554886,-2.563815,0.875082,10.470358,-1.343772
7.717543,6.558801,-2.562333,0.875961,10.471960,-1.341852
7.718300,6.562713,-2.560850,0.876842,10.473560,-1.339931
7.719057,6.566625,-2.559363,0.877723,10.475158,-1.338009
7.719813,6.570535,-2.557875,0.878605,10.476754,-1.336085
7.720569,6.574444,-2.556385,0.879489,10.478349,-1.334159
7.721324,6.578351,-2.554892,0.880373,10.479942,-1.332233
7.722079,6.582258,-2.553397,0.881259,10.481533,-1.330304
7.722833,6.586163,-2.551900,0.882145,10.483123,-1.328375
7.723587,6.590066,-2.550401,0.883032,10.484711,-1.326444
7.724340,6.593969,-2.548899,0.883921,10.486297,-1.324512
7.725092,6.597870,-2.547396,0.884810,10.487881,-1.322578
7.725844,6.601769,-2.545890,0.885700,10.489464,-1.320643
7.726596,6.605668,-2.544382,0.886592,10.491045,-1.318706
7.727346,6.609565,-2.542872,0.887484,10.492624,-1.316768
7.728097,6.613461,-2.541359,0.888378,10.494202,-1.314829
7.728846,6.617355,-2.539845,0.889272,10.495778,-1.312888
7.729595,6.621248,-2.538328,0.890167,10.497352,-1.310945
7.730344,6.625140,-2.536809,0.891064,10.498924,-1.309002
7.731092,6.629031,-2.535288,0.891961,10.500495,-1.307057
7.731839,6.632920,-2.533765,0.892860,10.502063,-1.305110
7.732586,6.636808,-2.532239,0.893759,10.503631,-1.303162
7.733332,6.640694,-2.530711,0.894660,10.505196,-1.301213
7.734077,6.644580,-2.529182,0.895561,10.506759,-1.299262
7.734822,6.648464,-2.527650,0.896464,10.508321,-1.297310
7.735567,6.652346,-2.526115,0.897367,10.509881,-1.295357
7.736311,6.656227,-2.524579,0.898272,10.511440,-1.293402
7.737054,6.660107,-2.523040,0.899177,10.512996,-1.291446
7.737796,6.663986,-2.521499,0.900084,10.514551,-1.289488
7.738539,6.667863,-2.519956,0.900991,10.516104,-1.287529
7.739280,6.671739,-2.518411,0.901900,10.517655,-1.285568
7.740021,6.675613,-2.516864,0.902810,10.519204,-1.283606
7.740761,6.679486,-2.515314,0.903720,10.520752,-1.281643
7.741501,6.683358,-2.513762,0.904632,10.522298,-1.279678
7.742240,6.687229,-2.512208,0.905545,10.523842,-1.277712
7.742979,6.691098,-2.510652,0.906459,10.525384,-1.275744
7.743717,6.694966,-2.509094,0.907373,10.526925,-1.273775
7.744454,6.698832,-2.507533,0.908289,10.528463,-1.271805
7.745191,6.702697,-2.505970,0.909206,10.530000,-1.269833
7.745927,6.706561,-2.504405,0.910124,10.531535,-1.267860
7.746663,6.710423,-2.502838,0.911043,10.533068,-1.265885
7.747398,6.714284,-2.501269,0.911963,10.534600,-1.263909
7.748133,6.718144,-2.499697,0.912884,10.536129,-1.261931
7.748867,6.722002,-2.498123,0.913806,10.537657,-1.259953
7.749600,6.725859,-2.496547,0.914729,10.539183,-1.257972
7.750333,6.729715,-2.494969,0.915653,10.540707,-1.255991
7.751065,6.733569,-2.493388,0.916578,10.542229,-1.254007
7.751797,6.737422,-2.491806,0.917504,10.543750,-1.252023
7.752528,6.741273,-2.490221,0.918431,10.545268,-1.250037
7.753259,6.745123,-2.488634,0.919360,10.546785,-1.248050
7.753989,6.748972,-2.487045,0.920289,10.548300,-1.246061
7.754718,6.752819,-2.485453,0.921219,10.549813,-1.244071
7.755447,6.756665,-2.483860,0.922151,10.551324,-1.242079
7.756176,6.760510,-2.482264,0.923083,10.552834,-1.240086
7.756903,6.764353,-2.480666,0.924017,10.554341,-1.238092
7.757631,6.768195,-2.479065,0.924951,10.555847,-1.236096
7.758357,6.772036,-2.477463,0.925887,10.557351,-1.234099
7.759084,6.775875,-2.475858,0.926823,10.558852,-1.232100
7.759809,6.779713,-2.474251,0.927761,10.560352,-1.230100
7.760534,6.783549,-2.472642,0.928700,10.561851,-1.228099
7.761259,6.787384,-2.471031,0.929640,10.563347,-1.226096
7.761983,6.791218,-2.469417,0.930581,10.564841,-1.224092
7.762706,6.795050,-2.467801,0.931522,10.566334,-1.222086
7.763429,6.798881,-2.466184,0.932465,10.567824,-1.220079
7.764152,6.802710,-2.464563,0.933409,10.569313,-1.218071
7.764873,6.806538,-2.462941,0.934355,10.570800,-1.216061
7.765595,6.810365,-2.461316,0.935301,10.572285,-1.214050
7.766316,6.814190,-2.459690,0.936248,10.573768,-1.212037
7.767036,6.818014,-2.458061,0.937196,10.575249,-1.210023
7.767756,6.821837,-2.456429,0.938146,10.576728,-1.208008
7.768475,6.825658,-2.454796,0.939096,10.578205,-1.205991
7.769194,6.829478,-2.453160,0.940047,10.579680,-1.203973
7.769912,6.833296,-2.451522,0.941000,10.581154,-1.201953
7.770630,6.837113,-2.449882,0.941954,10.582625,-1.199932
7.771348,6.840929,-2.448240,0.942908,10.584095,-1.197909
7.772064,6.844743,-2.446595,0.943864,10.585562,-1.195885
7.772781,6.848556,-2.444949,0.944821,10.587028,-1.193860
7.773497,6.852367,-2.443300,0.945779,10.588492,-1.191833
7.774212,6.856177,-2.441648,0.946738,10.589954,-1.189805
7.774927,6.859986,-2.439995,0.947698,10.591414,-1.187776
7.775641,6.863793,-2.438339,0.948659,10.592871,-1.185745
7.776356,6.867599,-2.436682,0.949621,10.594327,-1.183713
7.777069,6.871403,-2.435022,0.950584,10.595781,-1.181679
7.777782,6.875206,-2.433359,0.951549,10.597233,-1.179644
7.778495,6.879008,-2.431695,0.952514,10.598684,-1.177607
7.779207,6.882808,-2.430028,0.953480,10.600132,-1.175570
7.779919,6.886607,-2.428359,0.954448,10.601578,-1.173530
7.780630,6.890404,-2.426688,0.955417,10.603022,-1.171490
7.781341,6.894201,-2.425015,0.956386,10.604464,-1.169448
7.782052,6.897995,-2.423339,0.957357,10.605904,-1.167404
7.782762,6.901788,-2.421661,0.958329,10.607343,-1.165359
7.783471,6.905580,-2.419981,0.959302,10.608779,-1.163313
7.784181,6.909371,-2.418299,0.960276,10.610213,-1.161265
7.784890,6.913160,-2.416615,0.961251,10.611645,-1.159216
7.785598,6.916947,-2.414928,0.962227,10.613075,-1.157166
7.786306,6.920734,-2.413239,0.963205,10.614504,-1.155114
7.787014,6.924518,-2.411548,0.964183,10.615930,-1.153061
7.787721,6.928302,-2.409854,0.965163,10.617354,-1.151006
7.788428,6.932084,-2.408159,0.966143,10.618776,-1.148950
7.789135,6.935865,-2.406461,0.967125,10.620197,-1.146892
7.789841,6.939644,-2.404761,0.968108,10.621615,-1.144834
7.790547,6.943422,-2.403059,0.969091,10.623031,-1.142773
7.791252,6.947198,-2.401354,0.970076,10.624445,-1.140712
7.791957,6.950973,-2.399648,0.971062,10.625857,-1.138649
7.792662,6.954747,-2.397939,0.972049,10.627267,-1.136584
7.793367,6.958519,-2.396228,0.973038,10.628675,-1.134518
7.794071,6.962289,-2.394514,0.974027,10.630081,-1.132451
7.794775,6.966059,-2.392799,0.975017,10.631485,-1.130383
7.795478,6.969827,-2.391081,0.976009,10.632887,-1.128313
7.796182,6.973593,-2.389361,0.977001,10.634287,-1.126241
7.796885,6.977358,-2.387639,0.977995,10.635684,-1.124169
7.797587,6.981122,-2.385915,0.978990,10.637080,-1.122094
7.798290,6.984885,-2.384188,0.979986,10.638474,-1.120019
7.798992,6.988645,-2.382459,0.980983,10.639865,-1.117942
7.799693,6.992405,-2.380728,0.981981,10.641255,-1.115864
7.800395,6.996163,-2.378995,0.982980,10.642642,-1.113784
7.801096,6.999920,-2.377259,0.983980,10.644027,-1.111703
7.801797,7.003675,-2.375521,0.984982,10.645411,-1.109620
7.802498,7.007429,-2.373781,0.985984,10.646792,-1.107537
7.803199,7.011181,-2.372039,0.986988,10.648171,-1.105451
7.803899,7.014932,-2.370295,0.987993,10.649548,-1.103365
7.804599,7.018682,-2.368548,0.988999,10.650923,-1.101277
7.805299,7.022430,-2.366799,0.990005,10.652295,-1.099187
7.805999,7.026177,-2.365048,0.991014,10.653666,-1.097097
7.806698,7.029922,-2.363295,0.992023,10.655035,-1.095004
7.807398,7.033666,-2.361540,0.993033,10.656401,-1.092911
7.808097,7.037409,-2.359782,0.994044,10.657765,-1.090816
7.808796,7.041150,-2.358022,0.995057,10.659128,-1.088720
7.809494,7.044890,-2.356260,0.996070,10.660488,-1.086622
7.810193,7.048628,-2.354495,0.997085,10.661846,-1.084523
7.810891,7.052365,-2.352729,0.998101,10.663201,-1.082423
7.811590,7.056101,-2.350960,0.999118,10.664555,-1.080321
7.812288,7.059835,-2.349189,1.000136,10.665907,-1.078218
7.812986,7.063568,-2.347416,1.001155,10.667256,-1.076113
7.813684,7.067299,-2.345640,1.002175,10.668603,-1.074007
7.814382,7.071029,-2.343863,1.003197,10.669948,-1.071900
7.815079,7.074757,-2.342083,1.004219,10.671291,-1.069791
7.815777,7.078484,-2.340301,1.005243,10.672632,-1.067681
7.816475,7.082210,-2.338516,1.006267,10.673971,-1.065570
7.817172,7.085934,-2.336730,1.007293,10.675307,-1.063457
7.817869,7.089657,-2.334941,1.008320,10.676642,-1.061343
7.818567,7.093378,-2.333150,1.009348,10.677974,-1.059227
7.819264,7.097098,-2.331357,1.010378,10.679304,-1.057110
7.819961,7.100817,-2.329562,1.011408,10.680631,-1.054992
7.820658,7.104534,-2.327764,1.012439,10.681957,-1.052873
7.821355,7.108250,-2.325964,1.013472,10.683280,-1.050752
7.822052,7.111964,-2.324162,1.014506,10.684602,-1.048629
7.822750,7.115677,-2.322358,1.015540,10.685921,-1.046505
7.823447,7.119389,-2.320552,1.016576,10.687237,-1.044380
7.824144,7.123099,-2.318743,1.017613,10.688552,-1.042254
7.824841,7.126808,-2.316932,1.018651,10.689864,-1.040126
7.825538,7.130515,-2.315119,1.019691,10.691174,-1.037997
7.826235,7.134221,-2.313304,1.020731,10.692482,-1.035866
7.826932,7.137926,-2.311487,1.021773,10.693788,-1.033734
7.827629,7.141629,-2.309667,1.022815,10.695092,-1.031601
7.828327,7.145330,-2.307845,1.023859,10.696393,-1.029467
7.829024,7.149031,-2.306021,1.024904,10.697692,-1.027331
7.829722,7.152730,-2.304195,1.025950,10.698989,-1.025193
7.830419,7.156427,-2.302367,1.026997,10.700284,-1.023054
7.831117,7.160123,-2.300536,1.028045,10.701576,-1.020914
7.831814,7.163818,-2.298703,1.029095,10.702866,-1.018773
7.832512,7.167511,-2.296868,1.030145,10.704154,-1.016630
7.833210,7.171203,-2.295031,1.031197,10.705439,-1.014486
7.833908,7.174893,-2.293191,1.032250,10.706723,-1.012341
7.834606,7.178582,-2.291350,1.033304,10.708004,-1.010194
7.835305,7.182270,-2.289506,1.034359,10.709283,-1.008046
7.836003,7.185956,-2.287660,1.035415,10.710559,-1.005896
7.836702,7.189641,-2.285812,1.036472,10.711834,-1.003745
7.837401,7.193324,-2.283961,1.037531,10.713106,-1.001593
7.838100,7.197006,-2.282109,1.038590,10.714375,-0.999440
7.838799,7.200687,-2.280254,1.039651,10.715643,-0.997285
7.839498,7.204366,-2.278397,1.040713,10.716908,-0.995128
7.840198,7.208044,-2.276538,1.041776,10.718171,-0.992971
7.840898,7.211720,-2.274676,1.042840,10.719431,-0.990812
7.841598,7.215395,-2.272813,1.043905,10.720690,-0.988652
7.842298,7.219069,-2.270947,1.044971,10.721946,-0.986490
7.842998,7.222741,-2.269079,1.046039,10.723199,-0.984327
7.843699,7.226412,-2.267209,1.047107,10.724451,-0.982163
7.844400,7.230081,-2.265337,1.048177,10.725700,-0.979997
7.845102,7.233749,-2.263463,1.049248,10.726946,-0.977830
7.845803,7.237416,-2.261586,1.050320,10.728191,-0.975662
7.846505,7.241081,-2.259707,1.051393,10.729433,-0.973492
7.847207,7.244745,-2.257826,1.052468,10.730673,-0.971321
7.847910,7.248407,-2.255943,1.053543,10.731910,-0.969149
7.848613,7.252068,-2.254058,1.054619,10.733145,-0.966976
7.849316,7.255728,-2.252170,1.055697,10.734378,-0.964801
7.850019,7.259386,-2.250280,1.056776,10.735608,-0.962624
7.850723,7.263043,-2.248389,1.057856,10.736836,-0.960447
7.851427,7.266698,-2.246495,1.058937,10.738062,-0.958268
7.852132,7.270352,-2.244598,1.060019,10.739285,-0.956088
7.852837,7.274005,-2.242700,1.061102,10.740506,-0.953906
7.853542,7.277656,-2.240799,1.062187,10.741725,-0.951723
7.854248,7.281306,-2.238897,1.063272,10.742941,-0.949539
7.854954,7.284954,-2.236992,1.064359,10.744155,-0.947353
7.855661,7.288601,-2.235085,1.065447,10.745366,-0.945166
7.856368,7.292247,-2.233176,1.066536,10.746575,-0.942978
7.857075,7.295891,-2.231264,1.067626,10.747782,-0.940789
7.857783,7.299534,-2.229351,1.068717,10.748986,-0.938598
7.858491,7.303175,-2.227435,1.069810,10.750188,-0.936406
7.859200,7.306815,-2.225518,1.070903,10.751388,-0.934212
7.859909,7.310454,-2.223598,1.071998,10.752585,-0.932018
7.860619,7.314091,-2.221675,1.073094,10.753780,-0.929822
7.861329,7.317727,-2.219751,1.074191,10.754972,-0.927624
7.862040,7.321361,-2.217825,1.075289,10.756162,-0.925426
7.862751,7.324994,-2.215896,1.076388,10.757349,-0.923226
7.863463,7.328626,-2.213966,1.077488,10.758534,-0.921024
7.864175,7.332256,-2.212033,1.078590,10.759717,-0.918822
7.864888,7.335885,-2.210098,1.079692,10.760897,-0.916618
7.865601,7.339513,-2.208161,1.080796,10.762075,-0.914413
7.866315,7.343139,-2.206221,1.081901,10.763250,-0.912206
7.867030,7.346763,-2.204280,1.083007,10.764423,-0.909998
7.867745,7.350387,-2.202336,1.084114,10.765594,-0.907789
7.868460,7.354009,-2.200391,1.085222,10.766762,-0.905579
7.869177,7.357629,-2.198443,1.086332,10.767927,-0.903367
7.869894,7.361248,-2.196493,1.087442,10.769091,-0.901154
7.870611,7.364866,-2.194541,1.088554,10.770251,-0.898940
7.871329,7.368482,-2.192587,1.089667,10.771409,-0.896725
7.872048,7.372097,-2.190630,1.090781,10.772565,-0.894508
7.872767,7.375711,-2.188672,1.091896,10.773718,-0.892290
7.873487,7.379323,-2.186711,1.093012,10.774869,-0.890070
7.874208,7.382934,-2.184749,1.094129,10.776017,-0.887850
7.874929,7.386543,-2.182784,1.095248,10.777163,-0.885628
7.875651,7.390151,-2.180817,1.096367,10.778306,-0.883404
7.876373,7.393758,-2.178848,1.097488,10.779447,-0.881180
7.877097,7.397363,-2.176877,1.098610,10.780586,-0.878954
7.877821,7.400967,-2.174904,1.099733,10.781722,-0.876727
7.878546,7.404570,-2.172928,1.100857,10.782855,-0.874499
7.879271,7.408171,-2.170951,1.101982,10.783986,-0.872269
7.879997,7.411770,-2.168971,1.103108,10.785114,-0.870038
7.880724,7.415369,-2.166990,1.104236,10.786240,-0.867806
7.881452,7.418966,-2.165006,1.105365,10.787363,-0.865573
7.882180,7.422561,-2.163020,1.106494,10.788484,-0.863338
7.882909,7.426155,-2.161032,1.107625,10.789602,-0.861102
7.883639,7.429748,-2.159042,1.108757,10.790718,-0.858865
7.884370,7.433340,-2.157050,1.109890,10.791831,-0.856626
7.885101,7.436930,-2.155055,1.111024,10.792942,-0.854386
7.885834,7.440518,-2.153059,1.112160,10.794050,-0.852145
7.886567,7.444105,-2.151061,1.113296,10.795155,-0.849903
7.887301,7.447691,-2.149060,1.114434,10.796258,-0.847660
7.888035,7.451276,-2.147058,1.115573,10.797359,-0.845415
7.888771,7.454859,-2.145053,1.116712,10.798456,-0.843169
7.889507,7.458441,-2.143046,1.117853,10.799552,-0.840921
7.890245,7.462021,-2.141037,1.118996,10.800645,-0.838673
7.890983,7.465600,-2.139026,1.120139,10.801735,-0.836423
7.891722,7.469177,-2.137013,1.121283,10.802822,-0.834172
7.892461,7.472754,-2.134998,1.122429,10.803907,-0.831920
7.893202,7.476328,-2.132981,1.123575,10.804990,-0.829666
7.893944,7.479902,-2.130962,1.124723,10.806070,-0.827412
7.894686,7.483474,-2.128941,1.125872,10.807147,-0.825156
7.895430,7.487044,-2.126918,1.127022,10.808222,-0.822898
7.896174,7.490614,-2.124892,1.128173,10.809294,-0.820640
7.896919,7.494182,-2.122865,1.129325,10.810363,-0.818380
7.897665,7.497748,-2.120835,1.130478,10.811430,-0.816119
7.898412,7.501313,-2.118804,1.131633,10.812494,-0.813857
7.899160,7.504877,-2.116770,1.132788,10.813556,-0.811594
7.899909,7.508439,-2.114735,1.133945,10.814615,-0.809329
7.900659,7.512000,-2.112697,1.135102,10.815671,-0.807063
7.901410,7.515560,-2.110657,1.136261,10.816725,-0.804796
7.902162,7.519118,-2.108616,1.137421,10.817776,-0.802528
7.902914,7.522675,-2.106572,1.138582,10.818825,-0.800258
7.903668,7.526231,-2.104526,1.139745,10.819871,-0.797988
7.904423,7.529785,-2.102478,1.140908,10.820914,-0.795716
7.905179,7.533337,-2.100428,1.142072,10.821955,-0.793443
7.905935,7.536889,-2.098376,1.143238,10.822993,-0.791168
7.906693,7.540439,-2.096322,1.144404,10.824028,-0.788893
7.907452,7.543987,-2.094267,1.145572,10.825060,-0.786616
7.908212,7.547534,-2.092209,1.146741,10.826090,-0.784338
7.908972,7.551080,-2.090149,1.147911,10.827118,-0.782059
7.909734,7.554624,-2.088087,1.149082,10.828142,-0.779779
7.910497,7.558168,-2.086023,1.150254,10.829164,-0.777497
7.911261,7.561709,-2.083957,1.151427,10.830184,-0.775214
7.912026,7.565249,-2.081889,1.152602,10.831200,-0.772930
7.912792,7.568788,-2.079819,1.153777,10.832214,-0.770645
7.913559,7.572326,-2.077747,1.154954,10.833226,-0.768359
7.914328,7.575862,-2.075673,1.156131,10.834234,-0.766071
7.915097,7.579397,-2.073596,1.157310,10.835240,-0.763782
7.915867,7.582930,-2.071518,1.158490,10.836243,-0.761493
7.916639,7.586462,-2.069438,1.159671,10.837244,-0.759201
7.917411,7.589993,-2.067356,1.160853,10.838241,-0.756909
7.918185,7.593522,-2.065273,1.162036,10.839236,-0.754616
7.918960,7.597050,-2.063187,1.163220,10.840229,-0.752321
7.919736,7.600576,-2.061099,1.164405,10.841218,-0.750025
7.920513,7.604101,-2.059009,1.165592,10.842205,-0.747728
7.921291,7.607625,-2.056917,1.166779,10.843189,-0.745430
7.922070,7.611147,-2.054823,1.167968,10.844171,-0.743131
7.922851,7.614668,-2.052727,1.169158,10.845149,-0.740830
7.923632,7.618188,-2.050629,1.170348,10.846125,-0.738529
7.924415,7.621706,-2.048530,1.171540,10.847099,-0.736226
7.925199,7.625223,-2.046428,1.172733,10.848069,-0.733922
7.925984,7.628738,-2.044324,1.173927,10.849037,-0.731617
7.926770,7.632252,-2.042219,1.175122,10.850002,-0.729311
7.927558,7.635765,-2.040111,1.176318,10.850964,-0.727003
7.928346,7.639276,-2.038001,1.177515,10.851923,-0.724695
7.929136,7.642786,-2.035890,1.178714,10.852880,-0.722385
7.929927,7.646294,-2.033777,1.179913,10.853834,-0.720074
7.930719,7.649802,-2.031661,1.181113,10.854785,-0.717762
7.931512,7.653307,-2.029544,1.182315,10.855733,-0.715449
7.932307,7.656812,-2.027425,1.183518,10.856679,-0.713135
7.933102,7.660314,-2.025304,1.184721,10.857622,-0.710819
7.933899,7.663816,-2.023180,1.185926,10.858562,-0.708503
7.934697,7.667316,-2.021055,1.187132,10.859499,-0.706185
7.935497,7.670815,-2.018928,1.188339,10.860433,-0.703866
7.936297,7.674312,-2.016800,1.189546,10.861365,-0.701546
7.937099,7.677808,-2.014669,1.190755,10.862294,-0.699225
7.937902,7.681303,-2.012536,1.191965,10.863220,-0.696903
7.938706,7.684796,-2.010402,1.193177,10.864143,-0.694580
7.939512,7.688288,-2.008265,1.194389,10.865063,-0.692255
7.940319,7.691778,-2.006127,1.195602,10.865981,-0.689930
7.941126,7.695267,-2.003986,1.196816,10.866896,-0.687603
7.941936,7.698755,-2.001844,1.198032,10.867807,-0.685275
7.942746,7.702241,-1.999700,1.199248,10.868716,-0.682947
7.943558,7.705726,-1.997554,1.200465,10.869623,-0.680617
7.944371,7.709210,-1.995406,1.201684,10.870526,-0.678286
7.945185,7.712692,-1.993256,1.202903,10.871427,-0.675953
7.946000,7.716173,-1.991105,1.204124,10.872324,-0.673620
7.946817,7.719652,-1.988951,1.205346,10.873219,-0.671286
7.947635,7.723130,-1.986796,1.206568,10.874111,-0.668950
7.948454,7.726606,-1.984638,1.207792,10.875000,-0.666614
7.949275,7.730081,-1.982479,1.209017,10.875887,-0.664276
7.950096,7.733555,-1.980318,1.210242,10.876770,-0.661937
7.950919,7.737027,-1.978155,1.211469,10.877651,-0.659598
7.951744,7.740498,-1.975990,1.212697,10.878528,-0.657257
7.952569,7.743968,-1.973824,1.213926,10.879403,-0.654915
7.953396,7.747436,-1.971655,1.215156,10.880275,-0.652572
7.954224,7.750903,-1.969485,1.216387,10.881144,-0.650228
7.955054,7.754368,-1.967313,1.217619,10.882010,-0.647882
7.955885,7.757832,-1.965139,1.218852,10.882873,-0.645536
7.956717,7.761294,-1.962963,1.220086,10.883734,-0.643189
7.957550,7.764756,-1.960785,1.221321,10.884591,-0.640841
7.958384,7.768215,-1.958605,1.222557,10.885446,-0.638491
7.959220,7.771674,-1.956424,1.223794,10.886297,-0.636141
7.960057,7.775130,-1.954241,1.225032,10.887146,-0.633789
7.960896,7.778586,-1.952056,1.226271,10.887992,-0.631437
7.961736,7.782040,-1.949869,1.227511,10.888835,-0.629083
7.962577,7.785493,-1.947680,1.228752,10.889675,-0.626728
7.963419,7.788944,-1.945490,1.229994,10.890512,-0.624373
7.964263,7.792394,-1.943297,1.231237,10.891346,-0.622016
7.965108,7.795842,-1.941103,1.232482,10.892177,-0.619658
7.965954,7.799289,-1.938907,1.233727,10.893006,-0.617299
7.966801,7.802735,-1.936709,1.234973,10.893831,-0.614940
7.967650,7.806179,-1.934510,1.236220,10.894653,-0.612579
7.968500,7.809622,-1.932308,1.237468,10.895473,-0.610217
7.969352,7.813063,-1.930105,1.238717,10.896289,-0.607854
7.970204,7.816503,-1.927900,1.239967,10.897103,-0.605490
7.971058,7.819942,-1.925694,1.241218,10.897913,-0.603125
7.971914,7.823379,-1.923485,1.242471,10.898721,-0.600759
7.972770,7.826815,-1.921275,1.243724,10.899526,-0.598392
7.973628,7.830249,-1.919063,1.244978,10.900327,-0.596024
7.974487,7.833682,-1.916849,1.246233,10.901126,-0.593655
7.975348,7.837113,-1.914633,1.247489,10.901922,-0.591285
7.976210,7.840543,-1.912416,1.248746,10.902715,-0.588914
