psi_m,x_m,y_m,psi_d,x_d,y_d
7.413326,4.746280,-3.000670,0.565877,9.634722,-2.060089
7.413835,4.750442,-3.000216,0.566434,9.636832,-2.058748
7.414344,4.754605,-2.999759,0.566992,9.638942,-2.057406
7.414853,4.758768,-2.999300,0.567551,9.641050,-2.056062
7.415363,4.762931,-2.998838,0.568110,9.643158,-2.054718
7.415873,4.767094,-2.998373,0.568669,9.645265,-2.053372
7.416384,4.771257,-2.997906,0.569229,9.647371,-2.052025
7.416895,4.775420,-2.997435,0.569790,9.649476,-2.050677
7.417407,4.779582,-2.996963,0.570351,9.651581,-2.049328
7.417919,4.783745,-2.996487,0.570912,9.653685,-2.047977
7.418431,4.787908,-2.996009,0.571474,9.655788,-2.046626
7.418944,4.792071,-2.995528,0.572037,9.657890,-2.045273
7.419458,4.796233,-2.995045,0.572600,9.659992,-2.043919
7.419972,4.800396,-2.994558,0.573163,9.662093,-2.042564
7.420486,4.804559,-2.994069,0.573727,9.664193,-2.041208
7.421001,4.808721,-2.993578,0.574292,9.666292,-2.039850
7.421516,4.812884,-2.993084,0.574857,9.668391,-2.038491
7.422032,4.817047,-2.992587,0.575422,9.670489,-2.037132
7.422548,4.821209,-2.992087,0.575988,9.672586,-2.035771
7.423065,4.825372,-2.991585,0.576555,9.674682,-2.034408
7.423583,4.829534,-2.991080,0.577122,9.676777,-2.033045
7.424101,4.833697,-2.990572,0.577690,9.678872,-2.031680
7.424619,4.837859,-2.990062,0.578258,9.680966,-2.030314
7.425138,4.842022,-2.989549,0.578826,9.683059,-2.028947
7.425658,4.846184,-2.989033,0.579395,9.685151,-2.027579
7.426178,4.850347,-2.988515,0.579965,9.687243,-2.026210
7.426699,4.854509,-2.987994,0.580535,9.689334,-2.024839
7.427221,4.858672,-2.987471,0.581106,9.691424,-2.023467
7.427743,4.862834,-2.986945,0.581677,9.693513,-2.022094
7.428265,4.866996,-2.986416,0.582249,9.695602,-2.020720
7.428788,4.871159,-2.985884,0.582821,9.697689,-2.019345
7.429312,4.875321,-2.985350,0.583394,9.699776,-2.017968
7.429837,4.879483,-2.984813,0.583967,9.701862,-2.016591
7.430362,4.883645,-2.984274,0.584541,9.703948,-2.015212
7.430888,4.887807,-2.983732,0.585115,9.706032,-2.013832
7.431414,4.891969,-2.983187,0.585690,9.708116,-2.012450
7.431941,4.896132,-2.982640,0.586266,9.710199,-2.011068
7.432469,4.900294,-2.982090,0.586841,9.712281,-2.009684
7.432998,4.904456,-2.981537,0.587418,9.714362,-2.008299
7.433527,4.908618,-2.980982,0.587995,9.716443,-2.006913
7.434057,4.912779,-2.980424,0.588572,9.718522,-2.005526
7.434587,4.916941,-2.979863,0.589150,9.720601,-2.004137
7.435119,4.921103,-2.979300,0.589729,9.722680,-2.002747
7.435651,4.925265,-2.978735,0.590308,9.724757,-2.001356
7.436183,4.929427,-2.978166,0.590888,9.726833,-1.999964
7.436717,4.933588,-2.977595,0.591468,9.728909,-1.998571
7.437251,4.937750,-2.977022,0.592049,9.730984,-1.997176
7.437786,4.941912,-2.976445,0.592630,9.733058,-1.995781
7.438322,4.946073,-2.975866,0.593212,9.735131,-1.994384
7.438858,4.950235,-2.975285,0.593794,9.737204,-1.992985
7.439395,4.954396,-2.974701,0.594377,9.739275,-1.991586
7.439933,4.958558,-2.974114,0.594960,9.741346,-1.990185
7.440472,4.962719,-2.973525,0.595544,9.743416,-1.988784
7.441012,4.966880,-2.972933,0.596129,9.745486,-1.987381
7.441552,4.971042,-2.972339,0.596714,9.747554,-1.985976
7.442093,4.975203,-2.971741,0.597299,9.749621,-1.984571
7.442635,4.979364,-2.971142,0.597885,9.751688,-1.983164
7.443178,4.983525,-2.970539,0.598472,9.753754,-1.981757
7.443722,4.987686,-2.969935,0.599059,9.755819,-1.980347
7.444266,4.991847,-2.969327,0.599647,9.757883,-1.978937
7.444811,4.996008,-2.968717,0.600235,9.759947,-1.977526
7.445358,5.000169,-2.968104,0.600824,9.762009,-1.976113
7.445905,5.004329,-2.967489,0.601413,9.764071,-1.974699
7.446453,5.008490,-2.966871,0.602003,9.766132,-1.973284
7.447001,5.012651,-2.966251,0.602594,9.768192,-1.971868
7.447551,5.016811,-2.965628,0.603185,9.770251,-1.970450
7.448101,5.020972,-2.965002,0.603777,9.772310,-1.969031
7.448653,5.025132,-2.964374,0.604369,9.774367,-1.967611
7.449205,5.029293,-2.963743,0.604961,9.776424,-1.966190
7.449758,5.033453,-2.963110,0.605555,9.778480,-1.964768
7.450312,5.037613,-2.962474,0.606149,9.780535,-1.963344
7.450867,5.041773,-2.961836,0.606743,9.782589,-1.961919
7.451423,5.045933,-2.961195,0.607338,9.784643,-1.960493
7.451980,5.050093,-2.960551,0.607933,9.786695,-1.959066
7.452538,5.054253,-2.959905,0.608529,9.788747,-1.957637
7.453097,5.058413,-2.959256,0.609126,9.790798,-1.956207
7.453656,5.062573,-2.958605,0.609723,9.792848,-1.954776
7.454217,5.066732,-2.957951,0.610321,9.794897,-1.953344
7.454778,5.070892,-2.957295,0.610919,9.796945,-1.951911
7.455341,5.075051,-2.956636,0.611518,9.798992,-1.950476
7.455904,5.079211,-2.955975,0.612118,9.801039,-1.949040
7.456469,5.083370,-2.955311,0.612718,9.803084,-1.947603
7.457034,5.087529,-2.954644,0.613318,9.805129,-1.946165
7.457601,5.091688,-2.953975,0.613920,9.807173,-1.944725
7.458168,5.095847,-2.953304,0.614521,9.809216,-1.943284
7.458736,5.100006,-2.952629,0.615124,9.811258,-1.941842
7.459306,5.104165,-2.951953,0.615727,9.813300,-1.940399
7.459876,5.108323,-2.951274,0.616330,9.815340,-1.938955
7.460447,5.112482,-2.950592,0.616934,9.817380,-1.937509
7.461020,5.116640,-2.949908,0.617539,9.819418,-1.936062
7.461593,5.120799,-2.949221,0.618144,9.821456,-1.934614
7.462168,5.124957,-2.948531,0.618750,9.823493,-1.933164
7.462743,5.129115,-2.947840,0.619356,9.825529,-1.931714
7.463320,5.133273,-2.947145,0.619963,9.827564,-1.930262
7.463897,5.137431,-2.946448,0.620570,9.829599,-1.928809
7.464476,5.141589,-2.945749,0.621179,9.831632,-1.927354
7.465055,5.145746,-2.945047,0.621787,9.833665,-1.925899
7.465636,5.149904,-2.944343,0.622397,9.835696,-1.924442
7.466218,5.154061,-2.943636,0.623006,9.837727,-1.922984
7.466800,5.158218,-2.942926,0.623617,9.839757,-1.921524
7.467384,5.162376,-2.942214,0.624228,9.841786,-1.920064
7.467969,5.166533,-2.941500,0.624839,9.843814,-1.918602
7.468555,5.170689,-2.940783,0.625452,9.845841,-1.917139
7.469142,5.174846,-2.940064,0.626064,9.847868,-1.915675
7.469730,5.179003,-2.939342,0.626678,9.849893,-1.914209
7.470320,5.183159,-2.938617,0.627292,9.851918,-1.912742
7.470910,5.187316,-2.937890,0.627906,9.853941,-1.911274
7.471501,5.191472,-2.937161,0.628522,9.855964,-1.909805
7.472094,5.195628,-2.936429,0.629137,9.857986,-1.908335
7.472687,5.199784,-2.935695,0.629754,9.860006,-1.906863
7.473282,5.203939,-2.934958,0.630371,9.862026,-1.905390
7.473878,5.208095,-2.934218,0.630988,9.864046,-1.903916
7.474475,5.212250,-2.933477,0.631606,9.866064,-1.902440
7.475073,5.216406,-2.932732,0.632225,9.868081,-1.900963
7.475672,5.220561,-2.931985,0.632844,9.870097,-1.899485
7.476272,5.224716,-2.931236,0.633464,9.872113,-1.898006
7.476874,5.228871,-2.930485,0.634085,9.874127,-1.896526
7.477476,5.233025,-2.929730,0.634706,9.876141,-1.895044
7.478080,5.237180,-2.928974,0.635328,9.878153,-1.893561
7.478685,5.241334,-2.928215,0.635950,9.880165,-1.892077
7.479290,5.245488,-2.927453,0.636573,9.882176,-1.890591
7.479898,5.249642,-2.926689,0.637197,9.884186,-1.889105
7.480506,5.253796,-2.925923,0.637821,9.886195,-1.887617
7.481115,5.257949,-2.925154,0.638446,9.888203,-1.886127
7.481725,5.262103,-2.924382,0.639071,9.890210,-1.884637
7.482337,5.266256,-2.923609,0.639697,9.892216,-1.883145
7.482950,5.270409,-2.922832,0.640324,9.894221,-1.881652
7.483564,5.274562,-2.922054,0.640951,9.896226,-1.880158
7.484179,5.278714,-2.921272,0.641579,9.898229,-1.878662
7.484795,5.282867,-2.920489,0.642207,9.900231,-1.877166
7.485412,5.287019,-2.919703,0.642836,9.902233,-1.875668
7.486031,5.291171,-2.918914,0.643466,9.904233,-1.874168
7.486651,5.295323,-2.918123,0.644097,9.906233,-1.872668
7.487272,5.299475,-2.917330,0.644728,9.908232,-1.871166
7.487894,5.303626,-2.916534,0.645359,9.910229,-1.869663
7.488517,5.307777,-2.915736,0.645991,9.912226,-1.868158
7.489141,5.311928,-2.914936,0.646624,9.914222,-1.866653
7.489767,5.316079,-2.914132,0.647258,9.916217,-1.865146
7.490393,5.320230,-2.913327,0.647892,9.918210,-1.863638
7.491021,5.324380,-2.912519,0.648526,9.920203,-1.862128
7.491650,5.328530,-2.911709,0.649162,9.922195,-1.860618
7.492281,5.332680,-2.910896,0.649798,9.924186,-1.859106
7.492912,5.336830,-2.910081,0.650434,9.926176,-1.857593
7.493545,5.340979,-2.909264,0.651072,9.928165,-1.856078
7.494178,5.345128,-2.908444,0.651709,9.930153,-1.854562
7.494813,5.349277,-2.907621,0.652348,9.932141,-1.853045
7.495449,5.353426,-2.906797,0.652987,9.934127,-1.851527
7.496087,5.357574,-2.905969,0.653627,9.936112,-1.850008
7.496725,5.361722,-2.905140,0.654267,9.938096,-1.848487
7.497365,5.365870,-2.904308,0.654908,9.940079,-1.846965
7.498006,5.370018,-2.903474,0.655550,9.942062,-1.845441
7.498648,5.374166,-2.902637,0.656192,9.944043,-1.843917
7.499291,5.378313,-2.901798,0.656835,9.946023,-1.842391
7.499935,5.382460,-2.900956,0.657479,9.948003,-1.840864
7.500581,5.386606,-2.900113,0.658123,9.949981,-1.839335
7.501228,5.390753,-2.899266,0.658768,9.951958,-1.837805
7.501876,5.394899,-2.898418,0.659413,9.953935,-1.836274
7.502525,5.399045,-2.897567,0.660060,9.955910,-1.834742
7.503175,5.403190,-2.896713,0.660706,9.957885,-1.833209
7.503827,5.407336,-2.895857,0.661354,9.959858,-1.831674
7.504479,5.411481,-2.894999,0.662002,9.961830,-1.830138
7.505133,5.415625,-2.894139,0.662651,9.963802,-1.828600
7.505788,5.419770,-2.893276,0.663300,9.965772,-1.827062
7.506444,5.423914,-2.892411,0.663950,9.967742,-1.825522
7.507102,5.428058,-2.891543,0.664601,9.969710,-1.823981
7.507760,5.432201,-2.890673,0.665252,9.971677,-1.822438
7.508420,5.436345,-2.889801,0.665904,9.973644,-1.820894
7.509081,5.440487,-2.888926,0.666557,9.975609,-1.819349
7.509743,5.444630,-2.888049,0.667210,9.977574,-1.817803
7.510406,5.448772,-2.887170,0.667864,9.979537,-1.816255
7.511071,5.452914,-2.886288,0.668519,9.981499,-1.814706
7.511736,5.457056,-2.885404,0.669174,9.983461,-1.813156
7.512403,5.461197,-2.884517,0.669830,9.985421,-1.811605
7.513071,5.465338,-2.883629,0.670487,9.987380,-1.810052
7.513740,5.469479,-2.882737,0.671144,9.989339,-1.808498
7.514410,5.473620,-2.881844,0.671802,9.991296,-1.806942
7.515082,5.477760,-2.880948,0.672461,9.993252,-1.805386
7.515754,5.481899,-2.880050,0.673120,9.995207,-1.803828
7.516428,5.486039,-2.879150,0.673780,9.997161,-1.802269
7.517103,5.490178,-2.878247,0.674441,9.999115,-1.800708
7.517779,5.494316,-2.877342,0.675102,10.001067,-1.799146
7.518456,5.498455,-2.876434,0.675764,10.003018,-1.797583
7.519135,5.502593,-2.875524,0.676427,10.004968,-1.796019
7.519814,5.506730,-2.874612,0.677090,10.006917,-1.794453
7.520495,5.510867,-2.873698,0.677755,10.008865,-1.792886
7.521177,5.515004,-2.872781,0.678419,10.010812,-1.791318
7.521860,5.519141,-2.871862,0.679085,10.012758,-1.789748
7.522544,5.523277,-2.870940,0.679751,10.014703,-1.788178
7.523229,5.527412,-2.870017,0.680417,10.016646,-1.786605
7.523915,5.531548,-2.869091,0.681085,10.018589,-1.785032
7.524603,5.535683,-2.868162,0.681753,10.020531,-1.783457
7.525291,5.539817,-2.867232,0.682422,10.022471,-1.781881
7.525981,5.543952,-2.866299,0.683091,10.024411,-1.780304
7.526672,5.548085,-2.865363,0.683761,10.026350,-1.778725
7.527364,5.552219,-2.864426,0.684432,10.028287,-1.777145
7.528057,5.556352,-2.863486,0.685104,10.030223,-1.775564
7.528751,5.560484,-2.862544,0.685776,10.032159,-1.773981
7.529446,5.564616,-2.861599,0.686449,10.034093,-1.772398
7.530143,5.568748,-2.860652,0.687123,10.036026,-1.770813
7.530840,5.572880,-2.859703,0.687797,10.037958,-1.769226
7.531539,5.577011,-2.858752,0.688472,10.039890,-1.767638
7.532238,5.581141,-2.857798,0.689148,10.041820,-1.766049
7.532939,5.585271,-2.856842,0.689824,10.043748,-1.764459
7.533641,5.589401,-2.855884,0.690501,10.045676,-1.762867
7.534344,5.593530,-2.854923,0.691179,10.047603,-1.761274
7.535048,5.597659,-2.853961,0.691857,10.049529,-1.759680
7.535753,5.601787,-2.852996,0.692536,10.051453,-1.758084
7.536459,5.605915,-2.852028,0.693216,10.053377,-1.756488
7.537166,5.610042,-2.851058,0.693897,10.055299,-1.754889
7.537874,5.614169,-2.850087,0.694578,10.057221,-1.753290
7.538584,5.618296,-2.849112,0.695260,10.059141,-1.751689
7.539294,5.622422,-2.848136,0.695943,10.061060,-1.750087
7.540006,5.626547,-2.847157,0.696626,10.062978,-1.748484
7.540718,5.630672,-2.846176,0.697310,10.064895,-1.746879
7.541432,5.634797,-2.845193,0.697995,10.066811,-1.745273
7.542146,5.638921,-2.844207,0.698681,10.068726,-1.743665
7.542862,5.643045,-2.843219,0.699367,10.070640,-1.742057
7.543578,5.647168,-2.842229,0.700054,10.072552,-1.740447
7.544296,5.651291,-2.841237,0.700742,10.074464,-1.738835
7.545014,5.655413,-2.840242,0.701430,10.076374,-1.737223
7.545734,5.659535,-2.839245,0.702119,10.078283,-1.735609
7.546455,5.663656,-2.838246,0.702809,10.080191,-1.733994
7.547176,5.667777,-2.837245,0.703500,10.082098,-1.732377
7.547899,5.671897,-2.836241,0.704191,10.084004,-1.730759
7.548622,5.676017,-2.835235,0.704883,10.085909,-1.729140
7.549347,5.680136,-2.834227,0.705576,10.087813,-1.727519
7.550072,5.684254,-2.833217,0.706269,10.089715,-1.725898
7.550799,5.688372,-2.832204,0.706963,10.091617,-1.724274
7.551526,5.692490,-2.831189,0.707658,10.093517,-1.722650
7.552255,5.696607,-2.830172,0.708354,10.095416,-1.721024
7.552984,5.700724,-2.829153,0.709050,10.097314,-1.719397
7.553714,5.704840,-2.828131,0.709747,10.099211,-1.717769
7.554446,5.708955,-2.827107,0.710445,10.101107,-1.716139
7.555178,5.713070,-2.826081,0.711143,10.103001,-1.714508
7.555911,5.717184,-2.825053,0.711843,10.104895,-1.712875
7.556645,5.721298,-2.824022,0.712543,10.106787,-1.711242
7.557380,5.725411,-2.822989,0.713243,10.108678,-1.709607
7.558116,5.729524,-2.821954,0.713945,10.110568,-1.707970
7.558852,5.733636,-2.820917,0.714647,10.112457,-1.706332
7.559590,5.737748,-2.819877,0.715350,10.114345,-1.704693
7.560329,5.741858,-2.818836,0.716054,10.116232,-1.703053
7.561068,5.745969,-2.817792,0.716758,10.118117,-1.701411
7.561808,5.750079,-2.816746,0.717463,10.120001,-1.699768
7.562550,5.754188,-2.815697,0.718169,10.121884,-1.698124
7.563292,5.758296,-2.814647,0.718876,10.123766,-1.696478
7.564034,5.762404,-2.813594,0.719583,10.125647,-1.694831
7.564778,5.766512,-2.812539,0.720291,10.127527,-1.693183
7.565523,5.770619,-2.811481,0.721000,10.129405,-1.691533
7.566268,5.774725,-2.810422,0.721710,10.131282,-1.689882
7.567014,5.778830,-2.809360,0.722420,10.133159,-1.688230
7.567761,5.782935,-2.808296,0.723132,10.135033,-1.686576
7.568509,5.787040,-2.807230,0.723843,10.136907,-1.684921
7.569258,5.791143,-2.806162,0.724556,10.138780,-1.683265
7.570008,5.795246,-2.805091,0.725270,10.140651,-1.681607
7.570758,5.799349,-2.804018,0.725984,10.142521,-1.679948
7.571509,5.803451,-2.802943,0.726699,10.144390,-1.678288
7.572261,5.807552,-2.801866,0.727414,10.146258,-1.676626
7.573013,5.811652,-2.800787,0.728131,10.148125,-1.674963
7.573767,5.815752,-2.799705,0.728848,10.149990,-1.673299
7.574521,5.819851,-2.798621,0.729566,10.151855,-1.671633
7.575276,5.823950,-2.797535,0.730285,10.153718,-1.669966
7.576031,5.828048,-2.796447,0.731004,10.155580,-1.668298
7.576788,5.832145,-2.795356,0.731724,10.157440,-1.666628
7.577545,5.836241,-2.794264,0.732446,10.159300,-1.664957
7.578303,5.840337,-2.793169,0.733167,10.161158,-1.663285
7.579061,5.844432,-2.792072,0.733890,10.163015,-1.661611
7.579820,5.848527,-2.790973,0.734613,10.164871,-1.659936
7.580580,5.852621,-2.789871,0.735337,10.166725,-1.658259
7.581341,5.856714,-2.788768,0.736062,10.168579,-1.656582
7.582102,5.860806,-2.787662,0.736788,10.170431,-1.654902
7.582864,5.864898,-2.786554,0.737514,10.172282,-1.653222
7.583627,5.868989,-2.785444,0.738242,10.174132,-1.651540
7.584390,5.873079,-2.784331,0.738970,10.175980,-1.649857
7.585154,5.877169,-2.783217,0.739698,10.177828,-1.648173
7.585919,5.881258,-2.782100,0.740428,10.179674,-1.646487
7.586684,5.885346,-2.780981,0.741158,10.181518,-1.644799
7.587450,5.889434,-2.779860,0.741889,10.183362,-1.643111
7.588216,5.893520,-2.778737,0.742621,10.185204,-1.641421
7.588983,5.897606,-2.777611,0.743354,10.187046,-1.639730
7.589751,5.901691,-2.776483,0.744088,10.188885,-1.638037
7.590519,5.905776,-2.775354,0.744822,10.190724,-1.636343
7.591288,5.909860,-2.774221,0.745557,10.192561,-1.634648
7.592057,5.913943,-2.773087,0.746293,10.194398,-1.632951
7.592827,5.918025,-2.771951,0.747029,10.196232,-1.631253
7.593598,5.922106,-2.770812,0.747767,10.198066,-1.629554
7.594369,5.926187,-2.769672,0.748505,10.199899,-1.627853
7.595141,5.930267,-2.768529,0.749244,10.201730,-1.626151
7.595913,5.934346,-2.767383,0.749984,10.203560,-1.624448
7.596685,5.938425,-2.766236,0.750725,10.205388,-1.622743
7.597459,5.942502,-2.765087,0.751466,10.207216,-1.621037
7.598232,5.946579,-2.763935,0.752208,10.209042,-1.619330
7.599007,5.950655,-2.762781,0.752951,10.210866,-1.617621
7.599781,5.954731,-2.761625,0.753695,10.212690,-1.615911
7.600557,5.958805,-2.760467,0.754440,10.214512,-1.614199
7.601332,5.962879,-2.759307,0.755185,10.216333,-1.612486
7.602108,5.966952,-2.758144,0.755931,10.218153,-1.610772
7.602885,5.971024,-2.756980,0.756679,10.219971,-1.609057
7.603662,5.975095,-2.755813,0.757426,10.221789,-1.607340
7.604439,5.979166,-2.754644,0.758175,10.223604,-1.605621
7.605217,5.983235,-2.753473,0.758925,10.225419,-1.603902
7.605996,5.987304,-2.752299,0.759675,10.227232,-1.602181
7.606774,5.991372,-2.751124,0.760426,10.229044,-1.600458
7.607554,5.995439,-2.749946,0.761178,10.230855,-1.598734
7.608333,5.999505,-2.748766,0.761931,10.232664,-1.597009
7.609113,6.003571,-2.747584,0.762684,10.234473,-1.595283
7.609893,6.007635,-2.746400,0.763439,10.236279,-1.593555
7.610674,6.011699,-2.745214,0.764194,10.238085,-1.591826
7.611455,6.015762,-2.744026,0.764950,10.239889,-1.590095
7.612236,6.019824,-2.742835,0.765707,10.241692,-1.588363
7.613018,6.023885,-2.741642,0.766464,10.243494,-1.586630
7.613800,6.027946,-2.740447,0.767223,10.245294,-1.584895
7.614583,6.032005,-2.739250,0.767982,10.247093,-1.583159
7.615365,6.036064,-2.738051,0.768742,10.248890,-1.581422
7.616148,6.040122,-2.736849,0.769503,10.250687,-1.579683
7.616932,6.044179,-2.735646,0.770265,10.252482,-1.577943
7.617715,6.048234,-2.734440,0.771028,10.254275,-1.576201
7.618499,6.052290,-2.733232,0.771791,10.256068,-1.574459
7.619283,6.056344,-2.732022,0.772556,10.257859,-1.572714
7.620068,6.060397,-2.730810,0.773321,10.259648,-1.570969
7.620853,6.064449,-2.729596,0.774087,10.261437,-1.569222
7.621637,6.068501,-2.728379,0.774854,10.263224,-1.567473
7.622423,6.072551,-2.727160,0.775621,10.265009,-1.565724
7.623208,6.076601,-2.725939,0.776390,10.266793,-1.563973
7.623994,6.080650,-2.724716,0.777159,10.268576,-1.562220
7.624780,6.084698,-2.723491,0.777929,10.270358,-1.560466
7.625566,6.088745,-2.722264,0.778700,10.272138,-1.558711
7.626352,6.092791,-2.721035,0.779472,10.273917,-1.556955
7.627138,6.096836,-2.719803,0.780245,10.275695,-1.555197
7.627925,6.100880,-2.718569,0.781019,10.277471,-1.553437
7.628712,6.104923,-2.717333,0.781793,10.279246,-1.551677
7.629499,6.108965,-2.716095,0.782568,10.281019,-1.549915
7.630286,6.113006,-2.714855,0.783344,10.282791,-1.548151
7.631073,6.117047,-2.713613,0.784121,10.284562,-1.546386
7.631860,6.121086,-2.712368,0.784899,10.286331,-1.544620
7.632648,6.125125,-2.711122,0.785678,10.288099,-1.542852
7.633435,6.129162,-2.709873,0.786457,10.289866,-1.541084
7.634223,6.133199,-2.708622,0.787238,10.291631,-1.539313
7.635011,6.137234,-2.707369,0.788019,10.293395,-1.537542
7.635799,6.141269,-2.706113,0.788801,10.295157,-1.535768
7.636587,6.145302,-2.704856,0.789584,10.296918,-1.533994
7.637375,6.149335,-2.703596,0.790368,10.298678,-1.532218
7.638163,6.153366,-2.702335,0.791153,10.300436,-1.530441
7.638951,6.157397,-2.701071,0.791938,10.302193,-1.528662
7.639740,6.161427,-2.699805,0.792725,10.303949,-1.526882
7.640528,6.165455,-2.698537,0.793512,10.305703,-1.525101
7.641316,6.169483,-2.697266,0.794300,10.307455,-1.523318
7.642105,6.173510,-2.695994,0.795089,10.309207,-1.521534
7.642893,6.177535,-2.694719,0.795879,10.310956,-1.519749
7.643681,6.181560,-2.693443,0.796670,10.312705,-1.517962
7.644470,6.185583,-2.692164,0.797462,10.314452,-1.516173
7.645258,6.189606,-2.690883,0.798254,10.316197,-1.514384
7.646046,6.193628,-2.689599,0.799048,10.317942,-1.512593
7.646835,6.197648,-2.688314,0.799842,10.319684,-1.510800
7.647623,6.201668,-2.687027,0.800637,10.321426,-1.509007
7.648411,6.205686,-2.685737,0.801433,10.323166,-1.507211
7.649200,6.209703,-2.684445,0.802230,10.324904,-1.505415
7.649988,6.213720,-2.683151,0.803028,10.326641,-1.503617
7.650776,6.217735,-2.681855,0.803827,10.328377,-1.501817
7.651564,6.221750,-2.680557,0.804626,10.330111,-1.500017
7.652352,6.225763,-2.679257,0.805427,10.331844,-1.498215
7.653139,6.229775,-2.677954,0.806228,10.333575,-1.496411
7.653927,6.233786,-2.676649,0.807030,10.335305,-1.494606
7.654715,6.237796,-2.675343,0.807834,10.337033,-1.492800
7.655502,6.241805,-2.674034,0.808638,10.338760,-1.490992
7.656290,6.245813,-2.672722,0.809443,10.340486,-1.489183
7.657077,6.249820,-2.671409,0.810248,10.342210,-1.487373
7.657864,6.253826,-2.670094,0.811055,10.343932,-1.485561
7.658651,6.257831,-2.668776,0.811863,10.345653,-1.483748
7.659438,6.261834,-2.667457,0.812671,10.347373,-1.481933
7.660225,6.265837,-2.666135,0.813481,10.349091,-1.480117
7.661011,6.269838,-2.664811,0.814291,10.350808,-1.478300
7.661797,6.273839,-2.663485,0.815102,10.352523,-1.476481
7.662584,6.277838,-2.662156,0.815914,10.354237,-1.474661
7.663370,6.281836,-2.660826,0.816727,10.355949,-1.472839
7.664155,6.285833,-2.659493,0.817541,10.357660,-1.471016
7.664941,6.289829,-2.658158,0.818356,10.359369,-1.469192
7.665726,6.293824,-2.656821,0.819172,10.361077,-1.467366
7.666511,6.297818,-2.655482,0.819989,10.362783,-1.465539
7.667296,6.301811,-2.654141,0.820806,10.364488,-1.463710
7.668081,6.305802,-2.652798,0.821625,10.366191,-1.461880
7.668865,6.309792,-2.651452,0.822444,10.367893,-1.460049
7.669650,6.313782,-2.650105,0.823264,10.369594,-1.458216
7.670434,6.317770,-2.648755,0.824086,10.371292,-1.456382
7.671217,6.321757,-2.647403,0.824908,10.372990,-1.454547
7.672001,6.325743,-2.646049,0.825731,10.374686,-1.452710
7.672784,6.329728,-2.644693,0.826555,10.376380,-1.450871
7.673567,6.333711,-2.643334,0.827380,10.378073,-1.449032
7.674349,6.337694,-2.641974,0.828205,10.379764,-1.447191
7.675132,6.341675,-2.640611,0.829032,10.381454,-1.445348
7.675914,6.345655,-2.639246,0.829860,10.383142,-1.443504
7.676695,6.349634,-2.637879,0.830688,10.384828,-1.441659
7.677477,6.353612,-2.636510,0.831518,10.386514,-1.439812
7.678258,6.357589,-2.635138,0.832348,10.388197,-1.437964
7.679038,6.361564,-2.633765,0.833180,10.389879,-1.436115
7.679819,6.365539,-2.632389,0.834012,10.391560,-1.434264
7.680599,6.369512,-2.631011,0.834845,10.393239,-1.432412
7.681379,6.373484,-2.629631,0.835680,10.394916,-1.430558
7.682158,6.377455,-2.628249,0.836515,10.396592,-1.428703
7.682937,6.381425,-2.626865,0.837351,10.398267,-1.426846
7.683716,6.385393,-2.625479,0.838188,10.399939,-1.424988
7.684494,6.389361,-2.624090,0.839026,10.401611,-1.423129
7.685272,6.393327,-2.622699,0.839865,10.403280,-1.421268
7.686049,6.397292,-2.621306,0.840704,10.404948,-1.419406
7.686827,6.401255,-2.619911,0.841545,10.406615,-1.417543
7.687603,6.405218,-2.618514,0.842387,10.408280,-1.415678
7.688380,6.409179,-2.617115,0.843229,10.409943,-1.413812
7.689156,6.413140,-2.615713,0.844073,10.411605,-1.411944
7.689931,6.417099,-2.614309,0.844918,10.413266,-1.410075
7.690706,6.421056,-2.612904,0.845763,10.414924,-1.408204
7.691481,6.425013,-2.611496,0.846609,10.416581,-1.406333
7.692255,6.428968,-2.610085,0.847457,10.418237,-1.404459
7.693029,6.432923,-2.608673,0.848305,10.419891,-1.402585
7.693803,6.436876,-2.607259,0.849154,10.421543,-1.400708
7.694576,6.440827,-2.605842,0.850005,10.423194,-1.398831
7.695348,6.444778,-2.604423,0.850856,10.424843,-1.396952
7.696120,6.448727,-2.603002,0.851708,10.426491,-1.395072
7.696892,6.452675,-2.601579,0.852561,10.428137,-1.393190
7.697663,6.456622,-2.600154,0.853415,10.429781,-1.391307
7.698434,6.460568,-2.598726,0.854270,10.431424,-1.389422
7.699204,6.464512,-2.597296,0.855126,10.433065,-1.387536
7.699974,6.468455,-2.595865,0.855983,10.434704,-1.385649
7.700744,6.472397,-2.594431,0.856841,10.436342,-1.383760
7.701513,6.476338,-2.592994,0.857700,10.437978,-1.381870
7.702281,6.480277,-2.591556,0.858560,10.439613,-1.379979
7.703049,6.484215,-2.590116,0.859420,10.441246,-1.378086
7.703816,6.488152,-2.588673,0.860282,10.442877,-1.376191
7.704583,6.492088,-2.587228,0.861145,10.444507,-1.374296
7.705350,6.496022,-2.585781,0.862009,10.446135,-1.372398
7.706116,6.499955,-2.584332,0.862873,10.447762,-1.370500
7.706881,6.503887,-2.582881,0.863739,10.449387,-1.368600
7.707646,6.507818,-2.581427,0.864606,10.451010,-1.366698
7.708410,6.511747,-2.579971,0.865473,10.452631,-1.364796
7.709174,6.515675,-2.578513,0.866342,10.454251,-1.362891
7.709938,6.519602,-2.577053,0.867211,10.455869,-1.360986
7.710701,6.523528,-2.575591,0.868082,10.457486,-1.359079
7.711463,6.527452,-2.574127,0.868954,10.459101,-1.357170
